Azone,Bzone,PECASName,ALDRegion,State,COUNTY,STATEFIPS,COUNTYFIPS,PUMA2000,PUMA1990,GridAcres,HourPark,DayPark,LUIntensityCode,MPOcalibrationzones,MPOmodeledzones,ACT,AggACT,Fare,HPMS,AreaType,NorthColumbia
1653,1639,Eugene,Eugene,OR,Lane,41,39,701,800,1774.38,0,0,VeryLow,EugeneSpringfield,EugeneSpringfield,12,WV,NONE,EUGENE,2,0
1654,1598,Eugene,Eugene,OR,Lane,41,39,701,800,800.9,0,0,Low,EugeneSpringfield,EugeneSpringfield,12,WV,NONE,RURAL<5K,2,0
1655,1525,Eugene,Eugene,OR,Lane,41,39,701,800,6008.33,0,0,VeryLow,NonMPO,NonMPO,12,WV,NONE,RURAL<5K,1,0
1656,1588,Eugene,Eugene,OR,Lane,41,39,701,800,12295.36,0,0,VeryLow,NonMPO,NonMPO,12,WV,NONE,RURAL<5K,1,0
1657,1650,Eugene,Eugene,OR,Lane,41,39,701,800,6418.14,0,0,VeryLow,NonMPO,NonMPO,12,WV,NONE,RURAL<5K,1,0
1658,1658,Eugene,Eugene,OR,Lane,41,39,701,800,18721.99,0,0,VeryLow,NonMPO,NonMPO,12,WV,NONE,RURAL<5K,1,0
1659,1658,Eugene,Eugene,OR,Lane,41,39,701,800,4382.67,0,0,VeryLow,EugeneSpringfield,EugeneSpringfield,12,WV,NONE,RURAL<5K,1,0
1701,1701,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,6904.72,0,0,VeryLow,RogueValley,RogueValley,5,SW,NONE,RURAL<5K,1,0
1702,1702,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,3395.81,0,0,Low,RogueValley,RogueValley,5,SW,NONE,RURAL<5K,2,0
1703,1702,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,1876.5,0,0,VeryLow,RogueValley,RogueValley,5,SW,NONE,MEDFORD,2,0
1704,1701,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,5296.61,0,0,VeryLow,RogueValley,RogueValley,5,SW,NONE,RURAL<5K,1,0
1706,1706,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,953.41,0,0,VeryLow,RogueValley,RogueValley,5,SW,Medford,RURAL<5K,2,0
1707,1706,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,1295.22,0,0,VeryLow,RogueValley,RogueValley,5,SW,Medford,RURAL<5K,2,0
1708,1701,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,4551.68,0,0,VeryLow,RogueValley,RogueValley,5,SW,NONE,RURAL<5K,1,0
1709,1701,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,431.67,0,0,VeryLow,RogueValley,RogueValley,5,SW,Medford,MEDFORD,2,0
1710,1710,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,1142.49,0,0,VeryLow,RogueValley,RogueValley,5,SW,Medford,MEDFORD,2,0
1711,1706,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,1497.46,0,0,VeryLow,RogueValley,RogueValley,5,SW,Medford,RURAL<5K,2,0
1712,1706,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,2086.54,0,0,VeryLow,RogueValley,RogueValley,5,SW,Medford,RURAL<5K,2,0
1713,1706,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,19083.81,0,0,VeryLow,RogueValley,RogueValley,5,SW,NONE,RURAL<5K,1,0
1714,1701,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,1074.48,0,0,VeryLow,RogueValley,RogueValley,5,SW,Medford,RURAL<5K,1,0
1715,1715,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,2267.81,0,0,VeryLow,RogueValley,RogueValley,5,SW,Medford,RURAL<5K,2,0
1716,1701,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,6700.48,0,0,VeryLow,RogueValley,RogueValley,5,SW,NONE,RURAL<5K,1,0
1717,1717,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,1733.13,0,0,VeryLow,RogueValley,RogueValley,5,SW,Medford,MEDFORD,1,0
1718,1710,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,464.22,0,0,VeryLow,RogueValley,RogueValley,5,SW,Medford,RURAL<5K,1,0
1719,1719,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,764.78,0,0,VeryLow,RogueValley,RogueValley,5,SW,Medford,RURAL<5K,2,0
1720,1720,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,2634.15,0,0,VeryLow,RogueValley,RogueValley,5,SW,NONE,MEDFORD,1,0
1721,1719,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,1396.9,0,0,VeryLow,RogueValley,RogueValley,5,SW,Medford,RURAL<5K,2,0
1722,1717,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,2050.64,0,0,VeryLow,RogueValley,RogueValley,5,SW,Medford,MEDFORD,2,0
1723,1723,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,399.34,0,0,VeryLow,RogueValley,RogueValley,5,SW,Medford,MEDFORD,2,0
1724,1724,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,2135.14,0,0,VeryLow,RogueValley,RogueValley,5,SW,Medford,RURAL<5K,2,0
1725,1723,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,428.99,0,0,VeryLow,RogueValley,RogueValley,5,SW,Medford,RURAL<5K,2,0
1726,1726,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,934.01,0,0,VeryLow,RogueValley,RogueValley,5,SW,NONE,RURAL<5K,1,0
1727,1726,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,983.51,0,0,VeryLow,RogueValley,RogueValley,5,SW,Medford,RURAL<5K,1,0
1728,1728,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,598.89,0,0,Low,RogueValley,RogueValley,5,SW,Medford,MEDFORD,2,0
1729,1724,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,2149.86,0,0,VeryLow,RogueValley,RogueValley,5,SW,Medford,RURAL<5K,1,0
1730,1726,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,407.81,0,0,VeryLow,RogueValley,RogueValley,5,SW,Medford,MEDFORD,1,0
1731,1726,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,884.74,0,0,VeryLow,RogueValley,RogueValley,5,SW,Medford,MEDFORD,2,0
1732,1732,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,1464.01,0,0,Low,RogueValley,RogueValley,5,SW,Medford,MEDFORD,2,0
1733,1715,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,186.85,0,0,VeryLow,RogueValley,RogueValley,5,SW,Medford,MEDFORD,2,0
1734,1715,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,1320.42,0,0,Low,RogueValley,RogueValley,5,SW,Medford,MEDFORD,2,0
1735,1715,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,935.13,0,0,Low,RogueValley,RogueValley,5,SW,Medford,MEDFORD,2,0
1736,1719,Medford,Medford_GrantsPass,OR,Jackson,41,29,500,900,651.29,0,0,VeryLow,RogueValley,RogueValley,5,SW,Medford,MEDFORD,2,0
1737,1719,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,280.94,0,0,Medium,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1738,1719,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,312.6,0,0,Medium,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1739,1715,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,240.58,0,0,Low,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1740,1715,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,506.58,0,0,Low,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1741,1719,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,411.38,0,0,Medium,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1743,1719,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,92.31,0,0,High,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1744,1719,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,88.96,0,0,High,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1745,1715,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,274.03,0,0,Medium,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1746,1715,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,371.24,0,0,Medium,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1747,1715,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,425.65,0,0,VeryLow,RogueValley,RogueValley,5,SW,Medford,MEDFORD,2,0
1748,1720,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,202.9,0,0,Medium,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1749,1719,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,240.36,0,0,Low,RogueValley,RogueValley,5,SW,Medford,MEDFORD,2,0
1750,1719,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,100.78,0,0,Medium,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1751,1719,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,152.29,0,0,High,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1752,1752,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,96.77,0,0,High,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1753,1752,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,69.79,0,0,High,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1754,1752,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,58.64,0,0,Medium,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1755,1752,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,40.8,0,0,Medium,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1756,1752,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,48.83,0,0,High,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1757,1752,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,48.61,0,0,Medium,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1758,1720,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,80.49,0,0,Low,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1759,1720,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,160.09,0,0,VeryLow,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1761,1720,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,573.47,0.379495375,0.72863112,Low,RogueValley,RogueValley,5,SW,Medford,MEDFORD,2,0
1762,1752,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,43.26,0.379495375,0.72863112,Low,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1763,1719,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,57.08,0,0,Low,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1764,1752,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,37.01,0,0,Low,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1765,1752,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,38.57,0,0,Low,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1766,1752,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,33.67,0,0,High,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1767,1752,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,22.52,0,0,Medium,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1769,1752,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,39.47,0,0,High,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1771,1752,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,13.6,0,0,High,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1772,1752,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,44.15,0,0,High,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1774,1752,Medford,Medford_GrantsPass,OR,Jackson,41,29,701,900,56.86,0,0,Medium,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1775,1752,Medford,Medford_GrantsPass,OR,Jackson,41,29,701,900,259.31,0,0,Medium,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1776,1720,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,220.52,0,0,Low,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1777,1723,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,265.56,0,0,Medium,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1778,1752,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,52.17,0,0,Medium,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1779,1752,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,22.52,0,0,High,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1780,1752,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,28.99,0,0,High,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1782,1752,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,4.46,0,0,High,RogueValley,RogueValley,5,SW,Medford,MEDFORD,4,0
1783,1752,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,7.13,0,0,High,RogueValley,RogueValley,5,SW,Medford,MEDFORD,4,0
1784,1752,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,8.47,0,0,Medium,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1785,1752,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,12.04,0,0,High,RogueValley,RogueValley,5,SW,Medford,MEDFORD,4,0
1786,1752,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,7.8,0,0,Medium,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1788,1752,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,4.01,0,0,High,RogueValley,RogueValley,5,SW,Medford,MEDFORD,4,0
1790,1752,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,7.36,0,0,High,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1791,1752,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,42.59,0,0,High,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1792,1752,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,25.2,0,0,Low,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1793,1720,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,271.58,0,0,High,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1794,1720,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,1758.33,0,0,VeryLow,RogueValley,RogueValley,5,SW,Medford,MEDFORD,2,0
1795,1723,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,179.71,0,0,Low,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1796,1723,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,143.37,0,0,Medium,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1797,1723,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,47.94,0,0,Medium,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1798,1723,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,102.12,0,0,Medium,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1799,1752,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,138.46,0,0,Medium,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1800,1752,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,217.17,0,0,Low,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1801,1723,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,98.11,0,0,Medium,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1802,1726,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,1252.41,0,0,Low,RogueValley,RogueValley,5,SW,Medford,MEDFORD,2,0
1804,1723,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,92.75,0,0,VeryLow,RogueValley,RogueValley,5,SW,Medford,MEDFORD,2,0
1805,1723,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,193.54,0,0,VeryLow,RogueValley,RogueValley,5,SW,Medford,MEDFORD,2,0
1806,1723,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,153.4,0,0,Medium,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1807,1724,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,698.34,0,0,Low,RogueValley,RogueValley,5,SW,Medford,MEDFORD,2,0
1808,1723,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,114.38,0,0,Low,RogueValley,RogueValley,5,SW,Medford,MEDFORD,2,0
1809,1723,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,191.98,0,0,VeryLow,RogueValley,RogueValley,5,SW,Medford,MEDFORD,2,0
1810,1723,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,316.17,0,0,VeryLow,RogueValley,RogueValley,5,SW,Medford,MEDFORD,2,0
1811,1723,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,151.84,0,0,VeryLow,RogueValley,RogueValley,5,SW,Medford,MEDFORD,2,0
1813,1710,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,381.94,0,0,VeryLow,RogueValley,RogueValley,5,SW,Medford,MEDFORD,2,0
1814,1710,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,153.4,0,0,Low,RogueValley,RogueValley,5,SW,Medford,MEDFORD,2,0
1815,1710,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,54.85,0,0,Medium,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1816,1710,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,156.97,0,0,VeryLow,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1817,1710,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,179.04,0,0,Low,RogueValley,RogueValley,5,SW,Medford,MEDFORD,2,0
1818,1710,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,328.21,0,0,Low,RogueValley,RogueValley,5,SW,Medford,MEDFORD,2,0
1819,1710,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,80.27,0,0,High,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1820,1710,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,116.17,0,0,Medium,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1821,1710,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,331.78,0,0,VeryLow,RogueValley,RogueValley,5,SW,Medford,MEDFORD,2,0
1822,1710,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,99,0,0,Medium,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1823,1710,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,487.19,0,0,VeryLow,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1824,1728,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,153.18,0,0,Medium,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1825,1728,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,148.94,0,0,Low,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1826,1728,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,101.45,0,0,VeryLow,RogueValley,RogueValley,5,SW,Medford,MEDFORD,2,0
1827,1728,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,125.31,0,0,Low,RogueValley,RogueValley,5,SW,Medford,MEDFORD,2,0
1831,1728,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,293.43,0,0,Medium,RogueValley,RogueValley,5,SW,Medford,MEDFORD,3,0
1832,1706,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,816.06,0,0,Low,RogueValley,RogueValley,5,SW,Medford,MEDFORD,2,0
1833,1726,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,1504.59,0,0,VeryLow,RogueValley,RogueValley,5,SW,NONE,RURAL<5K,1,0
2001,1314,Salem,Salem,OR,Polk,41,53,1200,1000,26247.93,0,0,VeryLow,NonMPO,NonMPO,8,WV,NONE,RURAL<5K,1,0
2002,1369,Salem,Salem,OR,Marion,41,47,1102,1100,5638.2,0,0,VeryLow,NonMPO,NonMPO,8,WV,NONE,RURAL<5K,1,0
2003,1468,Salem,Salem,OR,Marion,41,47,1102,1100,1310.83,0,0,VeryLow,NonMPO,NonMPO,8,WV,NONE,RURAL<5K,1,0
2004,1466,Salem,Salem,OR,Marion,41,47,1102,1100,7628.39,0,0,VeryLow,NonMPO,NonMPO,8,WV,NONE,RURAL<5K,1,0
2005,1588,Eugene,Eugene,OR,Lane,41,39,701,800,7912.03,0,0,VeryLow,NonMPO,NonMPO,12,WV,NONE,RURAL<5K,1,0
2006,1702,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,4969.78,0,0,VeryLow,RogueValley,RogueValley,5,SW,NONE,MEDFORD,2,0
2007,1702,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,14255.2,0,0,VeryLow,RogueValley,RogueValley,5,SW,NONE,RURAL<5K,1,0
2008,1726,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,2800.26,0,0,VeryLow,RogueValley,RogueValley,5,SW,NONE,RURAL<5K,1,0
2009,2009,Other OR,Astoria_LincolnCity,OR,Clatsop,41,7,500,600,212.71,0,0,Medium,NonMPO,NonMPO,1,NW,NONE,SMALL<50K,3,0
2010,2009,Other OR,Astoria_LincolnCity,OR,Clatsop,41,7,500,600,450.17,0,0,Low,NonMPO,NonMPO,1,NW,NONE,SMALL<50K,3,0
2011,2011,Other OR,Astoria_LincolnCity,OR,Clatsop,41,7,500,600,406.47,0,0,VeryLow,NonMPO,NonMPO,1,NW,NONE,SMALL<50K,2,0
2012,2011,Other OR,Astoria_LincolnCity,OR,Clatsop,41,7,500,600,76.26,0,0,High,NonMPO,NonMPO,1,NW,NONE,SMALL<50K,3,0
2013,2011,Other OR,Astoria_LincolnCity,OR,Clatsop,41,7,500,600,160.31,0,0,Medium,NonMPO,NonMPO,1,NW,NONE,SMALL<50K,3,0
2014,2011,Other OR,Astoria_LincolnCity,OR,Clatsop,41,7,500,600,127.76,0,0,High,NonMPO,NonMPO,1,NW,NONE,SMALL<50K,3,0
2015,2011,Other OR,Astoria_LincolnCity,OR,Clatsop,41,7,500,600,1241.04,0,0,VeryLow,NonMPO,NonMPO,1,NW,NONE,SMALL<50K,2,0
2016,2011,Other OR,Astoria_LincolnCity,OR,Clatsop,41,7,500,600,151.4,0,0,Medium,NonMPO,NonMPO,1,NW,NONE,SMALL<50K,3,0
2017,2011,Other OR,Astoria_LincolnCity,OR,Clatsop,41,7,500,600,1319.3,0,0,VeryLow,NonMPO,NonMPO,1,NW,NONE,SMALL<50K,2,0
2018,2018,Other OR,Astoria_LincolnCity,OR,Clatsop,41,7,500,600,73840.01,0,0,VeryLow,NonMPO,NonMPO,1,NW,NONE,RURAL<5K,1,0
2019,2009,Other OR,Astoria_LincolnCity,OR,Clatsop,41,7,500,600,2258.67,0,0,VeryLow,NonMPO,NonMPO,1,NW,NONE,RURAL<5K,2,0
2020,2009,Other OR,Astoria_LincolnCity,OR,Clatsop,41,7,500,600,863.11,0,0,Low,NonMPO,NonMPO,1,NW,NONE,RURAL<5K,2,0
2021,2009,Other OR,Astoria_LincolnCity,OR,Clatsop,41,7,500,600,3253.33,0,0,VeryLow,NonMPO,NonMPO,1,NW,NONE,RURAL<5K,2,0
2022,2009,Other OR,Astoria_LincolnCity,OR,Clatsop,41,7,500,600,3793.81,0,0,VeryLow,NonMPO,NonMPO,1,NW,NONE,RURAL<5K,1,0
2023,2023,Other OR,Astoria_LincolnCity,OR,Clatsop,41,7,500,600,39829.56,0,0,VeryLow,NonMPO,NonMPO,1,NW,NONE,RURAL<5K,1,0
2024,2023,Other OR,Astoria_LincolnCity,OR,Clatsop,41,7,500,600,6708.64,0,0,VeryLow,NonMPO,NonMPO,1,NW,NONE,RURAL<5K,1,0
2025,2025,Other OR,Astoria_LincolnCity,OR,Clatsop,41,7,500,600,1197.79,0,0,VeryLow,NonMPO,NonMPO,1,NW,NONE,RURAL<5K,2,0
2026,2025,Other OR,Astoria_LincolnCity,OR,Clatsop,41,7,500,600,4196.86,0,0,VeryLow,NonMPO,NonMPO,1,NW,NONE,RURAL<5K,1,0
2027,2018,Other OR,Astoria_LincolnCity,OR,Clatsop,41,7,500,600,64210.26,0,0,VeryLow,NonMPO,NonMPO,1,NW,NONE,RURAL<5K,1,0
2028,2028,Other OR,Astoria_LincolnCity,OR,Clatsop,41,7,500,600,192007.03,0,0,VeryLow,NonMPO,NonMPO,1,NW,NONE,RURAL<5K,1,0
2029,2023,Other OR,Astoria_LincolnCity,OR,Clatsop,41,7,500,600,9461.15,0,0,VeryLow,NonMPO,NonMPO,1,NW,NONE,RURAL<5K,1,0
2030,2025,Other OR,Astoria_LincolnCity,OR,Clatsop,41,7,500,600,392.65,0,0,Medium,NonMPO,NonMPO,1,NW,NONE,SMALL<50K,3,0
2031,2031,Other OR,Astoria_LincolnCity,OR,Clatsop,41,7,500,600,269.35,0,0,Low,NonMPO,NonMPO,1,NW,NONE,SMALL<50K,2,0
2032,2031,Other OR,Astoria_LincolnCity,OR,Clatsop,41,7,500,600,190.64,0,0,Medium,NonMPO,NonMPO,1,NW,NONE,SMALL<50K,3,0
2033,2031,Other OR,Astoria_LincolnCity,OR,Clatsop,41,7,500,600,226.98,0,0,Medium,NonMPO,NonMPO,1,NW,NONE,SMALL<50K,3,0
2034,2025,Other OR,Astoria_LincolnCity,OR,Clatsop,41,7,500,600,201.12,0,0,Low,NonMPO,NonMPO,1,NW,NONE,SMALL<50K,2,0
2035,2035,Other OR,Astoria_LincolnCity,OR,Clatsop,41,7,500,600,1728.45,0,0,VeryLow,NonMPO,NonMPO,1,NW,NONE,RURAL<5K,2,0
2037,2035,Other OR,Astoria_LincolnCity,OR,Clatsop,41,7,500,600,429.66,0,0,Low,NonMPO,NonMPO,1,NW,NONE,RURAL<5K,2,0
2039,2031,Other OR,Astoria_LincolnCity,OR,Clatsop,41,7,500,600,38842.15,0,0,VeryLow,NonMPO,NonMPO,1,NW,NONE,RURAL<5K,1,0
2040,2028,Other OR,Astoria_LincolnCity,OR,Clatsop,41,7,500,600,73568.84,0,0,VeryLow,NonMPO,NonMPO,1,NW,NONE,RURAL<5K,1,0
2041,2028,Other OR,Astoria_LincolnCity,OR,Tillamook,41,57,500,600,122938.78,0,0,VeryLow,NonMPO,NonMPO,1,NW,NONE,RURAL<5K,1,0
2042,2042,Other OR,Astoria_LincolnCity,OR,Tillamook,41,57,500,600,3065.81,0,0,VeryLow,NonMPO,NonMPO,1,NW,NONE,RURAL<5K,1,0
2043,2042,Other OR,Astoria_LincolnCity,OR,Tillamook,41,57,500,600,10403.52,0,0,VeryLow,NonMPO,NonMPO,1,NW,NONE,RURAL<5K,1,0
