ZoneNumber,Commodity,TargetPrice,Tolerance,region,type,confidence
4036,FLR Institutional,13.72555923,13.72555923,Halo-Small Cities,Office,VLow
4037,FLR Institutional,13.94210148,13.94210148,Halo-Small Cities,Office,VLow
4038,FLR Institutional,13.90845299,13.90845299,Halo-Urban,Office,VLow
4039,FLR Institutional,14.87561035,14.87561035,Halo-Urban,Office,VLow
4040,FLR Institutional,13.5661602,13.5661602,Halo-Small Cities,Office,VLow
4041,FLR Institutional,12.43954277,12.43954277,OOO,Office,VLow
4042,FLR Institutional,13.72894859,13.72894859,Halo-Small Cities,Office,VLow
4043,FLR Institutional,14.27493858,14.27493858,Halo-Small Cities,Office,VLow
4044,FLR Institutional,13.39420605,13.39420605,Halo-Small Cities,Office,VLow
4045,FLR Institutional,13.42045593,13.42045593,Halo-Small Cities,Office,VLow
4046,FLR Institutional,13.80754185,13.80754185,Halo-Small Cities,Office,VLow
4047,FLR Institutional,13.68305969,13.68305969,Halo-Small Cities,Office,VLow
4048,FLR Institutional,13.71363163,13.71363163,Halo-Small Cities,Office,VLow
4049,FLR Institutional,13.81361961,13.81361961,Halo-Small Cities,Office,VLow
4050,FLR Institutional,13.63151073,13.63151073,Halo-Small Cities,Office,VLow
4051,FLR Institutional,14.64155006,14.64155006,Halo-Urban,Office,VLow
4052,FLR Institutional,13.65682125,13.65682125,Halo-Small Cities,Office,VLow
4053,FLR Institutional,13.41636181,13.41636181,Halo-Small Cities,Office,VLow
4054,FLR Institutional,13.95765781,13.95765781,Halo-Small Cities,Office,VLow
4055,FLR Institutional,13.6030302,13.6030302,Halo-Small Cities,Office,VLow
4056,FLR Institutional,13.6182766,13.6182766,Halo-Small Cities,Office,VLow
4057,FLR Institutional,12.48633003,12.48633003,OOO,Office,VLow
4058,FLR Institutional,13.55229664,13.55229664,Halo-Small Cities,Office,VLow
4059,FLR Institutional,13.55239582,13.55239582,Halo-Urban,Office,VLow
4060,FLR Institutional,13.37690163,13.37690163,Halo-Urban,Office,VLow
4061,FLR Institutional,14.63142395,14.63142395,Halo-Urban,Office,VLow
4062,FLR Institutional,14.97197437,14.97197437,Halo-Small Cities,Office,VLow
4063,FLR Institutional,17.06915855,17.06915855,Halo-Urban,Office,VLow
4064,FLR Institutional,14.42647552,14.42647552,Halo-Small Cities,Office,VLow
4065,FLR Institutional,13.97043419,13.97043419,Halo-Small Cities,Office,VLow
4066,FLR Institutional,14.57689381,14.57689381,Halo-Small Cities,Office,VLow
4067,FLR Institutional,13.83498383,13.83498383,Halo-Small Cities,Office,VLow
4068,FLR Institutional,14.38656235,14.38656235,Halo-Urban,Office,VLow
4069,FLR Institutional,14.46240044,14.46240044,Halo-Urban,Office,VLow
4070,FLR Institutional,15.25389385,15.25389385,Halo-Urban,Office,VLow
4071,FLR Institutional,13.9679203,13.9679203,Halo-Small Cities,Office,VLow
4072,FLR Institutional,13.5256567,13.5256567,Halo-Small Cities,Office,VLow
4073,FLR Institutional,13.43377876,13.43377876,Halo-Small Cities,Office,VLow
4074,FLR Institutional,13.41328907,13.41328907,Halo-Small Cities,Office,VLow
4075,FLR Institutional,13.70510769,13.70510769,Halo-Small Cities,Office,VLow
4076,FLR Institutional,13.70110703,13.70110703,Halo-Small Cities,Office,VLow
4077,FLR Institutional,13.88878155,13.88878155,Halo-Small Cities,Office,VLow
4078,FLR Institutional,17.27569008,17.27569008,Halo-Urban,Office,VLow
4079,FLR Institutional,13.7548542,13.7548542,Halo-Small Cities,Office,VLow
4080,FLR Institutional,13.51472569,13.51472569,Halo-Small Cities,Office,VLow
4081,FLR Institutional,13.60761166,13.60761166,Halo-Small Cities,Office,VLow
4082,FLR Institutional,13.67784691,13.67784691,Halo-Small Cities,Office,VLow
4083,FLR Institutional,13.82882023,13.82882023,Halo-Urban,Office,VLow
4084,FLR Institutional,13.76757717,13.76757717,Halo-Urban,Office,VLow
4085,FLR Institutional,13.83748913,13.83748913,Halo-Urban,Office,VLow
4086,FLR Institutional,14.36864281,14.36864281,Halo-Urban,Office,VLow
4087,FLR Institutional,15.14807892,15.14807892,Halo-Urban,Office,VLow
4088,FLR Institutional,14.23416138,14.23416138,Halo-Urban,Office,VLow
4089,FLR Institutional,18.92915726,18.92915726,Halo-Urban,Office,VLow
4090,FLR Institutional,13.39420605,13.39420605,Halo-Small Cities,Office,VLow
4091,FLR Institutional,13.42260742,13.42260742,Halo-Small Cities,Office,VLow
4092,FLR Institutional,13.60716057,13.60716057,Halo-Small Cities,Office,VLow
4093,FLR Institutional,13.69236565,13.69236565,Halo-Small Cities,Office,VLow
4094,FLR Institutional,14.3881731,14.3881731,Halo-Urban,Office,VLow
4095,FLR Institutional,13.78876305,13.78876305,Halo-Urban,Office,VLow
4096,FLR Institutional,13.39420605,13.39420605,Halo-Small Cities,Office,VLow
4105,FLR Institutional,14.97600842,14.97600842,Halo-Small Cities,Office,VLow
4136,FLR Institutional,13.64205551,13.64205551,Halo-Small Cities,Office,VLow
4137,FLR Institutional,13.51766777,13.51766777,Halo-Small Cities,Office,VLow
4138,FLR Institutional,14.36098862,14.36098862,Halo-Small Cities,Office,VLow
4140,FLR Institutional,13.65937519,13.65937519,Halo-Small Cities,Office,VLow
4141,FLR Institutional,14.70697308,14.70697308,Halo-Small Cities,Office,VLow
1,FLR Accommodation,20.94505501,10.47252751,Metro,Office,Medium
17,FLR Accommodation,19.89897537,9.949487685,Metro,Office,Medium
19,FLR Accommodation,19.89897537,9.949487685,Metro,Office,Medium
31,FLR Accommodation,17.20428276,8.60214138,Metro,Office,Medium
37,FLR Accommodation,15.93000031,7.965000155,Metro,Office,Medium
79,FLR Accommodation,20.48999977,10.24499989,Metro,Office,Medium
81,FLR Accommodation,16.56999969,8.284999845,Metro,Office,Medium
89,FLR Accommodation,20.54000092,10.27000046,Metro,Office,Medium
104,FLR Accommodation,20.48999977,10.24499989,Metro,Office,Medium
114,FLR Accommodation,16.56999969,8.284999845,Metro,Office,Medium
117,FLR Accommodation,20.01000023,10.00500012,Metro,Office,Medium
150,FLR Accommodation,16.56999969,8.284999845,Metro,Office,Medium
154,FLR Accommodation,16.56999969,8.284999845,Metro,Office,Medium
161,FLR Accommodation,20.48999977,10.24499989,Metro,Office,Medium
223,FLR Accommodation,20.48999977,10.24499989,Metro,Office,Medium
229,FLR Accommodation,20.48999977,10.24499989,Metro,Office,Medium
244,FLR Accommodation,20.48999977,10.24499989,Metro,Office,Medium
267,FLR Accommodation,20.48999977,10.24499989,Metro,Office,Medium
271,FLR Accommodation,20.48999977,10.24499989,Metro,Office,Medium
273,FLR Accommodation,20.48999977,10.24499989,Metro,Office,Medium
290,FLR Accommodation,21.06999969,10.53499985,Metro,Office,Medium
294,FLR Accommodation,21.06999969,10.53499985,Metro,Office,Medium
323,FLR Accommodation,26.13999939,13.0699997,Metro,Office,Medium
355,FLR Accommodation,26.13999939,13.0699997,Metro,Office,Medium
361,FLR Accommodation,26.13999939,13.0699997,Metro,Office,Medium
385,FLR Accommodation,20.44000053,10.22000027,Metro,Office,Medium
404,FLR Accommodation,17.47999954,8.73999977,Metro,Office,Medium
405,FLR Accommodation,17.47999954,8.73999977,Metro,Office,Medium
411,FLR Accommodation,17.47999954,8.73999977,Metro,Office,Medium
418,FLR Accommodation,17.47999954,8.73999977,Metro,Office,Medium
441,FLR Accommodation,22.34000015,11.17000008,Metro,Office,Medium
444,FLR Accommodation,22.34000015,11.17000008,Metro,Office,Medium
468,FLR Accommodation,15.51000023,7.755000115,Metro,Office,Medium
481,FLR Accommodation,22.34000015,11.17000008,Metro,Office,Medium
499,FLR Accommodation,17.47999954,8.73999977,Metro,Office,Medium
504,FLR Accommodation,17.47999954,8.73999977,Metro,Office,Medium
536,FLR Accommodation,17.47999954,8.73999977,Metro,Office,Medium
542,FLR Accommodation,15.51000023,7.755000115,Metro,Office,Medium
570,FLR Accommodation,15.51000023,7.755000115,Metro,Office,Medium
575,FLR Accommodation,15.51000023,7.755000115,Metro,Office,Medium
618,FLR Accommodation,19.42000008,9.71000004,Metro,Office,Medium
623,FLR Accommodation,19.42000008,9.71000004,Metro,Office,Medium
636,FLR Accommodation,15.51000023,7.755000115,Metro,Office,Medium
714,FLR Accommodation,21.15646935,10.57823468,Metro,Office,Medium
715,FLR Accommodation,16.60000038,8.30000019,Metro,Office,Medium
721,FLR Accommodation,16.60000038,8.30000019,Metro,Office,Medium
727,FLR Accommodation,15.51000023,7.755000115,Metro,Office,Medium
733,FLR Accommodation,15.51000023,7.755000115,Metro,Office,Medium
763,FLR Accommodation,16.60000038,8.30000019,Metro,Office,Medium
776,FLR Accommodation,16.60000038,8.30000019,Metro,Office,Medium
851,FLR Accommodation,16.60000038,8.30000019,Metro,Office,Medium
852,FLR Accommodation,16.60000038,8.30000019,Metro,Office,Medium
866,FLR Accommodation,16.60000038,8.30000019,Metro,Office,Medium
869,FLR Accommodation,16.60000038,8.30000019,Metro,Office,Medium
905,FLR Accommodation,19.42000008,9.71000004,Metro,Office,Medium
970,FLR Accommodation,18.42000008,9.21000004,Metro,Office,Medium
991,FLR Accommodation,18.42000008,9.21000004,Metro,Office,Medium
1000,FLR Accommodation,18.42000008,9.21000004,Metro,Office,Medium
1002,FLR Accommodation,18.42000008,9.21000004,Metro,Office,Medium
1025,FLR Accommodation,18.42000008,9.21000004,Metro,Office,Medium
1044,FLR Accommodation,18.42000008,9.21000004,Metro,Office,Medium
1114,FLR Accommodation,18.42000008,9.21000004,Metro,Office,Medium
1131,FLR Accommodation,18.42000008,9.21000004,Metro,Office,Medium
1153,FLR Accommodation,18.42000008,9.21000004,Metro,Office,Medium
1175,FLR Accommodation,18.42000008,9.21000004,Metro,Office,Medium
1177,FLR Accommodation,18.42000008,9.21000004,Metro,Office,Medium
1292,FLR Accommodation,18.42000008,9.21000004,Metro,Office,Medium
1301,FLR Accommodation,13.90850258,6.95425129,SalemKeizer,Office,Medium
1303,FLR Accommodation,17.93312645,8.966563225,SalemKeizer,Office,Medium
1313,FLR Accommodation,10.47679329,5.238396645,SalemKeizer,Office,Medium
1314,FLR Accommodation,12.72768879,6.363844395,SalemKeizer,Office,Medium
1316,FLR Accommodation,12.72768879,6.363844395,SalemKeizer,Office,Medium
1318,FLR Accommodation,13.32198906,6.66099453,SalemKeizer,Office,Medium
1324,FLR Accommodation,16.06817245,8.034086225,SalemKeizer,Office,Medium
1328,FLR Accommodation,24.28125763,12.14062882,SalemKeizer,Office,Medium
1337,FLR Accommodation,24.15463448,12.07731724,SalemKeizer,Office,Medium
1364,FLR Accommodation,19.23530769,9.617653845,SalemKeizer,Office,Medium
1369,FLR Accommodation,14.02658367,7.013291835,SalemKeizer,Office,Medium
1374,FLR Accommodation,14.02658367,7.013291835,SalemKeizer,Office,Medium
1394,FLR Accommodation,14.02658367,7.013291835,SalemKeizer,Office,Medium
1401,FLR Accommodation,14.02658367,7.013291835,SalemKeizer,Office,Medium
1408,FLR Accommodation,14.02658367,7.013291835,SalemKeizer,Office,Medium
1415,FLR Accommodation,14.02658367,7.013291835,SalemKeizer,Office,Medium
1437,FLR Accommodation,14.02658367,7.013291835,SalemKeizer,Office,Medium
1453,FLR Accommodation,14.02658367,7.013291835,SalemKeizer,Office,Medium
1466,FLR Accommodation,14.02658367,7.013291835,SalemKeizer,Office,Medium
1468,FLR Accommodation,14.02658367,7.013291835,SalemKeizer,Office,Medium
1470,FLR Accommodation,16.50393295,16.50393295,NonMPO,Office,VLow
1501,FLR Accommodation,23.62277985,11.81138993,EugeneSpringfield,Office,Medium
1502,FLR Accommodation,14.0094738,7.0047369,EugeneSpringfield,Office,Medium
1503,FLR Accommodation,17.71448326,8.85724163,EugeneSpringfield,Office,Medium
1505,FLR Accommodation,34.70774841,17.35387421,EugeneSpringfield,Office,Medium
1525,FLR Accommodation,12.63630772,6.31815386,EugeneSpringfield,Office,Medium
1553,FLR Accommodation,12.63630772,6.31815386,EugeneSpringfield,Office,Medium
1562,FLR Accommodation,12.63630772,6.31815386,EugeneSpringfield,Office,Medium
1588,FLR Accommodation,12.63630772,6.31815386,EugeneSpringfield,Office,Medium
1598,FLR Accommodation,13.7667017,6.88335085,EugeneSpringfield,Office,Medium
1617,FLR Accommodation,20.19373894,10.09686947,EugeneSpringfield,Office,Medium
1630,FLR Accommodation,12.63630772,6.31815386,EugeneSpringfield,Office,Medium
1639,FLR Accommodation,12.63630772,6.31815386,EugeneSpringfield,Office,Medium
1650,FLR Accommodation,12.63630772,6.31815386,EugeneSpringfield,Office,Medium
1658,FLR Accommodation,12.32718468,12.32718468,NonMPO,Office,VLow
1701,FLR Accommodation,11.46830368,5.73415184,RogueValley,Office,Medium
1702,FLR Accommodation,5.966065407,2.983032704,RogueValley,Office,Medium
1706,FLR Accommodation,5.966065407,2.983032704,RogueValley,Office,Medium
1710,FLR Accommodation,14.45533752,7.22766876,RogueValley,Office,Medium
1715,FLR Accommodation,15.31702423,7.658512115,RogueValley,Office,Medium
1717,FLR Accommodation,11.61165333,5.805826665,RogueValley,Office,Medium
1719,FLR Accommodation,15.36010838,7.68005419,RogueValley,Office,Medium
1720,FLR Accommodation,14.75133514,7.37566757,RogueValley,Office,Medium
1723,FLR Accommodation,16.00637436,8.00318718,RogueValley,Office,Medium
1724,FLR Accommodation,15.63757992,7.81878996,RogueValley,Office,Medium
1726,FLR Accommodation,15.91417599,7.957087995,RogueValley,Office,Medium
1728,FLR Accommodation,16.00637436,8.00318718,RogueValley,Office,Medium
1732,FLR Accommodation,15.26878548,7.63439274,RogueValley,Office,Medium
1736,FLR Accommodation,12.36408138,12.36408138,OR-Small Cities,Office,VLow
1752,FLR Accommodation,16.00637436,8.00318718,RogueValley,Office,Medium
1774,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
1775,FLR Accommodation,12.32718468,12.32718468,NonMPO,Office,VLow
2009,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2011,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2018,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2023,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2025,FLR Accommodation,25.38552475,25.38552475,OR-Small Cities,Office,VLow
2028,FLR Accommodation,18.13850975,18.13850975,OR-Small Cities,Office,VLow
2031,FLR Accommodation,41.6358223,41.6358223,OR-Small Cities,Office,VLow
2035,FLR Accommodation,41.6358223,41.6358223,OR-Small Cities,Office,VLow
2042,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2045,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2046,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2051,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2056,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2059,FLR Accommodation,12.32718468,12.32718468,NonMPO,Office,VLow
2063,FLR Accommodation,12.36408138,12.36408138,OR-Small Cities,Office,VLow
2072,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2073,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2076,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2092,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2094,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2098,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2109,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2111,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2112,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2119,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2122,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2123,FLR Accommodation,12.32718468,12.32718468,NonMPO,Office,VLow
2126,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2134,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2139,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2148,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2156,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2162,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2167,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2169,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2173,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2180,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2184,FLR Accommodation,12.32718468,12.32718468,NonMPO,Office,VLow
2185,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2186,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2190,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2194,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2195,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2198,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2204,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2208,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2209,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2216,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2218,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2224,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2225,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2227,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2229,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2231,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2235,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2238,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2242,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2244,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2245,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2247,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2248,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2249,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2254,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2268,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2271,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2274,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2278,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2280,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2283,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2286,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2287,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2288,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2300,FLR Accommodation,19.67848206,19.67848206,OR-Small Cities,Office,VLow
2301,FLR Accommodation,19.67848206,19.67848206,OR-Small Cities,Office,VLow
2304,FLR Accommodation,19.67848206,19.67848206,OR-Small Cities,Office,VLow
2305,FLR Accommodation,19.67848206,19.67848206,OR-Small Cities,Office,VLow
2311,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2315,FLR Accommodation,12.32718468,12.32718468,NonMPO,Office,VLow
2317,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2319,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2324,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2326,FLR Accommodation,18.06405449,18.06405449,OR-Small Cities,Office,VLow
2330,FLR Accommodation,18.06405449,18.06405449,OR-Small Cities,Office,VLow
2333,FLR Accommodation,18.06405449,18.06405449,OR-Small Cities,Office,VLow
2334,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2337,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2342,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2343,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2344,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2353,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2355,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2362,FLR Accommodation,17.91939163,8.959695815,Corvallis,Office,Medium
2366,FLR Accommodation,17.91939163,8.959695815,Corvallis,Office,Medium
2367,FLR Accommodation,12.32718468,12.32718468,NonMPO,Office,VLow
2370,FLR Accommodation,17.91939163,8.959695815,Corvallis,Office,Medium
2374,FLR Accommodation,17.91939163,8.959695815,Corvallis,Office,Medium
2376,FLR Accommodation,17.91939163,8.959695815,Corvallis,Office,Medium
2383,FLR Accommodation,17.91939163,8.959695815,Corvallis,Office,Medium
2412,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2420,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2426,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2431,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2455,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2456,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2461,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2462,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2465,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2475,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2487,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2489,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2497,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2498,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2502,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2509,FLR Accommodation,12.32718468,12.32718468,NonMPO,Office,VLow
2512,FLR Accommodation,12.32718468,12.32718468,NonMPO,Office,VLow
2514,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2524,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2528,FLR Accommodation,12.32718468,12.32718468,NonMPO,Office,VLow
2531,FLR Accommodation,12.32718468,12.32718468,NonMPO,Office,VLow
2532,FLR Accommodation,12.32718468,12.32718468,NonMPO,Office,VLow
2533,FLR Accommodation,12.32718468,12.32718468,NonMPO,Office,VLow
2534,FLR Accommodation,14.49874401,14.49874401,OR-Small Cities,Office,VLow
2537,FLR Accommodation,14.49874401,14.49874401,OR-Small Cities,Office,VLow
2544,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2548,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2550,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2556,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2558,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2565,FLR Accommodation,12.32718468,12.32718468,NonMPO,Office,VLow
2566,FLR Accommodation,12.32718468,12.32718468,NonMPO,Office,VLow
2568,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2569,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2573,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2578,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2579,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2582,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2584,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2589,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2598,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2599,FLR Accommodation,12.32718468,12.32718468,NonMPO,Office,VLow
2601,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2603,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2605,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2613,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2616,FLR Accommodation,12.32718468,12.32718468,NonMPO,Office,VLow
2617,FLR Accommodation,12.32718468,12.32718468,NonMPO,Office,VLow
2618,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2620,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2623,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2638,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2654,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2658,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2662,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2664,FLR Accommodation,12.32718468,12.32718468,NonMPO,Office,VLow
2666,FLR Accommodation,12.32718468,12.32718468,NonMPO,Office,VLow
2670,FLR Accommodation,12.32718468,12.32718468,NonMPO,Office,VLow
2671,FLR Accommodation,12.32718468,12.32718468,NonMPO,Office,VLow
2672,FLR Accommodation,12.32718468,12.32718468,NonMPO,Office,VLow
2678,FLR Accommodation,12.11244488,12.11244488,OR-Small Cities,Office,VLow
2679,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2683,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2692,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2696,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2699,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2711,FLR Accommodation,12.1435461,12.1435461,OR-Small Cities,Office,VLow
2712,FLR Accommodation,14.8142786,14.8142786,OR-Small Cities,Office,VLow
2721,FLR Accommodation,14.45350647,14.45350647,OR-Small Cities,Office,VLow
2722,FLR Accommodation,14.8248291,14.8248291,NonMPO,Office,VLow
2724,FLR Accommodation,14.45350647,14.45350647,OR-Small Cities,Office,VLow
2726,FLR Accommodation,14.45350647,14.45350647,OR-Small Cities,Office,VLow
2727,FLR Accommodation,37.94077301,37.94077301,NonMPO,Office,VLow
2732,FLR Accommodation,12.32718468,12.32718468,NonMPO,Office,VLow
2733,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2735,FLR Accommodation,16.8509655,16.8509655,NonMPO,Office,VLow
2740,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2742,FLR Accommodation,12.01842117,12.01842117,OR-Small Cities,Office,VLow
2756,FLR Accommodation,15.26878548,7.63439274,RogueValley,Office,Medium
2759,FLR Accommodation,37.94077301,37.94077301,NonMPO,Office,VLow
