ZoneNumber,Commodity,TargetFloorspace,Tolerance,region,type,confidence
2857,FLR Government Support,0,1000,OR-Small Cities,Office,100%
2859,FLR Government Support,0,1000,NonMPO,Office,100%
2860,FLR Government Support,0,1000,Deschutes-Rural,Office,50%
2861,FLR Government Support,19208.21,9604.105,Deschutes-Rural,Office,50%
2863,FLR Government Support,1165.32,1165.32,OR-Small Cities,Office,100%
2866,FLR Government Support,83535.24,41767.62,Redmond,Office,50%
2872,FLR Government Support,121465.34,60732.67,Redmond,Office,50%
2878,FLR Government Support,9633.37,4816.685,Deschutes-Rural,Office,50%
2879,FLR Government Support,0,1000,Deschutes-Rural,Office,50%
2884,FLR Government Support,9605.57,9605.57,NonMPO,Office,100%
2889,FLR Government Support,13035.59,6517.795,Deschutes-Rural,Office,50%
2894,FLR Government Support,175.44,1000,NonMPO,Office,100%
2895,FLR Government Support,2805.99,2805.99,NonMPO,Office,100%
2896,FLR Government Support,49227.83,49227.83,OR-Small Cities,Office,100%
2897,FLR Government Support,0,1000,NonMPO,Office,100%
2898,FLR Government Support,2006.91,2006.91,NonMPO,Office,100%
2899,FLR Government Support,0,1000,OR-Small Cities,Office,100%
2900,FLR Government Support,3023.67,3023.67,OR-Small Cities,Office,100%
2901,FLR Government Support,39864.47947,39864.47947,OR-Small Cities,Office,100%
2906,FLR Government Support,1987.76,1987.76,OR-Small Cities,Office,100%
2908,FLR Government Support,231470.87,231470.87,OR-Small Cities,Office,100%
2911,FLR Government Support,65872.71,65872.71,OR-Small Cities,Office,100%
2955,FLR Government Support,0,1000,NonMPO,Office,100%
2956,FLR Government Support,2015.83,2015.83,NonMPO,Office,100%
2957,FLR Government Support,3545.54,3545.54,OR-Small Cities,Office,100%
2958,FLR Government Support,0,1000,NonMPO,Office,100%
2959,FLR Government Support,51838.51,51838.51,OR-Small Cities,Office,100%
2960,FLR Government Support,101225.2,101225.2,OR-Small Cities,Office,100%
2964,FLR Government Support,0,1000,Bend-North,Office,50%
2968,FLR Government Support,0,1000,Bend-South,Office,50%
2970,FLR Government Support,0,1000,Deschutes-Rural,Office,50%
2971,FLR Government Support,7855.8,3927.9,Deschutes-Rural,Office,50%
2972,FLR Government Support,42318.62,21159.31,Bend-North,Office,50%
2974,FLR Government Support,36379.06,18189.53,Bend-North,Office,50%
2981,FLR Government Support,249888.9,124944.45,Bend-Central,Office,50%
2984,FLR Government Support,0,1000,Bend-South,Office,50%
2987,FLR Government Support,3817.8,1908.9,Bend-South,Office,50%
2988,FLR Government Support,6381.6,3190.8,Bend-South,Office,50%
3012,FLR Government Support,19213.67,19213.67,OR-Small Cities,Office,100%
3015,FLR Government Support,1189.2,1189.2,OR-Small Cities,Office,100%
3017,FLR Government Support,50794.49,50794.49,OR-Small Cities,Office,100%
3020,FLR Government Support,195416.41,195416.41,OR-Small Cities,Office,100%
3022,FLR Government Support,0,1000,OR-Small Cities,Office,100%
3025,FLR Government Support,0,1000,OR-Small Cities,Office,100%
3027,FLR Government Support,78599.16,78599.16,OR-Small Cities,Office,100%
3032,FLR Government Support,7450.01,7450.01,OR-Small Cities,Office,100%
3040,FLR Government Support,0,1000,OR-Small Cities,Office,100%
3042,FLR Government Support,0,1000,OR-Small Cities,Office,100%
3043,FLR Government Support,0,1000,OR-Small Cities,Office,100%
3044,FLR Government Support,1928.53,1928.53,OR-Small Cities,Office,100%
3054,FLR Government Support,71147.93,71147.93,OR-Small Cities,Office,100%
3056,FLR Government Support,237886.02,237886.02,OR-Small Cities,Office,100%
3062,FLR Government Support,72346.39,72346.39,OR-Small Cities,Office,100%
3072,FLR Government Support,0,1000,OR-Small Cities,Office,100%
3073,FLR Government Support,8504.81,8504.81,OR-Small Cities,Office,100%
3074,FLR Government Support,0,1000,OR-Small Cities,Office,100%
3077,FLR Government Support,0,1000,OR-Small Cities,Office,100%
3081,FLR Government Support,3284.6,3284.6,OR-Small Cities,Office,100%
3082,FLR Government Support,5111.46,5111.46,OR-Small Cities,Office,100%
3083,FLR Government Support,37039.45782,37039.45782,OR-Small Cities,Office,100%
3087,FLR Government Support,113005.361,113005.361,OR-Small Cities,Office,100%
3092,FLR Government Support,0,1000,OR-Small Cities,Office,100%
3106,FLR Government Support,0,1000,OR-Small Cities,Office,100%
3108,FLR Government Support,65158.55,65158.55,OR-Small Cities,Office,100%
3111,FLR Government Support,1719.87,1719.87,OR-Small Cities,Office,100%
3112,FLR Government Support,5111.47,5111.47,OR-Small Cities,Office,100%
3117,FLR Government Support,0,1000,OR-Small Cities,Office,100%
3118,FLR Government Support,940.11,1000,OR-Small Cities,Office,100%
3119,FLR Government Support,419.3,1000,OR-Small Cities,Office,100%
3120,FLR Government Support,11115.2,11115.2,OR-Small Cities,Office,100%
3121,FLR Government Support,75333.15,75333.15,OR-Small Cities,Office,100%
3126,FLR Government Support,1719.87,1719.87,OR-Small Cities,Office,100%
3128,FLR Government Support,102153.683,102153.683,OR-Small Cities,Office,100%
3131,FLR Government Support,0,1000,OR-Small Cities,Office,100%
3133,FLR Government Support,4589.46,4589.46,OR-Small Cities,Office,100%
3139,FLR Government Support,4850.46,4850.46,OR-Small Cities,Office,100%
3140,FLR Government Support,77149.91,77149.91,OR-Small Cities,Office,100%
3141,FLR Government Support,148431.45,148431.45,OR-Small Cities,Office,100%
3147,FLR Government Support,165.11,1000,NonMPO,Office,100%
3149,FLR Government Support,0,1000,NonMPO,Office,100%
3150,FLR Government Support,0,1000,NonMPO,Office,100%
3151,FLR Government Support,0,1000,NonMPO,Office,100%
3153,FLR Government Support,154.7371533,1000,NonMPO,Office,100%
3157,FLR Government Support,26943.47996,26943.47996,OR-Small Cities,Office,100%
3171,FLR Government Support,378.1765945,1000,OR-Small Cities,Office,100%
3172,FLR Government Support,1391.897303,1391.897303,OR-Small Cities,Office,100%
3177,FLR Government Support,46857.56,46857.56,OR-Small Cities,Office,100%
3181,FLR Government Support,296.8856148,1000,OR-Small Cities,Office,100%
3183,FLR Government Support,0,1000,NonMPO,Office,100%
3184,FLR Government Support,0,1000,OR-Small Cities,Office,100%
3185,FLR Government Support,0,1000,OR-Small Cities,Office,100%
4001,FLR Government Support,0,1000,OOO,Office,100%
4002,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4003,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4004,FLR Government Support,952.27,1000,Halo-Small Cities,Office,100%
4005,FLR Government Support,20063.38,20063.38,Halo-Small Cities,Office,100%
4006,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4007,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4008,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4009,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4010,FLR Government Support,140423.37,140423.37,Halo-Small Cities,Office,100%
4011,FLR Government Support,0,1000,OOO,Office,100%
4012,FLR Government Support,0,1000,OOO,Office,100%
4013,FLR Government Support,0,1000,OOO,Office,100%
4014,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4015,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4016,FLR Government Support,57851.62,57851.62,Halo-Urban,Office,100%
4017,FLR Government Support,224054.75,224054.75,Halo-Small Cities,Office,100%
4018,FLR Government Support,0,1000,OOO,Office,100%
4019,FLR Government Support,39257.31,39257.31,OOO,Office,100%
4021,FLR Government Support,70649.4,70649.4,Halo-Urban,Office,100%
4022,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4023,FLR Government Support,2828.12,2828.12,OOO,Office,100%
4025,FLR Government Support,249242.58,249242.58,Halo-Small Cities,Office,100%
4026,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4027,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4028,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4029,FLR Government Support,0,1000,OOO,Office,100%
4030,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4031,FLR Government Support,0,1000,OOO,Office,100%
4032,FLR Government Support,100,1000,Halo-Small Cities,Office,100%
4033,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4034,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4035,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4036,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4037,FLR Government Support,156.59,1000,Halo-Small Cities,Office,100%
4038,FLR Government Support,0,1000,Halo-Urban,Office,100%
4039,FLR Government Support,0,1000,Halo-Urban,Office,100%
4040,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4041,FLR Government Support,0,1000,OOO,Office,100%
4042,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4043,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4044,FLR Government Support,137.01,1000,Halo-Small Cities,Office,100%
4045,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4046,FLR Government Support,949.08,1000,Halo-Small Cities,Office,100%
4047,FLR Government Support,160.45,1000,Halo-Small Cities,Office,100%
4048,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4049,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4050,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4051,FLR Government Support,0,1000,Halo-Urban,Office,100%
4052,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4053,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4054,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4055,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4056,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4057,FLR Government Support,0,1000,OOO,Office,100%
4058,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4059,FLR Government Support,0,1000,Halo-Urban,Office,100%
4060,FLR Government Support,974.26,1000,Halo-Urban,Office,100%
4061,FLR Government Support,83997.4,83997.4,Halo-Urban,Office,100%
4062,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4063,FLR Government Support,83205.61,83205.61,Halo-Urban,Office,100%
4064,FLR Government Support,49605.44,49605.44,Halo-Small Cities,Office,100%
4065,FLR Government Support,17387.67,17387.67,Halo-Small Cities,Office,100%
4066,FLR Government Support,4826.31,4826.31,Halo-Small Cities,Office,100%
4067,FLR Government Support,1467.61,1467.61,Halo-Small Cities,Office,100%
4068,FLR Government Support,0,1000,Halo-Urban,Office,100%
4069,FLR Government Support,0,1000,Halo-Urban,Office,100%
4070,FLR Government Support,0,1000,Halo-Urban,Office,100%
4071,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4072,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4073,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4074,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4075,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4076,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4077,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4078,FLR Government Support,0,1000,Halo-Urban,Office,100%
4079,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4080,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4081,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4082,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4083,FLR Government Support,0,1000,Halo-Urban,Office,100%
4084,FLR Government Support,0,1000,Halo-Urban,Office,100%
4085,FLR Government Support,0,1000,Halo-Urban,Office,100%
4086,FLR Government Support,0,1000,Halo-Urban,Office,100%
4087,FLR Government Support,0,1000,Halo-Urban,Office,100%
4088,FLR Government Support,0,1000,Halo-Urban,Office,100%
4089,FLR Government Support,95023.79,95023.79,Halo-Urban,Office,100%
4090,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4091,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4092,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4093,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4094,FLR Government Support,0,1000,Halo-Urban,Office,100%
4095,FLR Government Support,0,1000,Halo-Urban,Office,100%
4096,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4105,FLR Government Support,13372.04,13372.04,Halo-Small Cities,Office,100%
4136,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4137,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4138,FLR Government Support,374110.45,374110.45,Halo-Small Cities,Office,100%
4140,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
4141,FLR Government Support,0,1000,Halo-Small Cities,Office,100%
1,FLR K12,7827072.679,3913536.34,Metro,Office,50%
17,FLR K12,305239.65,152619.825,Metro,Office,50%
19,FLR K12,61161.83,30580.915,Metro,Office,50%
31,FLR K12,145772.2531,72886.12656,Metro,Office,50%
37,FLR K12,1112616.458,556308.2292,Metro,Office,50%
79,FLR K12,2221505.647,1110752.823,Metro,Office,50%
81,FLR K12,786811.8491,393405.9245,Metro,Office,50%
89,FLR K12,1160268.33,580134.165,Metro,Office,50%
104,FLR K12,90670.97,45335.485,Metro,Office,50%
114,FLR K12,519203.6274,259601.8137,Metro,Office,50%
117,FLR K12,217543.75,108771.875,Metro,Office,50%
150,FLR K12,71702.03358,35851.01679,Metro,Office,50%
154,FLR K12,365010.4557,182505.2279,Metro,Office,50%
161,FLR K12,249130.0943,124565.0472,Metro,Office,50%
223,FLR K12,211974.7807,105987.3903,Metro,Office,50%
229,FLR K12,122340.7644,61170.3822,Metro,Office,50%
244,FLR K12,32865.15664,16432.57832,Metro,Office,50%
267,FLR K12,35716.6,17858.3,Metro,Office,50%
271,FLR K12,46578.85,23289.425,Metro,Office,50%
273,FLR K12,195487.93,97743.965,Metro,Office,50%
290,FLR K12,379912.3,189956.15,Metro,Office,50%
294,FLR K12,16971.59,8485.795,Metro,Office,50%
323,FLR K12,410325.1461,205162.573,Metro,Office,50%
355,FLR K12,142389.44,71194.72,Metro,Office,50%
361,FLR K12,67251.95,33625.975,Metro,Office,50%
385,FLR K12,99346.3,49673.15,Metro,Office,50%
404,FLR K12,102330.7062,51165.3531,Metro,Office,50%
405,FLR K12,453535.3442,226767.6721,Metro,Office,50%
411,FLR K12,243583.19,121791.595,Metro,Office,50%
418,FLR K12,137597.2694,68798.6347,Metro,Office,50%
441,FLR K12,1485587.249,742793.6245,Metro,Office,50%
444,FLR K12,261228.4938,130614.2469,Metro,Office,50%
468,FLR K12,69484.13,34742.065,Metro,Office,50%
481,FLR K12,32030.88,16015.44,Metro,Office,50%
499,FLR K12,187673.24,93836.62,Metro,Office,50%
504,FLR K12,398650.72,199325.36,Metro,Office,50%
536,FLR K12,108384.8374,54192.41871,Metro,Office,50%
542,FLR K12,361960.58,180980.29,Metro,Office,50%
570,FLR K12,486176.9411,243088.4705,Metro,Office,50%
575,FLR K12,441357.9,220678.95,Metro,Office,50%
618,FLR K12,1285686.27,642843.135,Metro,Office,50%
623,FLR K12,1457.25,1000,Metro,Office,50%
636,FLR K12,188622.4037,94311.20184,Metro,Office,50%
714,FLR K12,245761.3569,122880.6785,Metro,Office,50%
715,FLR K12,970118.0543,485059.0271,Metro,Office,50%
721,FLR K12,206271.1772,103135.5886,Metro,Office,50%
727,FLR K12,297541.32,148770.66,Metro,Office,50%
733,FLR K12,173964.62,86982.31,Metro,Office,50%
763,FLR K12,541869.1704,270934.5852,Metro,Office,50%
776,FLR K12,151527.5896,75763.7948,Metro,Office,50%
851,FLR K12,106486.78,53243.39,Metro,Office,50%
852,FLR K12,558242.49,279121.245,Metro,Office,50%
866,FLR K12,120771.995,60385.99748,Metro,Office,50%
869,FLR K12,123056.8497,61528.42484,Metro,Office,50%
905,FLR K12,47915.44,23957.72,Metro,Office,50%
970,FLR K12,28052.6941,14026.34705,Metro,Office,50%
991,FLR K12,293828.0216,146914.0108,Metro,Office,50%
1000,FLR K12,1347030.542,673515.2708,Metro,Office,50%
1002,FLR K12,23671.37656,11835.68828,Metro,Office,50%
1025,FLR K12,403672.5233,201836.2616,Metro,Office,50%
1044,FLR K12,22497.10594,11248.55297,Metro,Office,50%
1114,FLR K12,258962.62,129481.31,Metro,Office,50%
1131,FLR K12,1228654.509,614327.2544,Metro,Office,50%
1153,FLR K12,726970.9993,363485.4997,Metro,Office,50%
1175,FLR K12,120495.46,60247.73,Metro,Office,50%
1177,FLR K12,609051.0003,304525.5001,Metro,Office,50%
1292,FLR K12,3252.38,1626.19,Metro,Office,50%
1301,FLR K12,1081581.829,540790.9143,SalemKeizer,Office,50%
1303,FLR K12,11032.64138,5516.320689,SalemKeizer,Office,50%
1313,FLR K12,89904.42,44952.21,SalemKeizer,Office,50%
1314,FLR K12,7856.56,3928.28,SalemKeizer,Office,50%
1316,FLR K12,551376.56,275688.28,SalemKeizer,Office,50%
1318,FLR K12,95198.27,47599.135,SalemKeizer,Office,50%
1324,FLR K12,165346.24,82673.12,SalemKeizer,Office,50%
1328,FLR K12,32447.7,16223.85,SalemKeizer,Office,50%
1337,FLR K12,12003.59,6001.795,SalemKeizer,Office,50%
1364,FLR K12,42970.67477,21485.33738,SalemKeizer,Office,50%
1369,FLR K12,27941.33,13970.665,SalemKeizer,Office,50%
1374,FLR K12,46814.77,23407.385,SalemKeizer,Office,50%
1394,FLR K12,1022554.69,511277.345,SalemKeizer,Office,50%
1401,FLR K12,9455.54,4727.77,SalemKeizer,Office,50%
1408,FLR K12,27329.33,13664.665,SalemKeizer,Office,50%
1415,FLR K12,187628.34,93814.17,SalemKeizer,Office,50%
1437,FLR K12,35512.79,17756.395,SalemKeizer,Office,50%
1453,FLR K12,15395.19,7697.595,SalemKeizer,Office,50%
1466,FLR K12,751.05,1000,SalemKeizer,Office,50%
1468,FLR K12,2339.22,1169.61,SalemKeizer,Office,50%
1470,FLR K12,2818.61905,2818.61905,NonMPO,Office,100%
1501,FLR K12,68994.97,34497.485,EugeneSpringfield,Office,50%
1502,FLR K12,2515778.26,1257889.13,EugeneSpringfield,Office,50%
1503,FLR K12,164057.57,82028.785,EugeneSpringfield,Office,50%
1505,FLR K12,1375389.243,687694.6214,EugeneSpringfield,Office,50%
1525,FLR K12,147992.67,73996.335,EugeneSpringfield,Office,50%
1553,FLR K12,3431988.71,1715994.355,EugeneSpringfield,Office,50%
1562,FLR K12,62868.17,31434.085,EugeneSpringfield,Office,50%
1588,FLR K12,63424.8569,31712.42845,EugeneSpringfield,Office,50%
1598,FLR K12,65360.51,32680.255,EugeneSpringfield,Office,50%
1617,FLR K12,131070.16,65535.08,EugeneSpringfield,Office,50%
1630,FLR K12,30383.08,15191.54,EugeneSpringfield,Office,50%
1639,FLR K12,1305568.75,652784.375,EugeneSpringfield,Office,50%
1650,FLR K12,3145.95,1572.975,EugeneSpringfield,Office,50%
1658,FLR K12,33708.84,33708.84,NonMPO,Office,100%
1701,FLR K12,0,1000,RogueValley,Office,50%
1702,FLR K12,67933.46,33966.73,RogueValley,Office,50%
1706,FLR K12,23125.23,11562.615,RogueValley,Office,50%
1710,FLR K12,235047.77,117523.885,RogueValley,Office,50%
1715,FLR K12,1201532.29,600766.145,RogueValley,Office,50%
1717,FLR K12,19503.24,9751.62,RogueValley,Office,50%
1719,FLR K12,28123.47,14061.735,RogueValley,Office,50%
1720,FLR K12,554874.69,277437.345,RogueValley,Office,50%
1723,FLR K12,73319.95,36659.975,RogueValley,Office,50%
1724,FLR K12,155434.9035,77717.45174,RogueValley,Office,50%
1726,FLR K12,163552.57,81776.285,RogueValley,Office,50%
1728,FLR K12,45498.57,22749.285,RogueValley,Office,50%
1732,FLR K12,6372.22,3186.11,RogueValley,Office,50%
1736,FLR K12,0,1000,OR-Small Cities,Office,100%
1752,FLR K12,277219.68,138609.84,RogueValley,Office,50%
1774,FLR K12,0,1000,OR-Small Cities,Office,100%
1775,FLR K12,13978.71,13978.71,NonMPO,Office,100%
2009,FLR K12,276573.52,276573.52,OR-Small Cities,Office,100%
2011,FLR K12,151307.63,151307.63,OR-Small Cities,Office,100%
2018,FLR K12,37054.48,37054.48,OR-Small Cities,Office,100%
2023,FLR K12,30622.11,30622.11,OR-Small Cities,Office,100%
2025,FLR K12,32768.72,32768.72,OR-Small Cities,Office,100%
2028,FLR K12,67885.6,67885.6,OR-Small Cities,Office,100%
2031,FLR K12,124121.87,124121.87,OR-Small Cities,Office,100%
2035,FLR K12,14415.04773,14415.04773,OR-Small Cities,Office,100%
2042,FLR K12,71106.84,71106.84,OR-Small Cities,Office,100%
2045,FLR K12,67831.34,67831.34,OR-Small Cities,Office,100%
2046,FLR K12,18759.64731,18759.64731,OR-Small Cities,Office,100%
2051,FLR K12,176486.52,176486.52,OR-Small Cities,Office,100%
2056,FLR K12,789.67,1000,OR-Small Cities,Office,100%
2059,FLR K12,70787.9,70787.9,NonMPO,Office,100%
2063,FLR K12,41756.2,41756.2,OR-Small Cities,Office,100%
2072,FLR K12,1581.79,1581.79,OR-Small Cities,Office,100%
2073,FLR K12,15288.18,15288.18,OR-Small Cities,Office,100%
2076,FLR K12,463591.8562,463591.8562,OR-Small Cities,Office,100%
2092,FLR K12,8060.83,8060.83,OR-Small Cities,Office,100%
2094,FLR K12,472363.03,472363.03,OR-Small Cities,Office,100%
2098,FLR K12,682878.83,682878.83,OR-Small Cities,Office,100%
2109,FLR K12,0,1000,OR-Small Cities,Office,100%
2111,FLR K12,0,1000,OR-Small Cities,Office,100%
2112,FLR K12,104216.16,104216.16,OR-Small Cities,Office,100%
2119,FLR K12,4005.18,4005.18,OR-Small Cities,Office,100%
2122,FLR K12,1582.05,1582.05,OR-Small Cities,Office,100%
2123,FLR K12,0,1000,NonMPO,Office,100%
2126,FLR K12,1810608.664,1810608.664,OR-Small Cities,Office,100%
2134,FLR K12,19539.17153,19539.17153,OR-Small Cities,Office,100%
2139,FLR K12,0,1000,OR-Small Cities,Office,100%
2148,FLR K12,3174.97,3174.97,OR-Small Cities,Office,100%
2156,FLR K12,11257.56,11257.56,OR-Small Cities,Office,100%
2162,FLR K12,10438.44,10438.44,OR-Small Cities,Office,100%
2167,FLR K12,33901.43,33901.43,OR-Small Cities,Office,100%
2169,FLR K12,5196.668892,5196.668892,OR-Small Cities,Office,100%
2173,FLR K12,57278.26689,57278.26689,OR-Small Cities,Office,100%
2180,FLR K12,66169.69,66169.69,OR-Small Cities,Office,100%
2184,FLR K12,0,1000,NonMPO,Office,100%
2185,FLR K12,0,1000,OR-Small Cities,Office,100%
2186,FLR K12,153569.33,153569.33,OR-Small Cities,Office,100%
2190,FLR K12,0,1000,OR-Small Cities,Office,100%
2194,FLR K12,54109.82,54109.82,OR-Small Cities,Office,100%
2195,FLR K12,95346.23,95346.23,OR-Small Cities,Office,100%
2198,FLR K12,0,1000,OR-Small Cities,Office,100%
2204,FLR K12,36329.72,36329.72,OR-Small Cities,Office,100%
2208,FLR K12,213847.49,213847.49,OR-Small Cities,Office,100%
2209,FLR K12,4026.91,4026.91,OR-Small Cities,Office,100%
2216,FLR K12,21798.34,21798.34,OR-Small Cities,Office,100%
2218,FLR K12,110196.806,110196.806,OR-Small Cities,Office,100%
2224,FLR K12,0,1000,OR-Small Cities,Office,100%
2225,FLR K12,12149.73808,12149.73808,OR-Small Cities,Office,100%
2227,FLR K12,1253.947743,1253.947743,OR-Small Cities,Office,100%
2229,FLR K12,337274.41,337274.41,OR-Small Cities,Office,100%
2231,FLR K12,40884.52,40884.52,OR-Small Cities,Office,100%
2235,FLR K12,21151.15,21151.15,OR-Small Cities,Office,100%
2238,FLR K12,256672.69,256672.69,OR-Small Cities,Office,100%
2242,FLR K12,13726.06,13726.06,OR-Small Cities,Office,100%
2244,FLR K12,2400.09,2400.09,OR-Small Cities,Office,100%
2245,FLR K12,35529.02,35529.02,OR-Small Cities,Office,100%
2247,FLR K12,23682.33836,23682.33836,OR-Small Cities,Office,100%
2248,FLR K12,0,1000,OR-Small Cities,Office,100%
2249,FLR K12,1926.64,1926.64,OR-Small Cities,Office,100%
2254,FLR K12,97279.4007,97279.4007,OR-Small Cities,Office,100%
2268,FLR K12,9650.370118,9650.370118,OR-Small Cities,Office,100%
2271,FLR K12,3841.664349,3841.664349,OR-Small Cities,Office,100%
2274,FLR K12,25839.98,25839.98,OR-Small Cities,Office,100%
2278,FLR K12,0,1000,OR-Small Cities,Office,100%
2280,FLR K12,6393.735827,6393.735827,OR-Small Cities,Office,100%
2283,FLR K12,0,1000,OR-Small Cities,Office,100%
2286,FLR K12,48229.85,48229.85,OR-Small Cities,Office,100%
2287,FLR K12,14510.93184,14510.93184,OR-Small Cities,Office,100%
2288,FLR K12,34415.42,34415.42,OR-Small Cities,Office,100%
2300,FLR K12,105068.28,105068.28,OR-Small Cities,Office,100%
2301,FLR K12,40773.86376,40773.86376,OR-Small Cities,Office,100%
2304,FLR K12,359334.1813,359334.1813,OR-Small Cities,Office,100%
2305,FLR K12,153160.72,153160.72,OR-Small Cities,Office,100%
2311,FLR K12,6059.30387,6059.30387,OR-Small Cities,Office,100%
2315,FLR K12,0,1000,NonMPO,Office,100%
2317,FLR K12,3247.25,3247.25,OR-Small Cities,Office,100%
2319,FLR K12,22795.9,22795.9,OR-Small Cities,Office,100%
2324,FLR K12,7259.73,7259.73,OR-Small Cities,Office,100%
2326,FLR K12,381815.23,381815.23,OR-Small Cities,Office,100%
2330,FLR K12,0,1000,OR-Small Cities,Office,100%
2333,FLR K12,221471.78,221471.78,OR-Small Cities,Office,100%
2334,FLR K12,21000.95,21000.95,OR-Small Cities,Office,100%
2337,FLR K12,6369.47,6369.47,OR-Small Cities,Office,100%
2342,FLR K12,0,1000,OR-Small Cities,Office,100%
2343,FLR K12,11301.14,11301.14,OR-Small Cities,Office,100%
2344,FLR K12,31277.26,31277.26,OR-Small Cities,Office,100%
2353,FLR K12,0,1000,OR-Small Cities,Office,100%
2355,FLR K12,16151.01,16151.01,OR-Small Cities,Office,100%
2362,FLR K12,78091.28115,39045.64058,Corvallis,Office,50%
2366,FLR K12,3868095.049,1934047.524,Corvallis,Office,50%
2367,FLR K12,60894.93,60894.93,NonMPO,Office,100%
2370,FLR K12,154046.6898,77023.34492,Corvallis,Office,50%
2374,FLR K12,76083.90824,38041.95412,Corvallis,Office,50%
2376,FLR K12,99413.74,49706.87,Corvallis,Office,50%
2383,FLR K12,29529.9252,14764.9626,Corvallis,Office,50%
2412,FLR K12,7535.048396,7535.048396,OR-Small Cities,Office,100%
2420,FLR K12,36488.08821,36488.08821,OR-Small Cities,Office,100%
2426,FLR K12,100296.398,100296.398,OR-Small Cities,Office,100%
2431,FLR K12,31182.07,31182.07,OR-Small Cities,Office,100%
2455,FLR K12,31523.43599,31523.43599,OR-Small Cities,Office,100%
2456,FLR K12,569068.09,569068.09,OR-Small Cities,Office,100%
2461,FLR K12,8673.797227,8673.797227,OR-Small Cities,Office,100%
2462,FLR K12,45844.8,45844.8,OR-Small Cities,Office,100%
2465,FLR K12,21721.73,21721.73,OR-Small Cities,Office,100%
2475,FLR K12,10473.57,10473.57,OR-Small Cities,Office,100%
2487,FLR K12,67873.47,67873.47,OR-Small Cities,Office,100%
2489,FLR K12,11260.47012,11260.47012,OR-Small Cities,Office,100%
2497,FLR K12,1633890.17,1633890.17,OR-Small Cities,Office,100%
2498,FLR K12,7237.92,7237.92,OR-Small Cities,Office,100%
2502,FLR K12,29747.29148,29747.29148,OR-Small Cities,Office,100%
2509,FLR K12,0,1000,NonMPO,Office,100%
2512,FLR K12,0,1000,NonMPO,Office,100%
2514,FLR K12,40829.83,40829.83,OR-Small Cities,Office,100%
2524,FLR K12,9673.63,9673.63,OR-Small Cities,Office,100%
2528,FLR K12,3092.629007,3092.629007,NonMPO,Office,100%
2531,FLR K12,10684.93,10684.93,NonMPO,Office,100%
2532,FLR K12,0,1000,NonMPO,Office,100%
2533,FLR K12,0,1000,NonMPO,Office,100%
2534,FLR K12,23404.06,23404.06,OR-Small Cities,Office,100%
