Activity,option,Target
HH0to8k1to2,cluster1,5731.902571
HH0to8k1to2,cluster2,662.3531858
HH0to8k1to2,cluster3,229.2761028
HH0to8k1to2,cluster4,5145.974751
HH0to8k1to2,cluster5,636.8780634
HH0to8k1to2,cluster6,2292.761028
HH0to8k1to2,cluster7,433.0770831
HH0to8k1to2,cluster8,356.6517154
HH0to8k1to2,cluster9,127.3756127
HH0to8k1to2,cluster10,203.8009803
HH0to8k1to2,cluster11,2165.385415
HH0to8k1to2,cluster12,1630.407841
HH0to8k1to2,cluster13,152.8507352
HH0to8k1to2,cluster14,76.42536761
HH0to8k1to2,cluster15,305.7014704
HH0to8k1to2,cluster16,1019.004901
HH0to8k1to2,cluster17,560.4526958
HH0to8k1to2,cluster18,50.95024507
HH0to8k1to2,cluster19,2496.562009
HH0to8k1to2,cluster20,152.8507352
HH0to8k1to2,cluster21,280.226348
HH0to8k1to2,cluster22,2216.335661
HH0to8k1to2,cluster23,382.1268381
HH0to8k1to2,cluster24,356.6517154
HH0to8k1to2,cluster25,178.3258578
HH0to8k1to2,cluster26,76.42536761
HH0to8k1to2,cluster27,76.42536761
HH0to8k1to2,cluster28,1146.380515
HH0to8k1to2,cluster29,2572.987377
HH0to8k1to2,cluster30,2241.810783
HH0to8k1to2,cluster31,229.2761028
HH0to8k1to2,cluster32,127.3756127
HH0to8k1to2,cluster33,254.7512254
HH0to8k1to2,cluster34,101.9004901
HH0to8k1to2,cluster35,101.9004901
HH0to8k1to2,cluster36,178.3258578
HH0to8k1to2,cluster37,76.42536761
HH0to8k1to2,cluster38,382.1268381
HH0to8k1to2,cluster39,229.2761028
HH0to8k1to2,cluster40,101.9004901
HH0to8k1to2,cluster42,101.9004901
HH0to8k1to2,cluster43,50.95024507
HH0to8k1to2,cluster44,76.42536761
HH0to8k1to2,cluster45,178.3258578
HH0to8k1to2,cluster46,50.95024507
HH0to8k1to2,cluster47,76.42536761
HH0to8k1to2,cluster48,840.6790439
HH0to8k1to2,cluster49,76.42536761
HH0to8k1to2,cluster50,356.6517154
HH0to8k1to2,cluster51,203.8009803
HH0to8k1to2,cluster52,254.7512254
HH0to8k1to2,cluster53,76.42536761
HH0to8k1to2,cluster54,178.3258578
HH0to8k1to2,cluster55,76.42536761
HH0to8k1to2,cluster56,127.3756127
HH0to8k1to2,cluster57,50.95024507
HH0to8k1to2,cluster58,152.8507352
HH0to8k1to2,cluster59,50.95024507
HH0to8k1to2,cluster60,76.42536761
HH0to8k1to2,cluster61,560.4526958
HH0to8k1to2,cluster62,203.8009803
HH0to8k1to2,cluster63,50.95024507
HH0to8k1to2,cluster67,50.95024507
HH0to8k1to2,cluster68,178.3258578
HH0to8k1to2,cluster69,101.9004901
HH0to8k1to2,cluster70,229.2761028
HH0to8k1to2,cluster71,203.8009803
HH0to8k1to2,cluster72,305.7014704
HH0to8k1to2,cluster73,229.2761028
HH0to8k1to2,cluster74,178.3258578
HH0to8k1to2,cluster75,560.4526958
HH0to8k1to2,cluster76,738.7785536
HH0to8k1to2,cluster77,305.7014704
HH0to8k1to2,cluster78,101.9004901
HH0to8k1to2,cluster79,152.8507352
HH0to8k1to2,cluster80,152.8507352
HH0to8k1to2,cluster81,50.95024507
HH0to8k1to2,cluster82,993.5297791
HH0to8k1to2,cluster83,764.2536761
HH0to8k1to2,cluster84,50.95024507
HH0to8k1to2,cluster85,6954.708452
HH0to8k1to2,cluster86,1987.059558
HH0to8k1to2,cluster87,891.6292888
HH0to8k1to2,cluster88,458.5522058
HH0to8k1to2,cluster89,7285.885046
HH0to8k1to2,cluster90,5528.101591
HH0to8k1to2,cluster91,484.0273281
HH0to8k1to2,cluster92,1732.308333
HH0to8k1to2,cluster93,2827.738601
HH0to8k1to2,cluster94,382.1268381
HH0to8k1to2,cluster95,178.3258578
HH0to8k1to2,cluster96,305.7014704
HH0to8k1to2,cluster97,1299.231249
HH0to8k1to2,cluster98,1069.955146
HH0to8k1to2,cluster99,687.8283085
HH0to8k1to2,cluster100,203.8009803
HH0to8k1to2,cluster101,178.3258578
HH0to8k1to2,cluster102,127.3756127
HH0to8k1to2,cluster103,152.8507352
HH0to8k1to2,cluster104,509.5024507
HH0to8k1to2,cluster105,917.1044113
HH0to8k1to2,cluster106,917.1044113
HH0to8k1to2,cluster107,2318.23615
HH0to8k1to2,cluster108,50.95024507
HH0to8k1to2,cluster109,1350.181493
HH0to8k1to2,cluster110,1044.480023
HH0to8k1to2,cluster111,1426.606863
HH0to8k1to2,cluster112,356.6517154
HH0to8k1to2,cluster113,356.6517154
HH0to8k1to2,cluster114,713.3034311
HH0to8k1to2,cluster115,509.5024507
HH0to8k1to2,cluster116,2063.484925
HH0to8k1to2,cluster117,636.8780634
HH0to8k1to2,cluster118,2216.335661
HH0to8k1to2,cluster119,1069.955146
HH0to8k1to2,cluster121,50.95024507
HH0to8k1to2,cluster122,229.2761028
HH0to8k1to2,cluster123,152.8507352
HH0to8k1to2,cluster124,229.2761028
HH0to8k1to2,cluster125,687.8283085
HH0to8k1to2,cluster126,203.8009803
HH0to8k1to2,cluster127,229.2761028
HH0to8k1to2,cluster128,254.7512254
HH0to8k1to2,cluster129,152.8507352
HH0to8k1to2,cluster130,917.1044113
HH0to8k1to2,cluster131,127.3756127
HH0to8k1to2,cluster132,178.3258578
HH0to8k1to2,cluster133,713.3034311
HH0to8k1to2,cluster134,101.9004901
HH0to8k1to2,cluster135,433.0770831
HH0to8k1to2,cluster136,968.0546561
HH0to8k1to2,cluster137,1146.380515
HH0to8k1to2,cluster138,484.0273281
HH0to8k1to2,cluster139,229.2761028
HH0to8k1to2,cluster140,382.1268381
HH0to8k1to2,cluster141,229.2761028
HH0to8k1to2,cluster142,178.3258578
HH0to8k1to2,cluster143,178.3258578
HH0to8k1to2,cluster146,331.176593
HH0to8k1to2,cluster147,280.226348
HH0to8k1to2,cluster148,356.6517154
HH0to8k1to2,cluster149,254.7512254
HH0to8k1to2,cluster151,50.95024507
HH0to8k1to2,cluster152,50.95024507
HH0to8k1to2,cluster155,50.95024507
HH0to8k1to2,cluster156,50.95024507
HH0to8k1to2,cluster157,76.42536761
HH0to8k1to2,cluster159,76.42536761
HH0to8k1to2,cluster160,50.95024507
HH0to8k1to2,cluster162,50.95024507
HH0to8k3plus,cluster1,238.4429709
HH0to8k3plus,cluster2,516.626437
HH0to8k3plus,cluster3,158.9619805
HH0to8k3plus,cluster6,79.48099033
HH0to8k3plus,cluster7,158.9619805
HH0to8k3plus,cluster9,993.5123791
HH0to8k3plus,cluster10,357.6644564
HH0to8k3plus,cluster11,198.7024758
HH0to8k3plus,cluster12,158.9619805
HH0to8k3plus,cluster13,119.2214855
HH0to8k3plus,cluster14,914.0313885
HH0to8k3plus,cluster15,516.626437
HH0to8k3plus,cluster16,158.9619805
HH0to8k3plus,cluster17,79.48099033
HH0to8k3plus,cluster19,198.7024758
HH0to8k3plus,cluster20,158.9619805
HH0to8k3plus,cluster22,79.48099033
HH0to8k3plus,cluster23,158.9619805
HH0to8k3plus,cluster24,317.9239611
HH0to8k3plus,cluster25,198.7024758
HH0to8k3plus,cluster26,119.2214855
HH0to8k3plus,cluster28,79.48099033
HH0to8k3plus,cluster33,79.48099033
HH0to8k3plus,cluster34,476.8859419
HH0to8k3plus,cluster35,357.6644564
HH0to8k3plus,cluster36,79.48099033
HH0to8k3plus,cluster39,79.48099033
HH0to8k3plus,cluster43,79.48099033
HH0to8k3plus,cluster44,79.48099033
HH0to8k3plus,cluster46,79.48099033
HH0to8k3plus,cluster52,79.48099033
HH0to8k3plus,cluster53,79.48099033
HH0to8k3plus,cluster54,79.48099033
HH0to8k3plus,cluster55,119.2214855
HH0to8k3plus,cluster57,79.48099033
HH0to8k3plus,cluster69,79.48099033
HH0to8k3plus,cluster73,79.48099033
HH0to8k3plus,cluster74,158.9619805
HH0to8k3plus,cluster75,79.48099033
HH0to8k3plus,cluster78,79.48099033
HH0to8k3plus,cluster83,119.2214855
HH0to8k3plus,cluster84,397.4049515
HH0to8k3plus,cluster85,357.6644564
HH0to8k3plus,cluster86,79.48099033
HH0to8k3plus,cluster88,79.48099033
HH0to8k3plus,cluster90,238.4429709
HH0to8k3plus,cluster92,198.7024758
HH0to8k3plus,cluster93,357.6644564
HH0to8k3plus,cluster94,317.9239611
HH0to8k3plus,cluster99,79.48099033
HH0to8k3plus,cluster100,119.2214855
HH0to8k3plus,cluster103,79.48099033
HH0to8k3plus,cluster105,993.5123791
HH0to8k3plus,cluster106,79.48099033
HH0to8k3plus,cluster107,158.9619805
HH0to8k3plus,cluster108,79.48099033
HH0to8k3plus,cluster109,675.5884174
HH0to8k3plus,cluster110,119.2214855
HH0to8k3plus,cluster111,119.2214855
HH0to8k3plus,cluster116,198.7024758
HH0to8k3plus,cluster117,79.48099033
HH0to8k3plus,cluster121,79.48099033
HH0to8k3plus,cluster122,79.48099033
HH0to8k3plus,cluster123,79.48099033
HH0to8k3plus,cluster125,158.9619805
HH0to8k3plus,cluster126,158.9619805
HH0to8k3plus,cluster128,79.48099033
HH0to8k3plus,cluster129,476.8859419
HH0to8k3plus,cluster130,238.4429709
HH0to8k3plus,cluster131,2145.986738
HH0to8k3plus,cluster132,79.48099033
HH0to8k3plus,cluster134,79.48099033
HH0to8k3plus,cluster136,79.48099033
HH0to8k3plus,cluster139,79.48099033
HH0to8k3plus,cluster140,357.6644564
HH0to8k3plus,cluster141,198.7024758
HH0to8k3plus,cluster142,198.7024758
HH0to8k3plus,cluster143,238.4429709
HH0to8k3plus,cluster144,158.9619805
HH0to8k3plus,cluster145,119.2214855
HH0to8k3plus,cluster146,596.1074274
HH0to8k3plus,cluster147,198.7024758
HH0to8k3plus,cluster148,119.2214855
HH0to8k3plus,cluster149,158.9619805
HH0to8k3plus,cluster150,198.7024758
HH0to8k3plus,cluster151,198.7024758
HH0to8k3plus,cluster152,317.9239611
HH0to8k3plus,cluster156,238.4429709
HH0to8k3plus,cluster157,158.9619805
HH0to8k3plus,cluster158,158.9619805
HH0to8k3plus,cluster159,79.48099033
HH0to8k3plus,cluster160,158.9619805
HH0to8k3plus,cluster162,119.2214855
HH0to8k3plus,cluster164,119.2214855
HH0to8k3plus,cluster165,158.9619805
HH0to8k3plus,cluster167,79.48099033
HH0to8k3plus,cluster169,79.48099033
HH0to8k3plus,cluster171,79.48099033
HH0to8k3plus,cluster172,238.4429709
HH0to8k3plus,cluster174,238.4429709
HH0to8k3plus,cluster175,158.9619805
HH0to8k3plus,cluster176,79.48099033
HH0to8k3plus,cluster177,278.183466
HH0to8k3plus,cluster181,79.48099033
HH0to8k3plus,cluster184,79.48099033
HH0to8k3plus,cluster185,158.9619805
HH0to8k3plus,cluster186,79.48099033
HH0to8k3plus,cluster187,79.48099033
HH0to8k3plus,cluster188,79.48099033
HH0to8k3plus,cluster189,79.48099033
HH0to8k3plus,cluster192,119.2214855
HH0to8k3plus,cluster193,79.48099033
HH0to8k3plus,cluster203,79.48099033
HH0to8k3plus,cluster207,79.48099033
HH0to8k3plus,cluster208,79.48099033
HH0to8k3plus,cluster209,79.48099033
HH0to8k3plus,cluster218,437.1454467
HH0to8k3plus,cluster219,278.183466
HH0to8k3plus,cluster220,278.183466
HH0to8k3plus,cluster224,238.4429709
HH0to8k3plus,cluster225,119.2214855
HH0to8k3plus,cluster226,317.9239611
HH0to8k3plus,cluster227,119.2214855
HH0to8k3plus,cluster228,79.48099033
HH0to8k3plus,cluster235,79.48099033
HH8to15k1to2,cluster1,573.7422389
HH8to15k1to2,cluster2,267.7463781
HH8to15k1to2,cluster3,229.4968955
HH8to15k1to2,cluster4,191.247413
HH8to15k1to2,cluster5,191.247413
HH8to15k1to2,cluster6,114.7484478
HH8to15k1to2,cluster8,382.4948259
HH8to15k1to2,cluster9,191.247413
HH8to15k1to2,cluster10,688.4906867
HH8to15k1to2,cluster11,497.2432736
HH8to15k1to2,cluster12,229.4968955
HH8to15k1to2,cluster13,573.7422389
HH8to15k1to2,cluster14,267.7463781
HH8to15k1to2,cluster15,191.247413
HH8to15k1to2,cluster17,497.2432736
HH8to15k1to2,cluster18,344.2453434
HH8to15k1to2,cluster19,191.247413
HH8to15k1to2,cluster20,344.2453434
HH8to15k1to2,cluster21,229.4968955
HH8to15k1to2,cluster22,573.7422389
HH8to15k1to2,cluster23,803.2391345
HH8to15k1to2,cluster24,344.2453434
HH8to15k1to2,cluster25,382.4948259
HH8to15k1to2,cluster26,267.7463781
HH8to15k1to2,cluster27,114.7484478
HH8to15k1to2,cluster28,229.4968955
HH8to15k1to2,cluster29,420.7443086
HH8to15k1to2,cluster30,305.9958608
HH8to15k1to2,cluster31,305.9958608
HH8to15k1to2,cluster32,803.2391345
HH8to15k1to2,cluster33,611.9917215
HH8to15k1to2,cluster34,573.7422389
HH8to15k1to2,cluster35,573.7422389
HH8to15k1to2,cluster36,191.247413
HH8to15k1to2,cluster37,573.7422389
HH8to15k1to2,cluster38,114.7484478
HH8to15k1to2,cluster39,305.9958608
HH8to15k1to2,cluster40,76.49896519
HH8to15k1to2,cluster41,152.9979303
HH8to15k1to2,cluster42,497.2432736
HH8to15k1to2,cluster43,229.4968955
HH8to15k1to2,cluster44,152.9979303
HH8to15k1to2,cluster45,191.247413
HH8to15k1to2,cluster46,650.2412042
HH8to15k1to2,cluster47,229.4968955
HH8to15k1to2,cluster48,420.7443086
HH8to15k1to2,cluster49,76.49896519
HH8to15k1to2,cluster50,573.7422389
HH8to15k1to2,cluster51,650.2412042
HH8to15k1to2,cluster52,191.247413
HH8to15k1to2,cluster53,879.7380995
HH8to15k1to2,cluster54,611.9917215
HH8to15k1to2,cluster55,229.4968955
HH8to15k1to2,cluster56,344.2453434
HH8to15k1to2,cluster57,191.247413
HH8to15k1to2,cluster58,229.4968955
HH8to15k1to2,cluster59,191.247413
HH8to15k1to2,cluster60,76.49896519
HH8to15k1to2,cluster61,191.247413
HH8to15k1to2,cluster62,76.49896519
HH8to15k1to2,cluster63,191.247413
HH8to15k1to2,cluster64,76.49896519
HH8to15k1to2,cluster65,2218.46999
HH8to15k1to2,cluster66,1070.985513
HH8to15k1to2,cluster67,1109.234995
HH8to15k1to2,cluster68,1682.977233
HH8to15k1to2,cluster69,879.7380995
HH8to15k1to2,cluster70,1376.981373
HH8to15k1to2,cluster71,2906.960677
HH8to15k1to2,cluster72,2103.721543
HH8to15k1to2,cluster73,2333.218438
HH8to15k1to2,cluster74,382.4948259
HH8to15k1to2,cluster75,6081.667732
HH8to15k1to2,cluster76,1300.482408
HH8to15k1to2,cluster77,7879.393413
HH8to15k1to2,cluster78,611.9917215
HH8to15k1to2,cluster79,4513.438946
HH8to15k1to2,cluster80,917.9875823
HH8to15k1to2,cluster81,1032.73603
HH8to15k1to2,cluster82,497.2432736
HH8to15k1to2,cluster83,535.4927562
HH8to15k1to2,cluster84,1568.228786
HH8to15k1to2,cluster85,3863.197742
HH8to15k1to2,cluster86,2945.210159
HH8to15k1to2,cluster87,2141.971026
HH8to15k1to2,cluster88,458.9937912
HH8to15k1to2,cluster89,573.7422389
HH8to15k1to2,cluster90,382.4948259
HH8to15k1to2,cluster91,1988.973094
HH8to15k1to2,cluster92,1759.476199
HH8to15k1to2,cluster93,1032.73603
HH8to15k1to2,cluster94,497.2432736
HH8to15k1to2,cluster95,611.9917215
HH8to15k1to2,cluster96,420.7443086
HH8to15k1to2,cluster97,2256.719472
HH8to15k1to2,cluster98,5087.181185
HH8to15k1to2,cluster99,344.2453434
HH8to15k1to2,cluster100,1032.73603
HH8to15k1to2,cluster101,267.7463781
HH8to15k1to2,cluster102,2294.968955
HH8to15k1to2,cluster103,1070.985513
HH8to15k1to2,cluster104,2906.960677
HH8to15k1to2,cluster105,1415.230856
HH8to15k1to2,cluster106,497.2432736
HH8to15k1to2,cluster107,229.4968955
HH8to15k1to2,cluster108,2830.461712
HH8to15k1to2,cluster109,688.4906867
HH8to15k1to2,cluster110,267.7463781
HH8to15k1to2,cluster111,841.4886169
HH8to15k1to2,cluster112,2027.222577
HH8to15k1to2,cluster113,3098.208089
HH8to15k1to2,cluster114,152.9979303
HH8to15k1to2,cluster115,267.7463781
HH8to15k1to2,cluster116,76.49896519
HH8to15k1to2,cluster117,4551.688429
HH8to15k1to2,cluster118,6770.15842
HH8to15k1to2,cluster119,994.4865473
HH8to15k1to2,cluster120,382.4948259
HH8to15k1to2,cluster121,152.9979303
HH8to15k1to2,cluster122,4322.191532
HH8to15k1to2,cluster123,6272.915144
HH8to15k1to2,cluster124,841.4886169
HH8to15k1to2,cluster125,1070.985513
HH8to15k1to2,cluster126,573.7422389
HH8to15k1to2,cluster127,841.4886169
HH8to15k1to2,cluster128,688.4906867
HH8to15k1to2,cluster129,573.7422389
HH8to15k1to2,cluster130,267.7463781
HH8to15k1to2,cluster131,1070.985513
HH8to15k1to2,cluster132,1338.73189
HH8to15k1to2,cluster133,458.9937912
HH8to15k1to2,cluster134,497.2432736
HH8to15k1to2,cluster135,267.7463781
HH8to15k1to2,cluster136,305.9958608
HH8to15k1to2,cluster138,1223.983442
HH8to15k1to2,cluster139,1606.478269
HH8to15k1to2,cluster140,917.9875823
HH8to15k1to2,cluster141,1721.226716
HH8to15k1to2,cluster142,1568.228786
HH8to15k1to2,cluster143,2524.465851
HH8to15k1to2,cluster144,1606.478269
HH8to15k1to2,cluster145,535.4927562
HH8to15k1to2,cluster146,458.9937912
HH8to15k1to2,cluster147,229.4968955
HH8to15k1to2,cluster148,917.9875823
HH8to15k1to2,cluster149,344.2453434
HH8to15k1to2,cluster150,611.9917215
HH8to15k1to2,cluster151,76.49896519
HH8to15k1to2,cluster154,76.49896519
HH8to15k1to2,cluster155,76.49896519
HH8to15k1to2,cluster159,76.49896519
HH8to15k1to2,cluster164,76.49896519
HH8to15k1to2,cluster166,191.247413
HH8to15k1to2,cluster167,76.49896519
HH8to15k1to2,cluster169,76.49896519
HH8to15k3plus,cluster1,166.4664265
HH8to15k3plus,cluster4,133.1731411
HH8to15k3plus,cluster5,99.87985594
HH8to15k3plus,cluster6,66.5865706
HH8to15k3plus,cluster7,66.5865706
HH8to15k3plus,cluster8,233.0529971
HH8to15k3plus,cluster9,99.87985594
HH8to15k3plus,cluster11,66.5865706
HH8to15k3plus,cluster12,99.87985594
HH8to15k3plus,cluster14,99.87985594
HH8to15k3plus,cluster15,66.5865706
HH8to15k3plus,cluster22,66.5865706
HH8to15k3plus,cluster27,99.87985594
HH8to15k3plus,cluster28,99.87985594
HH8to15k3plus,cluster32,166.4664265
HH8to15k3plus,cluster33,133.1731411
HH8to15k3plus,cluster35,66.5865706
HH8to15k3plus,cluster36,133.1731411
HH8to15k3plus,cluster37,66.5865706
HH8to15k3plus,cluster41,166.4664265
HH8to15k3plus,cluster42,66.5865706
HH8to15k3plus,cluster43,66.5865706
HH8to15k3plus,cluster44,66.5865706
HH8to15k3plus,cluster46,99.87985594
HH8to15k3plus,cluster47,133.1731411
HH8to15k3plus,cluster48,99.87985594
HH8to15k3plus,cluster50,66.5865706
HH8to15k3plus,cluster52,199.7597119
HH8to15k3plus,cluster53,66.5865706
HH8to15k3plus,cluster54,66.5865706
HH8to15k3plus,cluster57,199.7597119
HH8to15k3plus,cluster58,133.1731411
HH8to15k3plus,cluster59,432.8127089
HH8to15k3plus,cluster60,166.4664265
HH8to15k3plus,cluster62,99.87985594
HH8to15k3plus,cluster63,166.4664265
HH8to15k3plus,cluster66,66.5865706
HH8to15k3plus,cluster67,166.4664265
HH8to15k3plus,cluster68,99.87985594
HH8to15k3plus,cluster69,66.5865706
HH8to15k3plus,cluster70,233.0529971
HH8to15k3plus,cluster71,266.3462824
HH8to15k3plus,cluster72,99.87985594
HH8to15k3plus,cluster73,133.1731411
HH8to15k3plus,cluster74,66.5865706
HH8to15k3plus,cluster76,66.5865706
HH8to15k3plus,cluster79,99.87985594
HH8to15k3plus,cluster80,99.87985594
HH8to15k3plus,cluster81,99.87985594
HH8to15k3plus,cluster82,1298.438127
HH8to15k3plus,cluster83,1231.851556
HH8to15k3plus,cluster84,166.4664265
HH8to15k3plus,cluster85,133.1731411
HH8to15k3plus,cluster86,399.5194238
HH8to15k3plus,cluster87,366.2261383
HH8to15k3plus,cluster88,133.1731411
HH8to15k3plus,cluster89,1231.851556
HH8to15k3plus,cluster90,66.5865706
HH8to15k3plus,cluster91,99.87985594
HH8to15k3plus,cluster93,66.5865706
HH8to15k3plus,cluster94,632.5724209
HH8to15k3plus,cluster95,133.1731411
HH8to15k3plus,cluster97,99.87985594
HH8to15k3plus,cluster98,199.7597119
HH8to15k3plus,cluster100,466.1059943
HH8to15k3plus,cluster101,66.5865706
HH8to15k3plus,cluster102,99.87985594
HH8to15k3plus,cluster105,399.5194238
HH8to15k3plus,cluster106,233.0529971
HH8to15k3plus,cluster108,199.7597119
HH8to15k3plus,cluster109,66.5865706
HH8to15k3plus,cluster111,99.87985594
HH8to15k3plus,cluster112,166.4664265
HH8to15k3plus,cluster113,99.87985594
HH8to15k3plus,cluster114,99.87985594
HH8to15k3plus,cluster115,66.5865706
HH8to15k3plus,cluster118,166.4664265
HH8to15k3plus,cluster119,166.4664265
HH8to15k3plus,cluster120,66.5865706
HH8to15k3plus,cluster122,299.6395678
HH8to15k3plus,cluster123,99.87985594
HH8to15k3plus,cluster124,66.5865706
HH8to15k3plus,cluster126,199.7597119
HH8to15k3plus,cluster127,233.0529971
HH8to15k3plus,cluster128,66.5865706
HH8to15k3plus,cluster129,66.5865706
HH8to15k3plus,cluster131,66.5865706
HH8to15k3plus,cluster132,133.1731411
HH8to15k3plus,cluster133,66.5865706
HH8to15k3plus,cluster134,66.5865706
HH8to15k3plus,cluster135,166.4664265
HH8to15k3plus,cluster136,133.1731411
HH8to15k3plus,cluster137,133.1731411
HH8to15k3plus,cluster138,133.1731411
HH8to15k3plus,cluster139,965.5052738
HH8to15k3plus,cluster140,898.9187032
HH8to15k3plus,cluster141,233.0529971
HH8to15k3plus,cluster142,166.4664265
HH8to15k3plus,cluster143,166.4664265
HH8to15k3plus,cluster144,66.5865706
HH8to15k3plus,cluster145,299.6395678
HH8to15k3plus,cluster146,66.5865706
HH8to15k3plus,cluster148,133.1731411
HH8to15k3plus,cluster150,66.5865706
HH8to15k3plus,cluster151,99.87985594
HH8to15k3plus,cluster153,99.87985594
HH8to15k3plus,cluster158,199.7597119
HH8to15k3plus,cluster159,133.1731411
HH8to15k3plus,cluster160,66.5865706
HH8to15k3plus,cluster161,532.6925648
HH8to15k3plus,cluster162,632.5724209
HH8to15k3plus,cluster163,133.1731411
HH8to15k3plus,cluster164,199.7597119
HH8to15k3plus,cluster166,133.1731411
HH8to15k3plus,cluster167,66.5865706
HH8to15k3plus,cluster168,233.0529971
HH8to15k3plus,cluster169,66.5865706
HH8to15k3plus,cluster170,1498.197839
HH8to15k3plus,cluster171,332.9328531
HH8to15k3plus,cluster172,332.9328531
HH8to15k3plus,cluster174,133.1731411
HH8to15k3plus,cluster175,366.2261383
HH8to15k3plus,cluster176,565.9858502
HH8to15k3plus,cluster177,66.5865706
HH8to15k3plus,cluster178,965.5052738
HH8to15k3plus,cluster179,266.3462824
HH8to15k3plus,cluster180,233.0529971
HH8to15k3plus,cluster181,99.87985594
HH8to15k3plus,cluster183,133.1731411
HH8to15k3plus,cluster184,99.87985594
HH8to15k3plus,cluster185,99.87985594
HH8to15k3plus,cluster186,1065.38513
HH8to15k3plus,cluster187,266.3462824
HH8to15k3plus,cluster188,299.6395678
HH8to15k3plus,cluster189,133.1731411
HH8to15k3plus,cluster190,532.6925648
HH8to15k3plus,cluster191,99.87985594
HH8to15k3plus,cluster195,299.6395678
HH8to15k3plus,cluster196,66.5865706
HH8to15k3plus,cluster198,1131.9717
HH8to15k3plus,cluster199,665.865706
HH8to15k3plus,cluster200,266.3462824
HH8to15k3plus,cluster201,233.0529971
HH8to15k3plus,cluster202,66.5865706
HH8to15k3plus,cluster203,66.5865706
HH8to15k3plus,cluster204,632.5724209
HH8to15k3plus,cluster205,133.1731411
HH8to15k3plus,cluster206,199.7597119
HH8to15k3plus,cluster209,199.7597119
HH8to15k3plus,cluster210,199.7597119
HH8to15k3plus,cluster211,332.9328531
HH8to15k3plus,cluster212,399.5194238
HH8to15k3plus,cluster217,99.87985594
HH8to15k3plus,cluster218,332.9328531
HH8to15k3plus,cluster219,133.1731411
HH8to15k3plus,cluster220,233.0529971
HH8to15k3plus,cluster221,66.5865706
HH8to15k3plus,cluster222,199.7597119
HH8to15k3plus,cluster224,632.5724209
HH8to15k3plus,cluster225,466.1059943
HH8to15k3plus,cluster226,199.7597119
HH8to15k3plus,cluster229,133.1731411
HH8to15k3plus,cluster231,99.87985594
HH8to15k3plus,cluster232,66.5865706
HH8to15k3plus,cluster234,166.4664265
HH8to15k3plus,cluster235,99.87985594
HH8to15k3plus,cluster238,66.5865706
HH8to15k3plus,cluster240,266.3462824
HH8to15k3plus,cluster241,199.7597119
HH8to15k3plus,cluster243,166.4664265
HH8to15k3plus,cluster244,299.6395678
HH8to15k3plus,cluster245,66.5865706
HH8to15k3plus,cluster246,665.865706
HH8to15k3plus,cluster247,266.3462824
HH15to23k1to2,cluster1,1226.742248
HH15to23k1to2,cluster2,102.2285207
HH15to23k1to2,cluster3,68.15234713
HH15to23k1to2,cluster4,545.2187769
HH15to23k1to2,cluster5,340.7617355
HH15to23k1to2,cluster6,136.3046943
HH15to23k1to2,cluster7,68.15234713
HH15to23k1to2,cluster8,204.4570413
HH15to23k1to2,cluster9,136.3046943
HH15to23k1to2,cluster10,136.3046943
HH15to23k1to2,cluster12,68.15234713
HH15to23k1to2,cluster13,204.4570413
HH15to23k1to2,cluster14,68.15234713
HH15to23k1to2,cluster15,68.15234713
HH15to23k1to2,cluster16,204.4570413
HH15to23k1to2,cluster17,68.15234713
HH15to23k1to2,cluster18,102.2285207
HH15to23k1to2,cluster20,340.7617355
HH15to23k1to2,cluster21,136.3046943
HH15to23k1to2,cluster24,1294.894596
HH15to23k1to2,cluster25,477.0664299
HH15to23k1to2,cluster26,170.3808679
HH15to23k1to2,cluster27,477.0664299
HH15to23k1to2,cluster28,408.9140826
HH15to23k1to2,cluster29,68.15234713
HH15to23k1to2,cluster30,238.5332151
HH15to23k1to2,cluster31,408.9140826
HH15to23k1to2,cluster33,408.9140826
HH15to23k1to2,cluster34,170.3808679
HH15to23k1to2,cluster35,136.3046943
HH15to23k1to2,cluster36,68.15234713
HH15to23k1to2,cluster37,102.2285207
HH15to23k1to2,cluster38,1260.818422
HH15to23k1to2,cluster39,340.7617355
HH15to23k1to2,cluster40,477.0664299
HH15to23k1to2,cluster41,511.1426034
HH15to23k1to2,cluster42,238.5332151
HH15to23k1to2,cluster43,102.2285207
HH15to23k1to2,cluster44,306.6855621
HH15to23k1to2,cluster45,272.6093884
HH15to23k1to2,cluster46,136.3046943
HH15to23k1to2,cluster48,204.4570413
HH15to23k1to2,cluster49,102.2285207
HH15to23k1to2,cluster50,1499.351636
HH15to23k1to2,cluster51,340.7617355
HH15to23k1to2,cluster52,238.5332151
HH15to23k1to2,cluster53,647.4472977
HH15to23k1to2,cluster54,579.2949506
HH15to23k1to2,cluster55,340.7617355
HH15to23k1to2,cluster56,170.3808679
HH15to23k1to2,cluster57,408.9140826
HH15to23k1to2,cluster58,306.6855621
HH15to23k1to2,cluster59,136.3046943
HH15to23k1to2,cluster60,238.5332151
HH15to23k1to2,cluster61,204.4570413
HH15to23k1to2,cluster62,340.7617355
HH15to23k1to2,cluster63,272.6093884
HH15to23k1to2,cluster64,102.2285207
HH15to23k1to2,cluster65,170.3808679
HH15to23k1to2,cluster66,1056.361381
HH15to23k1to2,cluster67,408.9140826
HH15to23k1to2,cluster68,68.15234713
HH15to23k1to2,cluster69,238.5332151
