taz,commodity,quantity
25,FLR RRMH,232.8057207
25,FLR RRSFD,186.6748821
25,FLR Accommodation,100.0715136
25,FLR Government Support,98.96419691
25,FLR K12,100.4046525
25,FLR Heavy Industry,764772.2663
25,FLR Hospital,6.25
25,FLR Institutional,98.15914097
25,FLR Light Industry,342214.0047
25,FLR Office,104.1146557
25,FLR Retail,100.3176594
25,FLR Warehouse,6633283.59
25,FLR Agriculture,100.0
25,FLR Logging,100.0
26,FLR MH,2590.64384
26,FLR MF,287.5682719
26,FLR AT,239.0810167
26,FLR SFD,303779.8655
26,FLR RRMH,232.8057207
26,FLR RRSFD,186.6748821
26,FLR Accommodation,2821.64668
26,FLR Government Support,98.96419691
26,FLR K12,100.4046525
26,FLR Heavy Industry,96081.66627
26,FLR Hospital,6.25
26,FLR Institutional,500.2262403
26,FLR Light Industry,543.6239119
26,FLR Office,85484.6811
26,FLR Retail,15690.98167
26,FLR Warehouse,2697576.941
26,FLR Agriculture,100.0
26,FLR Logging,3166274.91
27,FLR MH,2033.835762
27,FLR MF,287.5682719
27,FLR AT,239.0810167
27,FLR SFD,1120760.832
27,FLR RRMH,232.8057207
27,FLR RRSFD,186.6748821
27,FLR Accommodation,14390.39804
27,FLR Government Support,98.96419691
27,FLR K12,100.4046525
27,FLR Heavy Industry,115.709773
27,FLR Hospital,6.25
27,FLR Institutional,98.15914097
27,FLR Light Industry,911.6282834
27,FLR Office,14588.36855
27,FLR Retail,24418.78899
27,FLR Warehouse,111.2812749
27,FLR Agriculture,72115310.51
27,FLR Logging,100.0
28,FLR MH,127.4803745
28,FLR MF,104136.4184
28,FLR AT,97287.94768
28,FLR SFD,974269.3623
28,FLR RRMH,242.7487182
28,FLR RRSFD,209.0262592
28,FLR Accommodation,99.85851491
28,FLR Government Support,30.62576553
28,FLR K12,100.551497
28,FLR Heavy Industry,138.7007887
28,FLR Hospital,101.5677362
28,FLR Institutional,99.55638914
28,FLR Light Industry,99.8675138
28,FLR Office,103.6704788
28,FLR Retail,100.7340307
28,FLR Warehouse,107.0560524
28,FLR Agriculture,100.0
28,FLR Logging,100.0
29,FLR MH,718.5277975
29,FLR MF,3748150.337
29,FLR AT,1092119.068
29,FLR SFD,614504.6744
29,FLR RRMH,242.7487182
29,FLR RRSFD,209.0262592
29,FLR Accommodation,238884.1488
29,FLR Government Support,30.62576553
29,FLR K12,33764.44331
29,FLR Heavy Industry,138.7007887
29,FLR Hospital,352454.3659
29,FLR Institutional,62300.00811
29,FLR Light Industry,99.8675138
29,FLR Office,1065718.392
29,FLR Retail,1073642.391
29,FLR Warehouse,107.0560524
29,FLR Agriculture,100.0
29,FLR Logging,100.0
30,FLR MH,127.4803745
30,FLR MF,87322.57057
30,FLR AT,66491.37081
30,FLR SFD,666754.8913
30,FLR RRMH,242.7487182
30,FLR RRSFD,209.0262592
30,FLR Accommodation,5116.66818
30,FLR Government Support,30.62576553
30,FLR K12,100.551497
30,FLR Heavy Industry,138.7007887
30,FLR Hospital,101.5677362
30,FLR Institutional,2861.980476
30,FLR Light Industry,5770.97859
30,FLR Office,24106.67957
30,FLR Retail,67121.32978
30,FLR Warehouse,107.0560524
30,FLR Agriculture,100.0
30,FLR Logging,100.0
31,FLR MH,36.31367905
31,FLR MF,180.27894
31,FLR AT,4057.395044
31,FLR SFD,307032.0461
31,FLR RRMH,81.21268582
31,FLR RRSFD,66.30437568
31,FLR Accommodation,102.3332645
31,FLR Government Support,6.25
31,FLR K12,395.6264583
31,FLR Heavy Industry,84.55148352
31,FLR Hospital,101.457698
31,FLR Institutional,17379.5484
31,FLR Light Industry,11132.71469
31,FLR Office,160117.4528
31,FLR Retail,24588.75128
31,FLR Warehouse,40426.38549
31,FLR Agriculture,100.0
31,FLR Logging,100.0
32,FLR MH,36.31367905
32,FLR MF,180.27894
32,FLR AT,4294.964141
32,FLR SFD,373151.0166
32,FLR RRMH,81.21268582
32,FLR RRSFD,66.30437568
32,FLR Accommodation,5849.998907
32,FLR Government Support,6.25
32,FLR K12,100.6587177
32,FLR Heavy Industry,84.55148352
32,FLR Hospital,101.457698
32,FLR Institutional,127103.2824
32,FLR Light Industry,1720.08985
32,FLR Office,79839.93778
32,FLR Retail,25008.97981
32,FLR Warehouse,230.0204081
32,FLR Agriculture,100.0
32,FLR Logging,100.0
33,FLR MH,127.4803745
33,FLR MF,160.6375713
33,FLR AT,10583.95375
33,FLR SFD,87815.15361
33,FLR RRMH,242.7487182
33,FLR RRSFD,209.0262592
33,FLR Accommodation,99.85851491
33,FLR Government Support,30.62576553
33,FLR K12,3119.815981
33,FLR Heavy Industry,138.7007887
33,FLR Hospital,101.5677362
33,FLR Institutional,99.55638914
33,FLR Light Industry,99.8675138
33,FLR Office,103.6704788
33,FLR Retail,100.7340307
33,FLR Warehouse,107.0560524
33,FLR Agriculture,100.0
33,FLR Logging,100.0
34,FLR MH,36.31367905
34,FLR MF,180.27894
34,FLR AT,695064.0975
34,FLR SFD,3629896.914
34,FLR RRMH,81.21268582
34,FLR RRSFD,66.30437568
34,FLR Accommodation,4949.999068
34,FLR Government Support,6.25
34,FLR K12,7869.10578
34,FLR Heavy Industry,84.55148352
34,FLR Hospital,332.5478969
34,FLR Institutional,69315.49225
34,FLR Light Industry,1142.563311
34,FLR Office,317279.7305
34,FLR Retail,50087.02263
34,FLR Warehouse,230.0204081
34,FLR Agriculture,100.0
34,FLR Logging,100.0
35,FLR MH,36.31367905
35,FLR MF,180.27894
35,FLR AT,15550.50239
35,FLR SFD,806060.5076
35,FLR RRMH,81.21268582
35,FLR RRSFD,66.30437568
35,FLR Accommodation,102.3332645
35,FLR Government Support,6.25
35,FLR K12,100.6587177
35,FLR Heavy Industry,84.55148352
35,FLR Hospital,101.457698
35,FLR Institutional,111.652556
35,FLR Light Industry,96.39136946
35,FLR Office,108.6518717
35,FLR Retail,100.6160539
35,FLR Warehouse,230.0204081
35,FLR Agriculture,100.0
35,FLR Logging,100.0
36,FLR MH,36.31367905
36,FLR MF,180.27894
36,FLR AT,3144.73193
36,FLR SFD,362613.8208
36,FLR RRMH,81.21268582
36,FLR RRSFD,66.30437568
36,FLR Accommodation,102.3332645
36,FLR Government Support,6.25
36,FLR K12,100.6587177
36,FLR Heavy Industry,84.55148352
36,FLR Hospital,101.457698
36,FLR Institutional,111.652556
36,FLR Light Industry,96.39136946
36,FLR Office,108.6518717
36,FLR Retail,100.6160539
36,FLR Warehouse,230.0204081
36,FLR Agriculture,100.0
36,FLR Logging,100.0
37,FLR MH,32.84133568
37,FLR MF,76.06351846
37,FLR AT,12579.53437
37,FLR SFD,1134337.683
37,FLR RRMH,69.52580729
37,FLR RRSFD,51.77023131
37,FLR Accommodation,101.4247422
37,FLR Government Support,95.49812146
37,FLR K12,17944.80722
37,FLR Heavy Industry,89.63286816
37,FLR Hospital,6.25
37,FLR Institutional,101.719034
37,FLR Light Industry,100.4900432
37,FLR Office,105.6939656
37,FLR Retail,100.3630326
37,FLR Warehouse,98.11012233
37,FLR Agriculture,100.0
37,FLR Logging,100.0
38,FLR MH,36.31367905
38,FLR MF,180.27894
38,FLR AT,53640.60812
38,FLR SFD,1398311.315
38,FLR RRMH,81.21268582
38,FLR RRSFD,66.30437568
38,FLR Accommodation,102.3332645
38,FLR Government Support,6.25
38,FLR K12,100.6587177
38,FLR Heavy Industry,84.55148352
38,FLR Hospital,101.457698
38,FLR Institutional,111.652556
38,FLR Light Industry,96.39136946
38,FLR Office,108.6518717
38,FLR Retail,100.6160539
38,FLR Warehouse,230.0204081
38,FLR Agriculture,100.0
38,FLR Logging,100.0
39,FLR MH,36.31367905
39,FLR MF,180.27894
39,FLR AT,17297.22122
39,FLR SFD,1127028.341
39,FLR RRMH,81.21268582
39,FLR RRSFD,66.30437568
39,FLR Accommodation,5849.998907
39,FLR Government Support,6.25
39,FLR K12,100.6587177
39,FLR Heavy Industry,436.3221814
39,FLR Hospital,101.457698
39,FLR Institutional,50407.69015
39,FLR Light Industry,2408.532319
39,FLR Office,86122.58015
39,FLR Retail,57323.05434
39,FLR Warehouse,230.0204081
39,FLR Agriculture,100.0
39,FLR Logging,100.0
40,FLR MH,32.84133568
40,FLR MF,76.06351846
40,FLR AT,62157.98999
40,FLR SFD,2544058.232
40,FLR RRMH,69.52580729
40,FLR RRSFD,51.77023131
40,FLR Accommodation,1784.019123
40,FLR Government Support,95.49812146
40,FLR K12,10586.50461
40,FLR Heavy Industry,89.63286816
40,FLR Hospital,6.25
40,FLR Institutional,114279.6868
40,FLR Light Industry,35101.37068
40,FLR Office,54350.88106
40,FLR Retail,102452.17
40,FLR Warehouse,98.11012233
40,FLR Agriculture,100.0
40,FLR Logging,100.0
41,FLR MH,32.84133568
41,FLR MF,76.06351846
41,FLR AT,37941.64954
41,FLR SFD,1138850.145
41,FLR RRMH,69.52580729
41,FLR RRSFD,51.77023131
41,FLR Accommodation,7284.74478
41,FLR Government Support,95.49812146
41,FLR K12,101.0352577
41,FLR Heavy Industry,89.63286816
41,FLR Hospital,6.25
41,FLR Institutional,7300.822636
41,FLR Light Industry,295.0772421
41,FLR Office,4422.224948
41,FLR Retail,24585.85306
41,FLR Warehouse,98.11012233
41,FLR Agriculture,100.0
41,FLR Logging,100.0
42,FLR MH,36.31367905
42,FLR MF,180.27894
42,FLR AT,35362.43285
42,FLR SFD,3105884.609
42,FLR RRMH,81.21268582
42,FLR RRSFD,66.30437568
42,FLR Accommodation,102.3332645
42,FLR Government Support,6.25
42,FLR K12,100.6587177
42,FLR Heavy Industry,84.55148352
42,FLR Hospital,101.457698
42,FLR Institutional,111.652556
42,FLR Light Industry,96.39136946
42,FLR Office,108.6518717
42,FLR Retail,100.6160539
42,FLR Warehouse,230.0204081
42,FLR Agriculture,100.0
42,FLR Logging,100.0
43,FLR MH,36.31367905
43,FLR MF,180.27894
43,FLR AT,212615.875
43,FLR SFD,555423.8768
43,FLR RRMH,81.21268582
43,FLR RRSFD,66.30437568
43,FLR Accommodation,3149.999413
43,FLR Government Support,6.25
43,FLR K12,100.6587177
43,FLR Heavy Industry,84.55148352
43,FLR Hospital,656213.3347
43,FLR Institutional,1740131.368
43,FLR Light Industry,1469.009971
43,FLR Office,368834.4896
43,FLR Retail,15637.67078
43,FLR Warehouse,230.0204081
43,FLR Agriculture,100.0
43,FLR Logging,100.0
44,FLR MH,11.69574642
44,FLR MF,123226.3076
44,FLR AT,36984.64487
44,FLR SFD,54485.75432
44,FLR RRMH,88.28292654
44,FLR RRSFD,40.21668485
44,FLR Accommodation,8486.06916
44,FLR Government Support,123.7620691
44,FLR K12,4037228.205
44,FLR Heavy Industry,1625.050287
44,FLR Hospital,111.24132
44,FLR Institutional,394627.9276
44,FLR Light Industry,1190.075898
44,FLR Office,841238.3696
44,FLR Retail,38954.89386
44,FLR Warehouse,2336.137316
44,FLR Agriculture,100.0
44,FLR Logging,100.0
45,FLR MH,11.69574642
45,FLR MF,135.4961622
45,FLR AT,145.9370661
45,FLR SFD,461.9813387
45,FLR RRMH,88.28292654
45,FLR RRSFD,40.21668485
45,FLR Accommodation,102.6754708
45,FLR Government Support,123.7620691
45,FLR K12,101.421372
45,FLR Heavy Industry,107.0755672
45,FLR Hospital,111.24132
45,FLR Institutional,99.10604253
45,FLR Light Industry,84.94566475
45,FLR Office,25389.47759
45,FLR Retail,100.0896106
45,FLR Warehouse,133.8375687
45,FLR Agriculture,100.0
45,FLR Logging,100.0
46,FLR MH,36.31367905
46,FLR MF,890852.0547
46,FLR AT,169.3337607
46,FLR SFD,409.5263207
46,FLR RRMH,81.21268582
46,FLR RRSFD,66.30437568
46,FLR Accommodation,5999.998881
46,FLR Government Support,6.25
46,FLR K12,23057.32118
46,FLR Heavy Industry,84.55148352
46,FLR Hospital,101.457698
46,FLR Institutional,1659.70408
46,FLR Light Industry,96.39136946
46,FLR Office,37091.94537
46,FLR Retail,18048.20437
46,FLR Warehouse,230.0204081
46,FLR Agriculture,100.0
46,FLR Logging,100.0
47,FLR MH,36.31367905
47,FLR MF,180.27894
47,FLR AT,456304.0745
47,FLR SFD,198612.9793
47,FLR RRMH,81.21268582
47,FLR RRSFD,66.30437568
47,FLR Accommodation,6599.998749
47,FLR Government Support,6.25
47,FLR K12,100.6587177
47,FLR Heavy Industry,84.55148352
47,FLR Hospital,101.457698
47,FLR Institutional,59455.6895
47,FLR Light Industry,9873.862106
47,FLR Office,226379.7493
47,FLR Retail,21014.19922
47,FLR Warehouse,230.0204081
47,FLR Agriculture,100.0
47,FLR Logging,100.0
48,FLR MH,36.31367905
48,FLR MF,180.27894
48,FLR AT,130983.3115
48,FLR SFD,155468.9544
48,FLR RRMH,81.21268582
48,FLR RRSFD,66.30437568
48,FLR Accommodation,102.3332645
48,FLR Government Support,6.25
48,FLR K12,100.6587177
48,FLR Heavy Industry,84.55148352
48,FLR Hospital,101.457698
48,FLR Institutional,31914.81127
48,FLR Light Industry,698.1261708
48,FLR Office,66922.71876
48,FLR Retail,581.8975711
48,FLR Warehouse,230.0204081
48,FLR Agriculture,100.0
48,FLR Logging,100.0
49,FLR MH,36.31367905
49,FLR MF,180.27894
49,FLR AT,733639.2335
49,FLR SFD,541265.9652
49,FLR RRMH,81.21268582
49,FLR RRSFD,66.30437568
49,FLR Accommodation,12899.99758
49,FLR Government Support,6.25
49,FLR K12,1548.435348
49,FLR Heavy Industry,84.55148352
49,FLR Hospital,101.457698
49,FLR Institutional,1315.312769
49,FLR Light Industry,3660.463747
49,FLR Office,385763.2226
49,FLR Retail,136217.3424
49,FLR Warehouse,230.0204081
49,FLR Agriculture,100.0
49,FLR Logging,100.0
50,FLR MH,36.31367905
50,FLR MF,180.27894
50,FLR AT,438300.2342
50,FLR SFD,223930.9719
50,FLR RRMH,81.21268582
50,FLR RRSFD,66.30437568
50,FLR Accommodation,102.3332645
50,FLR Government Support,6.25
50,FLR K12,100.6587177
50,FLR Heavy Industry,84.55148352
50,FLR Hospital,101.457698
50,FLR Institutional,111.652556
50,FLR Light Industry,96.39136946
50,FLR Office,3665.164453
50,FLR Retail,100.6160539
50,FLR Warehouse,230.0204081
50,FLR Agriculture,100.0
50,FLR Logging,100.0
51,FLR MH,36.31367905
51,FLR MF,180.27894
51,FLR AT,82174.76369
51,FLR SFD,1219085.531
51,FLR RRMH,81.21268582
51,FLR RRSFD,66.30437568
51,FLR Accommodation,20999.99603
51,FLR Government Support,6.25
