origin,destination,tripStartTime,truckClass,truckVolume
5011,5010,900,TRK4,0
5011,5011,900,TRK4,0
5001,5001,1800,TRK4,0
5001,5002,1800,TRK4,0
5001,5003,1800,TRK4,0
5001,5004,1800,TRK4,0
5001,5005,1800,TRK4,0
5001,5006,1800,TRK4,0
5001,5007,1800,TRK4,0.08
5001,5008,1800,TRK4,0.3
5001,5009,1800,TRK4,1.87
5001,5010,1800,TRK4,0
5001,5011,1800,TRK4,0
5002,5001,1800,TRK4,0
5002,5002,1800,TRK4,0
5002,5003,1800,TRK4,0
5002,5004,1800,TRK4,0
5002,5005,1800,TRK4,0
5002,5006,1800,TRK4,0.03
5002,5007,1800,TRK4,9.61
5002,5008,1800,TRK4,26.7
5002,5009,1800,TRK4,161.06
5002,5010,1800,TRK4,157.63
5002,5011,1800,TRK4,2.99
5003,5001,1800,TRK4,0
5003,5002,1800,TRK4,0
5003,5003,1800,TRK4,0
5003,5004,1800,TRK4,0
5003,5005,1800,TRK4,0
5003,5006,1800,TRK4,0
5003,5007,1800,TRK4,33.81
5003,5008,1800,TRK4,4.14
5003,5009,1800,TRK4,24.82
5003,5010,1800,TRK4,0
5003,5011,1800,TRK4,0
5004,5001,1800,TRK4,0
5004,5002,1800,TRK4,0
5004,5003,1800,TRK4,0
5004,5004,1800,TRK4,0
5004,5005,1800,TRK4,0
5004,5006,1800,TRK4,0
5004,5007,1800,TRK4,35.04
5004,5008,1800,TRK4,4.15
5004,5009,1800,TRK4,24.86
5004,5010,1800,TRK4,10.79
5004,5011,1800,TRK4,0
5005,5001,1800,TRK4,0
5005,5002,1800,TRK4,0
5005,5003,1800,TRK4,0
5005,5004,1800,TRK4,0
5005,5005,1800,TRK4,0
5005,5006,1800,TRK4,0
5005,5007,1800,TRK4,4.75
5005,5008,1800,TRK4,0.58
5005,5009,1800,TRK4,3.49
5005,5010,1800,TRK4,0.12
5005,5011,1800,TRK4,0
5006,5001,1800,TRK4,0
5006,5002,1800,TRK4,0.03
5006,5003,1800,TRK4,0
5006,5004,1800,TRK4,0
5006,5005,1800,TRK4,0
5006,5006,1800,TRK4,0
5006,5007,1800,TRK4,4.99
5006,5008,1800,TRK4,0.52
5006,5009,1800,TRK4,3.33
5006,5010,1800,TRK4,9.63
5006,5011,1800,TRK4,0.54
5007,5001,1800,TRK4,0.07
5007,5002,1800,TRK4,7.32
5007,5003,1800,TRK4,1.35
5007,5004,1800,TRK4,1.37
5007,5005,1800,TRK4,0.16
5007,5006,1800,TRK4,0.25
5007,5007,1800,TRK4,0
5007,5008,1800,TRK4,26.97
5007,5009,1800,TRK4,162.1
5007,5010,1800,TRK4,487.68
5007,5011,1800,TRK4,27.04
5008,5001,1800,TRK4,0.41
5008,5002,1800,TRK4,29.07
5008,5003,1800,TRK4,3.93
5008,5004,1800,TRK4,3.74
5008,5005,1800,TRK4,0.51
5008,5006,1800,TRK4,0.55
5008,5007,1800,TRK4,27.72
5008,5008,1800,TRK4,0
5008,5009,1800,TRK4,0
5008,5010,1800,TRK4,0
5008,5011,1800,TRK4,0
5009,5001,1800,TRK4,2.35
5009,5002,1800,TRK4,172.66
5009,5003,1800,TRK4,23.36
5009,5004,1800,TRK4,22.3
5009,5005,1800,TRK4,3.03
5009,5006,1800,TRK4,3.32
5009,5007,1800,TRK4,169.81
5009,5008,1800,TRK4,0
5009,5009,1800,TRK4,0
5009,5010,1800,TRK4,0
5009,5011,1800,TRK4,0
5010,5001,1800,TRK4,0
5010,5002,1800,TRK4,68.13
5010,5003,1800,TRK4,0
5010,5004,1800,TRK4,4.91
5010,5005,1800,TRK4,0
5010,5006,1800,TRK4,9.84
5010,5007,1800,TRK4,522.9
5010,5008,1800,TRK4,0
5010,5009,1800,TRK4,0
5010,5010,1800,TRK4,0
5010,5011,1800,TRK4,0
5011,5001,1800,TRK4,0
5011,5002,1800,TRK4,8.12
5011,5003,1800,TRK4,0
5011,5004,1800,TRK4,0.83
5011,5005,1800,TRK4,0
5011,5006,1800,TRK4,0.56
5011,5007,1800,TRK4,30.8
5011,5008,1800,TRK4,0
5011,5009,1800,TRK4,0
5011,5010,1800,TRK4,0
5011,5011,1800,TRK4,0
