Azone,Bzone,PECASName,ALDRegion,STATEFIPS,COUNTYFIPS,PUMA2000,PUMA1990,HourPark,DayPark,LUIntensityCode,MPOmodeledzones,ACT,Fare
1718.0,1710.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,VeryLow,RogueValley,5.0,Medford
1719.0,1719.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,VeryLow,RogueValley,5.0,Medford
1720.0,1720.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,VeryLow,RogueValley,5.0,NONE
1721.0,1719.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,VeryLow,RogueValley,5.0,Medford
1722.0,1717.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,VeryLow,RogueValley,5.0,Medford
1723.0,1723.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,VeryLow,RogueValley,5.0,Medford
1724.0,1724.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,VeryLow,RogueValley,5.0,Medford
1725.0,1723.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,VeryLow,RogueValley,5.0,Medford
1726.0,1726.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,VeryLow,RogueValley,5.0,NONE
1727.0,1726.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,VeryLow,RogueValley,5.0,Medford
1728.0,1728.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Low,RogueValley,5.0,Medford
1729.0,1724.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,VeryLow,RogueValley,5.0,Medford
1730.0,1726.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,VeryLow,RogueValley,5.0,Medford
1731.0,1726.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,VeryLow,RogueValley,5.0,Medford
1732.0,1732.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Low,RogueValley,5.0,Medford
1733.0,1715.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,VeryLow,RogueValley,5.0,Medford
1734.0,1715.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Low,RogueValley,5.0,Medford
1735.0,1715.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Low,RogueValley,5.0,Medford
1736.0,1719.0,Medford,Medford_GrantsPass,41.0,29.0,500.0,900.0,0.0,0.0,VeryLow,RogueValley,5.0,Medford
1737.0,1719.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Medium,RogueValley,5.0,Medford
1738.0,1719.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Medium,RogueValley,5.0,Medford
1739.0,1715.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Low,RogueValley,5.0,Medford
1740.0,1715.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Low,RogueValley,5.0,Medford
1741.0,1719.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Medium,RogueValley,5.0,Medford
1743.0,1719.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,High,RogueValley,5.0,Medford
1744.0,1719.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,High,RogueValley,5.0,Medford
1745.0,1715.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Medium,RogueValley,5.0,Medford
1746.0,1715.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Medium,RogueValley,5.0,Medford
1747.0,1715.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,VeryLow,RogueValley,5.0,Medford
1748.0,1720.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Medium,RogueValley,5.0,Medford
1749.0,1719.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Low,RogueValley,5.0,Medford
1750.0,1719.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Medium,RogueValley,5.0,Medford
1751.0,1719.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,High,RogueValley,5.0,Medford
1752.0,1752.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,High,RogueValley,5.0,Medford
1753.0,1752.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,High,RogueValley,5.0,Medford
1754.0,1752.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Medium,RogueValley,5.0,Medford
1755.0,1752.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Medium,RogueValley,5.0,Medford
1756.0,1752.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,High,RogueValley,5.0,Medford
1757.0,1752.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Medium,RogueValley,5.0,Medford
1758.0,1720.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Low,RogueValley,5.0,Medford
1759.0,1720.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,VeryLow,RogueValley,5.0,Medford
1761.0,1720.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.38,0.73,Low,RogueValley,5.0,Medford
1762.0,1752.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.38,0.73,Low,RogueValley,5.0,Medford
1763.0,1719.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Low,RogueValley,5.0,Medford
1764.0,1752.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Low,RogueValley,5.0,Medford
1765.0,1752.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Low,RogueValley,5.0,Medford
1766.0,1752.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,High,RogueValley,5.0,Medford
1767.0,1752.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Medium,RogueValley,5.0,Medford
1769.0,1752.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,High,RogueValley,5.0,Medford
1771.0,1752.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,High,RogueValley,5.0,Medford
1772.0,1752.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,High,RogueValley,5.0,Medford
1774.0,1752.0,Medford,Medford_GrantsPass,41.0,29.0,701.0,900.0,0.0,0.0,Medium,RogueValley,5.0,Medford
1775.0,1752.0,Medford,Medford_GrantsPass,41.0,29.0,701.0,900.0,0.0,0.0,Medium,RogueValley,5.0,Medford
1776.0,1720.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Low,RogueValley,5.0,Medford
1777.0,1723.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Medium,RogueValley,5.0,Medford
1778.0,1752.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Medium,RogueValley,5.0,Medford
1779.0,1752.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,High,RogueValley,5.0,Medford
1780.0,1752.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,High,RogueValley,5.0,Medford
1782.0,1752.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,High,RogueValley,5.0,Medford
1783.0,1752.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,High,RogueValley,5.0,Medford
1784.0,1752.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Medium,RogueValley,5.0,Medford
1785.0,1752.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,High,RogueValley,5.0,Medford
1786.0,1752.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Medium,RogueValley,5.0,Medford
1788.0,1752.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,High,RogueValley,5.0,Medford
1790.0,1752.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,High,RogueValley,5.0,Medford
1791.0,1752.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,High,RogueValley,5.0,Medford
1792.0,1752.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Low,RogueValley,5.0,Medford
1793.0,1720.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,High,RogueValley,5.0,Medford
1794.0,1720.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,VeryLow,RogueValley,5.0,Medford
1795.0,1723.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Low,RogueValley,5.0,Medford
1796.0,1723.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Medium,RogueValley,5.0,Medford
1797.0,1723.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Medium,RogueValley,5.0,Medford
1798.0,1723.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Medium,RogueValley,5.0,Medford
1799.0,1752.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Medium,RogueValley,5.0,Medford
1800.0,1752.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Low,RogueValley,5.0,Medford
1801.0,1723.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Medium,RogueValley,5.0,Medford
1802.0,1726.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Low,RogueValley,5.0,Medford
1804.0,1723.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,VeryLow,RogueValley,5.0,Medford
1805.0,1723.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,VeryLow,RogueValley,5.0,Medford
1806.0,1723.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Medium,RogueValley,5.0,Medford
1807.0,1724.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Low,RogueValley,5.0,Medford
1808.0,1723.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Low,RogueValley,5.0,Medford
1809.0,1723.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,VeryLow,RogueValley,5.0,Medford
1810.0,1723.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,VeryLow,RogueValley,5.0,Medford
1811.0,1723.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,VeryLow,RogueValley,5.0,Medford
1813.0,1710.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,VeryLow,RogueValley,5.0,Medford
1814.0,1710.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Low,RogueValley,5.0,Medford
1815.0,1710.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Medium,RogueValley,5.0,Medford
1816.0,1710.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,VeryLow,RogueValley,5.0,Medford
1817.0,1710.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Low,RogueValley,5.0,Medford
1818.0,1710.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Low,RogueValley,5.0,Medford
1819.0,1710.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,High,RogueValley,5.0,Medford
1820.0,1710.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Medium,RogueValley,5.0,Medford
1821.0,1710.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,VeryLow,RogueValley,5.0,Medford
1822.0,1710.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Medium,RogueValley,5.0,Medford
1823.0,1710.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,VeryLow,RogueValley,5.0,Medford
1824.0,1728.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Medium,RogueValley,5.0,Medford
1825.0,1728.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Low,RogueValley,5.0,Medford
1826.0,1728.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,VeryLow,RogueValley,5.0,Medford
1827.0,1728.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Low,RogueValley,5.0,Medford
1831.0,1728.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Medium,RogueValley,5.0,Medford
1832.0,1706.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,Low,RogueValley,5.0,Medford
1833.0,1726.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,VeryLow,RogueValley,5.0,NONE
2001.0,1314.0,Salem,Salem,41.0,53.0,1200.0,1000.0,0.0,0.0,VeryLow,NonMPO,8.0,NONE
2002.0,1369.0,Salem,Salem,41.0,47.0,1102.0,1100.0,0.0,0.0,VeryLow,NonMPO,8.0,NONE
2003.0,1468.0,Salem,Salem,41.0,47.0,1102.0,1100.0,0.0,0.0,VeryLow,NonMPO,8.0,NONE
2004.0,1466.0,Salem,Salem,41.0,47.0,1102.0,1100.0,0.0,0.0,VeryLow,NonMPO,8.0,NONE
2005.0,1588.0,Eugene,Eugene,41.0,39.0,701.0,800.0,0.0,0.0,VeryLow,NonMPO,12.0,NONE
2006.0,1702.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,VeryLow,RogueValley,5.0,NONE
2007.0,1702.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,VeryLow,RogueValley,5.0,NONE
2008.0,1726.0,Medford,Medford_GrantsPass,41.0,29.0,900.0,900.0,0.0,0.0,VeryLow,RogueValley,5.0,NONE
2009.0,2009.0,Other OR,Astoria_LincolnCity,41.0,7.0,500.0,600.0,0.0,0.0,Medium,NonMPO,1.0,NONE
2010.0,2009.0,Other OR,Astoria_LincolnCity,41.0,7.0,500.0,600.0,0.0,0.0,Low,NonMPO,1.0,NONE
2011.0,2011.0,Other OR,Astoria_LincolnCity,41.0,7.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,1.0,NONE
2012.0,2011.0,Other OR,Astoria_LincolnCity,41.0,7.0,500.0,600.0,0.0,0.0,High,NonMPO,1.0,NONE
2013.0,2011.0,Other OR,Astoria_LincolnCity,41.0,7.0,500.0,600.0,0.0,0.0,Medium,NonMPO,1.0,NONE
2014.0,2011.0,Other OR,Astoria_LincolnCity,41.0,7.0,500.0,600.0,0.0,0.0,High,NonMPO,1.0,NONE
2015.0,2011.0,Other OR,Astoria_LincolnCity,41.0,7.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,1.0,NONE
2016.0,2011.0,Other OR,Astoria_LincolnCity,41.0,7.0,500.0,600.0,0.0,0.0,Medium,NonMPO,1.0,NONE
2017.0,2011.0,Other OR,Astoria_LincolnCity,41.0,7.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,1.0,NONE
2018.0,2018.0,Other OR,Astoria_LincolnCity,41.0,7.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,1.0,NONE
2019.0,2009.0,Other OR,Astoria_LincolnCity,41.0,7.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,1.0,NONE
2020.0,2009.0,Other OR,Astoria_LincolnCity,41.0,7.0,500.0,600.0,0.0,0.0,Low,NonMPO,1.0,NONE
2021.0,2009.0,Other OR,Astoria_LincolnCity,41.0,7.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,1.0,NONE
2022.0,2009.0,Other OR,Astoria_LincolnCity,41.0,7.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,1.0,NONE
2023.0,2023.0,Other OR,Astoria_LincolnCity,41.0,7.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,1.0,NONE
2024.0,2023.0,Other OR,Astoria_LincolnCity,41.0,7.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,1.0,NONE
2025.0,2025.0,Other OR,Astoria_LincolnCity,41.0,7.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,1.0,NONE
2026.0,2025.0,Other OR,Astoria_LincolnCity,41.0,7.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,1.0,NONE
2027.0,2018.0,Other OR,Astoria_LincolnCity,41.0,7.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,1.0,NONE
2028.0,2028.0,Other OR,Astoria_LincolnCity,41.0,7.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,1.0,NONE
2029.0,2023.0,Other OR,Astoria_LincolnCity,41.0,7.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,1.0,NONE
2030.0,2025.0,Other OR,Astoria_LincolnCity,41.0,7.0,500.0,600.0,0.0,0.0,Medium,NonMPO,1.0,NONE
2031.0,2031.0,Other OR,Astoria_LincolnCity,41.0,7.0,500.0,600.0,0.0,0.0,Low,NonMPO,1.0,NONE
2032.0,2031.0,Other OR,Astoria_LincolnCity,41.0,7.0,500.0,600.0,0.0,0.0,Medium,NonMPO,1.0,NONE
2033.0,2031.0,Other OR,Astoria_LincolnCity,41.0,7.0,500.0,600.0,0.0,0.0,Medium,NonMPO,1.0,NONE
2034.0,2025.0,Other OR,Astoria_LincolnCity,41.0,7.0,500.0,600.0,0.0,0.0,Low,NonMPO,1.0,NONE
2035.0,2035.0,Other OR,Astoria_LincolnCity,41.0,7.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,1.0,NONE
2037.0,2035.0,Other OR,Astoria_LincolnCity,41.0,7.0,500.0,600.0,0.0,0.0,Low,NonMPO,1.0,NONE
2039.0,2031.0,Other OR,Astoria_LincolnCity,41.0,7.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,1.0,NONE
2040.0,2028.0,Other OR,Astoria_LincolnCity,41.0,7.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,1.0,NONE
2041.0,2028.0,Other OR,Astoria_LincolnCity,41.0,57.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,1.0,NONE
2042.0,2042.0,Other OR,Astoria_LincolnCity,41.0,57.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,1.0,NONE
2043.0,2042.0,Other OR,Astoria_LincolnCity,41.0,57.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,1.0,NONE
2044.0,2042.0,Other OR,Astoria_LincolnCity,41.0,57.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,1.0,NONE
2045.0,2045.0,Other OR,Astoria_LincolnCity,41.0,57.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,1.0,NONE
2046.0,2046.0,Other OR,Astoria_LincolnCity,41.0,57.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,1.0,NONE
2047.0,2046.0,Other OR,Astoria_LincolnCity,41.0,57.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,1.0,NONE
2048.0,2046.0,Other OR,Astoria_LincolnCity,41.0,57.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,1.0,NONE
2049.0,2046.0,Other OR,Astoria_LincolnCity,41.0,57.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,1.0,NONE
2050.0,2045.0,Other OR,Astoria_LincolnCity,41.0,57.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,1.0,NONE
2051.0,2051.0,Other OR,Astoria_LincolnCity,41.0,57.0,500.0,600.0,0.0,0.0,Medium,NonMPO,1.0,NONE
2052.0,2051.0,Other OR,Astoria_LincolnCity,41.0,57.0,500.0,600.0,0.0,0.0,Low,NonMPO,1.0,NONE
2053.0,2051.0,Other OR,Astoria_LincolnCity,41.0,57.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,1.0,NONE
2054.0,2051.0,Other OR,Astoria_LincolnCity,41.0,57.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,1.0,NONE
2055.0,2045.0,Other OR,Astoria_LincolnCity,41.0,57.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,1.0,NONE
2056.0,2056.0,Other OR,Astoria_LincolnCity,41.0,57.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,1.0,NONE
2057.0,2051.0,Other OR,Astoria_LincolnCity,41.0,57.0,500.0,600.0,0.0,0.0,Medium,NonMPO,1.0,NONE
2058.0,2056.0,Other OR,Astoria_LincolnCity,41.0,57.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,1.0,NONE
2059.0,2059.0,Other OR,Astoria_LincolnCity,41.0,57.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,1.0,NONE
2060.0,2059.0,Other OR,Astoria_LincolnCity,41.0,57.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,1.0,NONE
2061.0,2059.0,Other OR,Astoria_LincolnCity,41.0,57.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,1.0,NONE
2062.0,1736.0,Other OR,Astoria_LincolnCity,41.0,41.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,9.0,NONE
2063.0,2063.0,Other OR,Astoria_LincolnCity,41.0,41.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,9.0,NONE
2064.0,2063.0,Other OR,Astoria_LincolnCity,41.0,41.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,9.0,NONE
2065.0,2063.0,Other OR,Astoria_LincolnCity,41.0,41.0,500.0,600.0,0.0,0.0,Medium,NonMPO,9.0,NONE
2066.0,2063.0,Other OR,Astoria_LincolnCity,41.0,41.0,500.0,600.0,0.0,0.0,Low,NonMPO,9.0,NONE
2067.0,2063.0,Other OR,Astoria_LincolnCity,41.0,41.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,9.0,NONE
2068.0,2063.0,Other OR,Astoria_LincolnCity,41.0,41.0,500.0,600.0,0.0,0.0,Medium,NonMPO,9.0,NONE
2069.0,2063.0,Other OR,Astoria_LincolnCity,41.0,41.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,9.0,NONE
2070.0,1736.0,Other OR,Astoria_LincolnCity,41.0,41.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,9.0,NONE
2072.0,2072.0,Other OR,Astoria_LincolnCity,41.0,41.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,9.0,NONE
2073.0,2073.0,Other OR,Astoria_LincolnCity,41.0,41.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,9.0,NONE
2074.0,2073.0,Other OR,Astoria_LincolnCity,41.0,41.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,9.0,NONE
2075.0,2072.0,Other OR,Astoria_LincolnCity,41.0,41.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,9.0,NONE
2076.0,2076.0,Other OR,Astoria_LincolnCity,41.0,41.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,9.0,NONE
2077.0,2076.0,Other OR,Astoria_LincolnCity,41.0,41.0,500.0,600.0,0.0,0.0,High,NonMPO,9.0,NONE
2078.0,2076.0,Other OR,Astoria_LincolnCity,41.0,41.0,500.0,600.0,0.0,0.0,Medium,NonMPO,9.0,NONE
2079.0,2076.0,Other OR,Astoria_LincolnCity,41.0,41.0,500.0,600.0,0.0,0.0,Low,NonMPO,9.0,NONE
2080.0,2076.0,Other OR,Astoria_LincolnCity,41.0,41.0,500.0,600.0,0.0,0.0,Medium,NonMPO,9.0,NONE
2081.0,2076.0,Other OR,Astoria_LincolnCity,41.0,41.0,500.0,600.0,0.0,0.0,High,NonMPO,9.0,NONE
2082.0,2076.0,Other OR,Astoria_LincolnCity,41.0,41.0,500.0,600.0,0.0,0.0,Medium,NonMPO,9.0,NONE
2083.0,2076.0,Other OR,Astoria_LincolnCity,41.0,41.0,500.0,600.0,0.0,0.0,Medium,NonMPO,9.0,NONE
2084.0,2076.0,Other OR,Astoria_LincolnCity,41.0,41.0,500.0,600.0,0.0,0.0,High,NonMPO,9.0,NONE
2085.0,2076.0,Other OR,Astoria_LincolnCity,41.0,41.0,500.0,600.0,0.0,0.0,Low,NonMPO,9.0,NONE
2086.0,2076.0,Other OR,Astoria_LincolnCity,41.0,41.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,9.0,NONE
2087.0,2073.0,Other OR,Astoria_LincolnCity,41.0,41.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,9.0,NONE
2088.0,2073.0,Other OR,Astoria_LincolnCity,41.0,41.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,9.0,NONE
2089.0,2073.0,Other OR,Astoria_LincolnCity,41.0,41.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,9.0,NONE
2090.0,2073.0,Other OR,Astoria_LincolnCity,41.0,41.0,500.0,600.0,0.0,0.0,Low,NonMPO,9.0,NONE
2091.0,2073.0,Other OR,Astoria_LincolnCity,41.0,41.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,9.0,NONE
2092.0,2092.0,Other OR,Astoria_LincolnCity,41.0,41.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,9.0,NONE
2093.0,2072.0,Other OR,Astoria_LincolnCity,41.0,41.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,9.0,NONE
2094.0,2094.0,Other OR,Astoria_LincolnCity,41.0,41.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,9.0,NONE
2095.0,2094.0,Other OR,Astoria_LincolnCity,41.0,41.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,9.0,NONE
2096.0,2094.0,Other OR,Astoria_LincolnCity,41.0,41.0,500.0,600.0,0.0,0.0,Low,NonMPO,9.0,NONE
2097.0,2094.0,Other OR,Astoria_LincolnCity,41.0,41.0,500.0,600.0,0.0,0.0,VeryLow,NonMPO,9.0,NONE
2098.0,2098.0,Other OR,Eugene,41.0,39.0,701.0,800.0,0.0,0.0,Low,NonMPO,12.0,NONE
2099.0,2098.0,Other OR,Eugene,41.0,39.0,701.0,800.0,0.0,0.0,Medium,NonMPO,12.0,NONE
2100.0,2098.0,Other OR,Eugene,41.0,39.0,701.0,800.0,0.0,0.0,VeryLow,NonMPO,12.0,NONE
2101.0,1774.0,Other OR,Eugene,41.0,39.0,701.0,800.0,0.0,0.0,VeryLow,NonMPO,12.0,NONE
2103.0,1775.0,Other OR,Eugene,41.0,39.0,701.0,800.0,0.0,0.0,VeryLow,NonMPO,12.0,NONE
2104.0,1775.0,Other OR,Eugene,41.0,39.0,701.0,800.0,0.0,0.0,VeryLow,NonMPO,12.0,NONE
2105.0,2098.0,Other OR,Eugene,41.0,39.0,701.0,800.0,0.0,0.0,Medium,NonMPO,12.0,NONE
