SWIM Name,File Name
entertainment_services_expt,ActivityConstraintsI.csv
food_services_expt,ActivityConstraintsI.csv
higher_education_expt,ActivityConstraintsI.csv
health_services_expt,ActivityConstraintsI.csv
fire_bus_and_prof_servs_expt,ActivityConstraintsI.csv
government_administration_expt,ActivityConstraintsI.csv
education_reports_to_sponsors_expt,ActivityConstraintsI.csv
ureslo,LandSQFTxZoning.csv
uresmed,LandSQFTxZoning.csv
uresmdh,LandSQFTxZoning.csv
ureshi,LandSQFTxZoning.csv
umix,LandSQFTxZoning.csv
umixhi,LandSQFTxZoning.csv
ucom,LandSQFTxZoning.csv
uindlt,LandSQFTxZoning.csv
uind,LandSQFTxZoning.csv
upub,LandSQFTxZoning.csv
uoth,LandSQFTxZoning.csv
ubigany,LandSQFTxZoning.csv
uany,LandSQFTxZoning.csv
unonindany,LandSQFTxZoning.csv
rres,LandSQFTxZoning.csv
rcntr,LandSQFTxZoning.csv
rcom,LandSQFTxZoning.csv
rind,LandSQFTxZoning.csv
rpub,LandSQFTxZoning.csv
rreserve,LandSQFTxZoning.csv
rany,LandSQFTxZoning.csv
rfor,LandSQFTxZoning.csv
rnatrs,LandSQFTxZoning.csv
xrec,LandSQFTxZoning.csv
xagfor,LandSQFTxZoning.csv
xcons,LandSQFTxZoning.csv
xhalo,LandSQFTxZoning.csv
xother,LandSQFTxZoning.csv
xother2,LandSQFTxZoning.csv
xwater,LandSQFTxZoning.csv
xtp,LandSQFTxZoning.csv
FLR_MH,FloorspaceInventory.csv
FLR_MF,FloorspaceInventory.csv
FLR_AT,FloorspaceInventory.csv
FLR_SFD,FloorspaceInventory.csv
FLR_RRMH,FloorspaceInventory.csv
FLR_RRSFD,FloorspaceInventory.csv
FLR_Accommodation,FloorspaceInventory.csv
FLR_Government_Support,FloorspaceInventory.csv
FLR_K12,FloorspaceInventory.csv
FLR_Heavy_Industry,FloorspaceInventory.csv
FLR_Hospital,FloorspaceInventory.csv
FLR_Institutional,FloorspaceInventory.csv
FLR_Light_Industry,FloorspaceInventory.csv
FLR_Office,FloorspaceInventory.csv
FLR_Retail,FloorspaceInventory.csv
FLR_Warehouse,FloorspaceInventory.csv
FLR_Agriculture,FloorspaceInventory.csv
FLR_Logging,FloorspaceInventory.csv
FLR_MH,FloorspaceI.csv
FLR_MF,FloorspaceI.csv
FLR_AT,FloorspaceI.csv
FLR_SFD,FloorspaceI.csv
FLR_RRMH,FloorspaceI.csv
FLR_RRSFD,FloorspaceI.csv
FLR_Accommodation,FloorspaceI.csv
FLR_Government_Support,FloorspaceI.csv
FLR_K12,FloorspaceI.csv
FLR_Heavy_Industry,FloorspaceI.csv
FLR_Hospital,FloorspaceI.csv
FLR_Institutional,FloorspaceI.csv
FLR_Light_Industry,FloorspaceI.csv
FLR_Office,FloorspaceI.csv
FLR_Retail,FloorspaceI.csv
FLR_Warehouse,FloorspaceI.csv
FLR_Agriculture,FloorspaceI.csv
FLR_Logging,FloorspaceI.csv
BZONE,AllZones.csv
TYPE,AllZones.csv
STATE,AllZones.csv
COUNTY,AllZones.csv
ACRES,AllZones.csv
MPO,AllZones.csv
ACT,AllZones.csv
DESCRIPTION,AllZones.csv
FLR_LOGGING,AgForestFloorspace.csv
FLR_AGRICULTURE,AgForestFloorspace.csv
