Activity,ZoneNumber,Quantity,TechnologyLogsum,SizeUtility,ZoneConstant,Constrained,ConstraintValue,LocationUtility,FullEmbeddedSize,Size
TRNS_trns_ware,17,1635911.111111111,6.4835997790264255,0.0,0.0,true,1635911.111111111,6.4835997790264255,-0.27954510687187284,1.0
TRNS_trns_ware,6001,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
TRNS_trns_ware,6002,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
TRNS_trns_ware,6003,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,NaN,1.0
TRNS_trns_ware,6004,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
TRNS_trns_ware,6005,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
TRNS_trns_ware,6006,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
TRNS_trns_off,1,1889215.1111110742,1.58786853051906,0.0,0.0,true,1889215.1111110742,1.58786853051906,-0.026290856061367496,1.0
TRNS_trns_off,17,236151.88888888428,1.0855799617547384,0.0,0.0,true,236151.88888888428,1.0855799617547384,-0.49045191249589126,1.0
TRNS_trns_off,6001,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
TRNS_trns_off,6002,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
TRNS_trns_off,6003,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
TRNS_trns_off,6004,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
TRNS_trns_off,6005,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
TRNS_trns_off,6006,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
INFO_info_off_li,1,1.354578311111111E7,6.916587176435273,0.0,0.0,true,1.354578311111111E7,6.916587176435273,-0.009575856408938321,1.0
INFO_info_off_li,17,1693222.8888888888,6.763420799607909,0.0,0.0,true,1693222.8888888888,6.763420799607909,-0.17863614172878695,1.0
INFO_info_off_li,6001,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
INFO_info_off_li,6002,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
INFO_info_off_li,6003,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,NaN,1.0
