"","FLR_Accommodation","FLR_Agriculture","FLR_AT","FLR_Government_Support","FLR_Heavy_Industry","FLR_Hospital","FLR_Institutional","FLR_K12","FLR_Light_Industry","FLR_Logging","FLR_MF","FLR_MH","FLR_Office","FLR_Retail","FLR_RRMH","FLR_RRSFD","FLR_SFD","FLR_Warehouse"
"2700",0,0,15762.4590743,0,2799.50377338,0,36291.3561179,0,6072.72808107,0,152802.941817,167142.446031,18935.4186371,19810.7152388,126.37656891,171.38133333,838799.766651,18735.6042065
"2701",947.407880258,0,430873.864244,0,42590.5312202,231.966650514,19895.6738286,5955.48361622,95816.5253429,0,130696.04624,642217.812835,11132.2627575,146270.465626,107.032401666,0,1849244.04698,41740.2796635
"2702",0,0,282439.03144,0,3339.1394061,0,13981.2496234,0,5273.79021134,0,112021.952,274859.701611,14538.5448661,0,241.275419788,700.427993109,739511.511075,0
"2703",4493.27028842,0,113975.138257,0,0,0,18074.5010814,6172.36794826,2392.09303209,359362.49,585970.877342,77630.9890596,31841.1251533,70116.8785932,0,0,401548.530471,8280.11633123
"2704",0,0,16546.6317185,0,0,0,5081.87883853,0,2070.65553085,0,492.185819598,127306.641714,27207.2061721,0,0,0,900953.987325,0
"2705",0,0,130490.580403,1177.60590501,11264.5469142,0,1278.18199035,8817.66849752,113785.137776,0,115885.453543,40351.8072654,56411.3498058,168500.001678,0,0,768684.325266,392215.246029
"2706",0,0,116329.257339,0,29771.3063738,249815.979996,24212.5869531,6044.8564945,201006.899344,0,263.292828335,149339.233891,173032.505999,217798.371716,107.032401666,0,799771.684339,0
"2707",0,0,0,0,1151.66027589,0,1329.13534542,0,3659.77332577,33459561.58,0,110769.048301,4044.08378706,17253.744302,0,134.574246089,1093694.18663,1222.22915678
"2708",0,31218592.08,0,0,2903.92407449,0,1397.29613238,37341.0798309,7257.47451236,34687324.54,0,96556.0770586,6501.77503756,14842.1087658,314972.747365,1233432.6026,184625.635947,6419.18727849
"2709",0,0,0,0,0,0,1635.85888668,0,1273.72029586,87567897.6,0,122637.266615,3454.76533199,17476.9006826,400439.078701,563852.643604,84330.4930366,3209.59363926
"2710",8649.80187727,579020000.2,100459.086938,0,63873.8481358,0,2293.49690299,0,136832.602424,0,350.144070305,95161.2050368,2722.16854774,470.251900375,204267.288383,1159399.21514,171235.639086,3850.88222548
"2711",0,783090000.1,182.908441768,0,1250.99667412,0,0,7452.90577777,6470.82138847,159749999.9,0,44865.6262063,1524.28071087,37669.6316983,353989.746138,1287761.80251,116791.176539,0
"2712",0,631165482.3,104381.203556,3407.80853455,8292.79695015,0,1683.19273466,12656.4627046,25170.0239051,843169994.7,9785.84608895,172920.368986,7636.09763495,38338.0908625,10405.7839257,321768.258424,1294031.98815,25002.060412
"2713",0,117257927.9,0,0,0,0,0,0,203.667862266,198262196.9,0,2348.47589848,2599.03737158,17876.897513,16358.9025653,429942.150277,30312.7680825,0
"2714",0,0,0,0,0,0,0,0,0,0,145.020916147,55428.9030099,0,0,165252.851154,630811.922822,62066.2115487,0
"2715",0,0,0,451.48148859,713.293663443,0,971.068420167,5273.20004779,1023.3351319,1.334e+09,145.020916147,110621.30674,4251.87518818,11568.6109803,329833.316196,1038630.4203,102201.527089,23442.7160892
"2716",0,0,36510.7904809,0,0,0,4235.13010648,0,738.439832679,344244551.4,41150.4918463,62951.2154319,2214.79067233,2052.16811254,0,128358.5792,952348.972321,0
"2717",0,148002677.4,42770.8804762,2677.56384857,4770.50293518,0,12415.8087736,0,38337.1156552,64468376.1,138091.509559,145307.190683,58451.1322565,91496.3641128,0,76281.1929979,565352.229778,22207.6835947
"2718",0,0,21477.1776037,0,0,0,5308.67247632,0,1560.30468953,15138384.24,128078.428929,187102.758166,14983.3313617,10484.9527699,0,49180.8887436,328155.966092,0
"2719",0,182570000,104582.35342,0,1886.59499131,0,461.623693588,12707.6050089,0,344355906.2,0,27022.9090635,11716.7291043,0,136390.062909,804165.737734,58424.204445,5056.23967004
"2720",0,0,0,0,0,0,0,0,0,0,144.076700484,0,0,0,0,138.819927325,0,0
"2721",634.11486811,0,3313.99074239,0,0,0,0,0,0,1710864950,5075.96105024,11164.0264711,978.429199708,0,46792.8155411,203962.131017,18417.4476073,0
"2722",24370.2176435,393552062.4,8225.97118153,0,10340.2867046,0,0,8350.13244298,839.134943056,5359200000,12937.713374,30873.659029,36000.3223047,11826.247716,139626.084794,692604.443149,61543.5490195,6201.49489404
"2723",0,0,12794.9635709,0,0,0,0,0,0,5913202539,22395.7265762,14095.4270816,0,0,63744.9538832,388273.318674,34501.2485251,0
"2724",0,0,7001.69060692,3151.771015,0,0,1721.59308557,7465.29404445,0,3708445846,8506.55373418,6882.0923406,8104.90954015,7160.83574946,46979.7807716,287382.205777,24149.3691563,4710.77143556
"2725",1511.52728111,877672660.7,0,0,0,0,12571.1058289,0,1702.56442413,541773247.3,13722.6979553,20183.0524555,3545.87223332,14554.1945706,83795.8779998,294672.216334,26853.7221923,20464.4198528
"2726",0,0,0,0,0,0,0,2235.87174125,0,2833730000,22606.2412351,39305.0982668,2354.76091086,3183.32405749,225612.048767,514358.771602,30430.3013549,0
"2727",0,1433721917,5998.12693933,727.331772695,0,0,2459.41869371,1493.05880891,313.419314175,2250644313,7286.614976,5895.57259367,2073.91222826,3061.47040298,40245.9324914,246183.729991,20687.3691348,6281.02858073
"2728",0,183290000,0,0,0,0,0,0,0,1446466998,0,26870.2360611,2543.36151267,0,152896.704683,292203.453893,17461.8145078,4726.11480146
"2729",0,590999999.9,984.527957098,0,0,0,0,0,235.342215845,319755418.2,593.037276826,41907.631158,4819.07209374,3714.99774321,313487.759653,1226326.66352,117990.940949,0
"2730",15983.3739444,0,90500.2042399,6110.80277743,956.016068821,0,1405.85917713,5217.03406293,4581.84377793,34275411.55,101713.520261,910996.631094,35713.2634579,60642.1220733,0,126733.339151,689307.590757,20479.8308064
"2731",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2732",0,31827861.62,14170.5419986,0,2883.80080184,0,862.421348733,0,11428.8099787,1028400000,28576.6776508,48146.3123839,6764.74459365,229.642419093,43568.4448105,182296.183124,43542.8912467,0
"2733",0,0,0,0,0,0,2794.03109543,0,836.538799092,1192950198,0,123881.272047,4115.61482436,3334.20827455,166756.149757,1095827.3028,228230.377278,10398.0253673
"2734",10584.1397873,27845736.73,56224.693125,0,2390.55167956,0,1037.74040603,0,3554.6751018,4072500000,215.852082081,81976.4169677,2191.20555264,7129.0548603,70897.8090517,304350.138924,105973.724071,0
"2735",0,16239299.55,0,0,10307.5705476,0,269.454608752,9886.43429149,3291.6853277,566020000,0,58332.5615512,7093.74108527,10699.8225574,145404.844895,790150.35928,139593.672781,28487.5322457
"2736",0,13888874.62,0,236.191420223,12460.3516394,0,1347.27304371,1520.98989097,60726.3271258,3074500000,0,114824.897935,30939.1032367,13157.9310297,286226.765469,1603066.81303,283204.482672,15828.6938562
"2737",0,0,34368.6551875,0,1201.7683688,0,0,0,1374.31374138,2261424811,63417.4357242,110487.169234,913.662356788,3534.24035953,148798.940914,781087.913522,162635.308828,6617.8565393
"2738",0,0,21844.6104786,0,1263.5688111,0,8275.1381795,0,5177.04692336,1626595335,44075.991557,65268.1233723,5079.6070366,11272.2215492,59062.272722,239773.963648,57271.9156457,2768.72421778
"2739",1622.06535956,155170000,30102.7996421,0,93854.5786988,0,0,0,6184.4118362,100494987,118653.96606,138369.5251,0,0,186349.590935,337753.334104,70325.7813141,0
"2740",23561.3247384,0,42630.0327174,7465.90498588,39228.6182158,0,31537.0641412,18678.4720206,37046.3646108,183694256.4,289747.656405,206225.145219,48788.6433263,147063.692961,212192.075562,434837.32873,47542.6829863,34517.7296887
"2741",0,0,0,0,0,0,0,0,0,1641715899,0,117645.70982,0,0,106459.671834,597681.29294,142760.923981,0
"2742",709.257825033,252300000,0,0,36292.9465353,0,0,0,11933.8142133,2597500000,0,100595.134198,0,11447.251793,93226.9879794,485034.588649,122656.558997,9460.65089968
"2743",14185.1565005,83624622.67,0,0,3600.98347314,0,3543.68437851,1453.17797633,4504.19284436,852270000.2,0,137736.90249,589.368972011,0,127648.285753,366116.892497,92584.4048661,3153.5502999
"2744",0,63082685.78,97741.8041297,0,0,0,1749.41380714,0,0,261165675.9,7159.01648524,129564.765393,589.368972011,2966.78558071,120074.72324,386515.59467,97742.8692002,0
"2745",0,22173636.89,0,0,0,0,0,0,0,805550000,0,108054.240635,0,7937.14329573,100139.742252,181442.826872,45883.6468541,22074.8520994
"2746",1338.7383892,6664680,0,0,0,0,0,6640.40702453,0,4356000,0,107.037378074,26487.6987245,17948.3685815,0,806042.616001,47560.1118978,19041.8118479
"2747",13837.5493728,0,16905.3702774,6270.0424875,6682.72728952,0,20578.1976432,12542.9910465,16571.5331202,0,53355.8047564,442802.429793,45461.7776188,109372.369664,0,302853.136409,1621253.15349,12316.2596236
"2748",0,478800000.1,0,0,0,0,0,0,0,0,0,17199.2785902,0,0,174437.170946,953743.33653,55696.0732122,0
"2749",0,0,587.015751997,0,0,0,470.570011828,0,2022.16886568,283020000,289.74511911,44100.4018529,6881.40012842,0,309468.713978,638513.48559,51519.5301271,6345.05245575
"2750",1064.86429899,0,62849.6648994,0,0,0,2117.5650532,0,1099.7760497,525545012.4,31048.0775156,34340.3492471,20291.5025555,2736.2241501,240958.399441,813519.388816,65645.8001922,0
"2751",6290.76500157,0,17202.4417057,0,1322.28739124,0,7914.44423087,137541.136567,2714.14345142,761269999.8,26913.193462,79531.758817,2329.46226545,8172.18733954,401579.629298,1198050.98399,87016.2987354,6741.65289341
"2752",0,1346500000,0,0,4719.58358413,0,808.363826253,9125.93934597,4365.24109623,0,0,13342.6616197,1248.18214958,0,78239.3164983,692790.406078,60229.1559288,0
"2753",0,659679999.9,0,0,12270.917319,0,2466.54603391,3802.47472751,11301.3345951,1061100000,14480.6409635,16839.897365,6002.75834669,14929.2299947,98746.5692751,890687.8087,77433.7728115,0
"2754",0,100339834.7,10941.6611306,0,4042.56745617,0,0,0,1470.07305896,1.752e+09,1338.26445036,19697.9242742,493.248451256,896.808868944,115505.543972,611707.810772,53180.0948806,0
"2755",0,447039999.9,22342.2643,2834.29704264,0,0,26563.8351176,0,4697.84216673,2.84e+09,0,37070.1682403,14484.9373438,14776.0420545,217235.456041,1081411.44843,94116.1003549,18283.2734948
