Azone,CNST_offc_off,RET_stor_off,SERV_site_li,ENGY_offc_off,MFG_food_hi,FIRE_real_off,SERV_bus_off,HLTH_care_inst,CNST_res_xxx,MFG_hvtw_li,WHSL_offc_off,HOSP_acc_acc,SERV_stor_ret,UTL_othr_off_li,HOSP_eat_ret_acc,RET_auto_ret,MFG_lvtw_hi,FIRE_fnin_off,MFG_htec_hi,INFO_info_off,MFG_hvtw_hi,MFG_wdppr_hi,CNST_othr_xxx,K12_k12_off,ENGY_elec_hi,SERV_tech_off,CNST_main_xxx,GOV_offc_off,no_industry,MFG_htec_li,RES_offc_off,TRNS_trns_off,RES_agmin_ag,K12_k12_k12,CNST_nres_xxx,ENT_ent_ret,GOV_admn_gov,HLTH_othr_off_li,MFG_offc_off,ENGY_ngas_hi,HLTH_hosp_hosp,RES_forst_log,HIED_hied_off_inst,MFG_food_li,RET_stor_ret,INFO_info_off_li,ENGY_ptrl_hi,RET_nstor_off,SERV_home_xxx,SERV_nonp_off_inst,WHSL_whsl_ware,UTL_othr_off,TRNS_trns_ware,Total
22.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,5.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,4.0,60.0
23.0,9.0,2.0,5.0,1.0,1.0,8.0,11.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,15.0,4.0,1.0,5.0,1.0,2.0,4.0,4.0,1.0,1.0,0.0,7.0,1.0,9.0,1.0,1.0,3.0,3.0,2.0,4.0,1.0,8.0,4.0,7.0,5.0,0.0,5.0,0.0,2.0,1.0,5.0,0.0,0.0,3.0,6.0,9.0,2.0,2.0,1.0,177.0
24.0,2.0,0.0,2.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,3.0,1.0,7.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,5.0,0.0,4.0,0.0,1.0,3.0,2.0,4.0,2.0,0.0,3.0,3.0,3.0,8.0,0.0,2.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,94.0
25.0,72.0,91.0,151.0,35.0,38.0,260.0,266.0,104.0,77.0,73.0,37.0,51.0,82.0,54.0,129.0,150.0,36.0,182.0,9.0,98.0,83.0,81.0,159.0,52.0,13.0,374.0,55.0,186.0,32.0,8.0,56.0,65.0,266.0,118.0,119.0,122.0,214.0,230.0,305.0,3.0,124.0,20.0,69.0,45.0,181.0,27.0,22.0,55.0,66.0,222.0,226.0,20.0,222.0,5835.0
26.0,24.0,26.0,20.0,8.0,6.0,53.0,72.0,37.0,14.0,16.0,5.0,11.0,26.0,6.0,45.0,30.0,7.0,54.0,0.0,35.0,10.0,11.0,21.0,13.0,2.0,134.0,6.0,72.0,6.0,1.0,21.0,10.0,51.0,35.0,28.0,35.0,31.0,82.0,91.0,1.0,43.0,5.0,21.0,11.0,51.0,1.0,5.0,12.0,18.0,57.0,80.0,4.0,37.0,1501.0
27.0,9.0,2.0,3.0,1.0,0.0,6.0,8.0,4.0,1.0,0.0,3.0,1.0,7.0,3.0,22.0,4.0,2.0,11.0,0.0,2.0,2.0,2.0,6.0,3.0,1.0,9.0,1.0,3.0,1.0,0.0,4.0,6.0,3.0,1.0,0.0,5.0,2.0,5.0,5.0,0.0,2.0,0.0,1.0,0.0,20.0,1.0,1.0,1.0,3.0,6.0,4.0,0.0,3.0,190.0
28.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,4.0,1.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,55.0
29.0,198.0,134.0,111.0,61.0,22.0,280.0,371.0,195.0,36.0,49.0,68.0,79.0,213.0,31.0,504.0,241.0,17.0,320.0,4.0,143.0,41.0,34.0,83.0,114.0,9.0,503.0,40.0,286.0,31.0,5.0,150.0,121.0,164.0,101.0,74.0,163.0,124.0,445.0,383.0,3.0,252.0,18.0,133.0,25.0,590.0,8.0,25.0,105.0,130.0,291.0,182.0,38.0,127.0,7875.0
30.0,9.0,7.0,4.0,2.0,1.0,18.0,24.0,10.0,3.0,2.0,8.0,6.0,18.0,1.0,50.0,18.0,5.0,17.0,0.0,7.0,5.0,3.0,9.0,6.0,0.0,28.0,2.0,19.0,1.0,0.0,16.0,12.0,7.0,5.0,5.0,14.0,7.0,22.0,16.0,0.0,12.0,1.0,8.0,4.0,67.0,3.0,2.0,14.0,11.0,14.0,13.0,2.0,7.0,545.0
31.0,33.0,31.0,15.0,12.0,1.0,57.0,45.0,20.0,2.0,6.0,16.0,2.0,12.0,3.0,38.0,20.0,2.0,57.0,0.0,15.0,3.0,4.0,3.0,18.0,1.0,69.0,3.0,36.0,2.0,0.0,26.0,16.0,16.0,16.0,2.0,23.0,16.0,41.0,70.0,0.0,17.0,3.0,18.0,7.0,40.0,2.0,1.0,9.0,11.0,36.0,26.0,6.0,12.0,940.0
32.0,17.0,6.0,7.0,6.0,8.0,23.0,18.0,6.0,0.0,0.0,3.0,2.0,12.0,3.0,30.0,8.0,1.0,15.0,1.0,6.0,2.0,2.0,3.0,7.0,0.0,37.0,1.0,19.0,1.0,0.0,14.0,12.0,13.0,19.0,1.0,8.0,11.0,24.0,25.0,0.0,9.0,0.0,12.0,2.0,23.0,2.0,1.0,7.0,5.0,27.0,10.0,7.0,3.0,479.0
33.0,11.0,4.0,8.0,10.0,1.0,26.0,50.0,22.0,4.0,7.0,1.0,14.0,50.0,4.0,122.0,40.0,2.0,38.0,0.0,9.0,2.0,4.0,12.0,15.0,2.0,34.0,4.0,27.0,6.0,0.0,14.0,24.0,11.0,11.0,14.0,19.0,20.0,29.0,30.0,0.0,12.0,1.0,6.0,3.0,159.0,3.0,2.0,28.0,26.0,48.0,27.0,4.0,18.0,1038.0
34.0,16.0,17.0,1.0,12.0,0.0,45.0,36.0,17.0,3.0,2.0,16.0,6.0,13.0,1.0,41.0,12.0,0.0,44.0,0.0,14.0,2.0,3.0,6.0,8.0,2.0,65.0,1.0,25.0,4.0,1.0,23.0,12.0,8.0,9.0,5.0,9.0,4.0,28.0,55.0,1.0,27.0,0.0,13.0,2.0,22.0,2.0,1.0,5.0,7.0,29.0,26.0,6.0,9.0,716.0
35.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,36.0
36.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,18.0
37.0,1.0,0.0,1.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,49.0
38.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,28.0
39.0,20.0,15.0,3.0,5.0,1.0,21.0,28.0,8.0,2.0,1.0,6.0,4.0,13.0,1.0,25.0,11.0,2.0,18.0,0.0,9.0,2.0,0.0,2.0,10.0,0.0,42.0,0.0,22.0,3.0,1.0,10.0,14.0,3.0,4.0,2.0,6.0,10.0,21.0,31.0,0.0,12.0,0.0,7.0,1.0,31.0,0.0,0.0,10.0,4.0,19.0,8.0,1.0,4.0,473.0
40.0,21.0,8.0,9.0,4.0,2.0,13.0,34.0,8.0,3.0,3.0,7.0,2.0,17.0,3.0,45.0,22.0,3.0,27.0,1.0,15.0,3.0,5.0,13.0,10.0,1.0,30.0,3.0,20.0,3.0,0.0,14.0,15.0,11.0,19.0,5.0,14.0,6.0,29.0,33.0,0.0,20.0,0.0,17.0,1.0,51.0,1.0,3.0,5.0,6.0,26.0,16.0,0.0,7.0,634.0
41.0,2.0,0.0,2.0,0.0,0.0,4.0,8.0,3.0,1.0,1.0,0.0,1.0,2.0,0.0,14.0,9.0,0.0,3.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,6.0,3.0,2.0,0.0,0.0,1.0,4.0,5.0,2.0,0.0,1.0,2.0,3.0,11.0,1.0,0.0,0.0,2.0,0.0,15.0,2.0,1.0,2.0,4.0,4.0,2.0,0.0,5.0,136.0
42.0,27.0,7.0,5.0,13.0,6.0,27.0,48.0,30.0,11.0,5.0,12.0,12.0,23.0,2.0,86.0,32.0,1.0,44.0,0.0,12.0,8.0,3.0,10.0,21.0,1.0,52.0,3.0,53.0,4.0,2.0,15.0,26.0,19.0,11.0,14.0,23.0,10.0,36.0,52.0,0.0,18.0,1.0,15.0,2.0,60.0,0.0,2.0,25.0,15.0,46.0,32.0,10.0,12.0,1004.0
43.0,65.0,71.0,36.0,26.0,7.0,107.0,197.0,72.0,13.0,11.0,25.0,36.0,56.0,7.0,270.0,76.0,4.0,127.0,4.0,57.0,12.0,18.0,38.0,63.0,1.0,208.0,10.0,170.0,12.0,2.0,76.0,59.0,61.0,151.0,25.0,66.0,43.0,288.0,168.0,0.0,231.0,4.0,78.0,12.0,122.0,3.0,8.0,38.0,64.0,135.0,89.0,19.0,44.0,3585.0
44.0,182.0,115.0,113.0,42.0,33.0,265.0,288.0,117.0,52.0,58.0,71.0,50.0,79.0,37.0,282.0,131.0,26.0,235.0,6.0,186.0,66.0,58.0,87.0,70.0,14.0,415.0,37.0,287.0,25.0,8.0,162.0,77.0,186.0,3547.0,83.0,162.0,164.0,232.0,340.0,1.0,129.0,19.0,821.0,32.0,240.0,19.0,18.0,64.0,81.0,229.0,205.0,32.0,154.0,10432.0
45.0,6.0,8.0,4.0,2.0,1.0,3.0,10.0,6.0,1.0,2.0,1.0,0.0,0.0,1.0,7.0,4.0,0.0,8.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,12.0,1.0,10.0,2.0,0.0,6.0,4.0,4.0,5.0,3.0,6.0,1.0,10.0,10.0,0.0,5.0,0.0,3.0,0.0,5.0,0.0,1.0,1.0,2.0,7.0,7.0,2.0,4.0,182.0
46.0,6.0,1.0,13.0,4.0,5.0,12.0,19.0,5.0,1.0,0.0,6.0,4.0,5.0,5.0,15.0,10.0,2.0,16.0,0.0,7.0,6.0,4.0,4.0,2.0,0.0,11.0,2.0,18.0,2.0,0.0,4.0,0.0,12.0,18.0,4.0,9.0,11.0,18.0,16.0,0.0,11.0,0.0,9.0,1.0,15.0,1.0,0.0,6.0,3.0,11.0,9.0,0.0,8.0,351.0
47.0,15.0,26.0,5.0,10.0,1.0,43.0,37.0,15.0,2.0,3.0,15.0,7.0,15.0,2.0,35.0,16.0,1.0,61.0,1.0,16.0,5.0,4.0,8.0,8.0,0.0,61.0,4.0,41.0,1.0,0.0,18.0,8.0,15.0,13.0,9.0,26.0,12.0,42.0,58.0,0.0,14.0,1.0,14.0,1.0,32.0,3.0,1.0,14.0,11.0,36.0,19.0,6.0,12.0,823.0
48.0,6.0,5.0,3.0,2.0,1.0,12.0,10.0,2.0,1.0,2.0,5.0,5.0,3.0,1.0,8.0,3.0,0.0,14.0,0.0,7.0,2.0,2.0,4.0,6.0,0.0,21.0,2.0,12.0,0.0,0.0,7.0,2.0,3.0,1.0,0.0,8.0,0.0,11.0,22.0,0.0,5.0,0.0,5.0,0.0,18.0,0.0,0.0,3.0,5.0,5.0,7.0,2.0,1.0,244.0
49.0,45.0,25.0,17.0,17.0,2.0,62.0,60.0,37.0,4.0,1.0,19.0,13.0,28.0,5.0,59.0,38.0,3.0,83.0,1.0,24.0,6.0,9.0,7.0,28.0,0.0,113.0,1.0,65.0,2.0,0.0,33.0,28.0,15.0,20.0,5.0,23.0,14.0,58.0,76.0,0.0,34.0,1.0,19.0,3.0,83.0,2.0,1.0,19.0,21.0,43.0,37.0,11.0,18.0,1338.0
50.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,22.0
51.0,13.0,5.0,10.0,3.0,3.0,17.0,25.0,11.0,4.0,1.0,0.0,1.0,10.0,1.0,35.0,14.0,2.0,18.0,1.0,7.0,2.0,3.0,2.0,7.0,0.0,22.0,1.0,22.0,1.0,0.0,13.0,12.0,5.0,4.0,2.0,15.0,9.0,13.0,20.0,0.0,8.0,0.0,4.0,2.0,38.0,3.0,1.0,9.0,9.0,15.0,10.0,0.0,14.0,447.0
52.0,3.0,4.0,2.0,2.0,1.0,4.0,8.0,1.0,1.0,2.0,3.0,2.0,5.0,1.0,14.0,7.0,1.0,9.0,1.0,3.0,0.0,2.0,0.0,4.0,0.0,10.0,3.0,4.0,0.0,0.0,4.0,3.0,2.0,5.0,0.0,7.0,7.0,6.0,8.0,0.0,3.0,1.0,2.0,2.0,16.0,0.0,1.0,0.0,1.0,9.0,9.0,0.0,4.0,187.0
53.0,0.0,2.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,38.0
54.0,6.0,7.0,7.0,8.0,0.0,8.0,15.0,4.0,3.0,2.0,2.0,5.0,5.0,0.0,30.0,12.0,1.0,7.0,2.0,6.0,1.0,3.0,1.0,1.0,0.0,19.0,3.0,13.0,0.0,0.0,6.0,5.0,1.0,16.0,2.0,5.0,3.0,12.0,22.0,0.0,5.0,0.0,6.0,0.0,22.0,0.0,0.0,4.0,9.0,16.0,8.0,3.0,3.0,319.0
55.0,33.0,18.0,11.0,13.0,4.0,39.0,39.0,20.0,2.0,7.0,11.0,14.0,29.0,0.0,91.0,27.0,2.0,47.0,1.0,24.0,9.0,5.0,11.0,22.0,0.0,64.0,2.0,42.0,3.0,0.0,23.0,15.0,19.0,18.0,11.0,18.0,16.0,50.0,68.0,0.0,21.0,0.0,11.0,2.0,101.0,3.0,1.0,24.0,18.0,32.0,32.0,4.0,12.0,1089.0
56.0,17.0,7.0,3.0,6.0,1.0,18.0,35.0,10.0,2.0,3.0,5.0,5.0,12.0,4.0,68.0,27.0,2.0,21.0,0.0,3.0,3.0,5.0,8.0,11.0,0.0,28.0,3.0,22.0,5.0,0.0,12.0,14.0,5.0,19.0,8.0,22.0,11.0,22.0,27.0,0.0,9.0,0.0,6.0,2.0,81.0,2.0,1.0,12.0,18.0,29.0,19.0,5.0,15.0,673.0
57.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,42.0
58.0,1.0,0.0,2.0,1.0,1.0,3.0,5.0,3.0,1.0,1.0,0.0,1.0,3.0,1.0,7.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,12.0,0.0,2.0,5.0,3.0,5.0,0.0,2.0,0.0,7.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,90.0
59.0,1.0,1.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,5.0,0.0,5.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,7.0,4.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,15.0,3.0,0.0,1.0,4.0,4.0,5.0,0.0,2.0,109.0
60.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0
61.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,49.0
62.0,8.0,2.0,4.0,2.0,2.0,9.0,9.0,11.0,3.0,0.0,1.0,5.0,14.0,2.0,41.0,18.0,1.0,14.0,0.0,7.0,3.0,1.0,6.0,6.0,0.0,17.0,1.0,9.0,1.0,0.0,5.0,11.0,5.0,24.0,4.0,5.0,7.0,8.0,12.0,0.0,2.0,0.0,7.0,1.0,43.0,2.0,0.0,8.0,11.0,12.0,7.0,3.0,5.0,379.0
63.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,9.0,0.0,3.0,3.0,3.0,6.0,0.0,2.0,1.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,3.0,78.0
64.0,11.0,15.0,8.0,2.0,3.0,25.0,26.0,9.0,4.0,2.0,1.0,8.0,9.0,5.0,51.0,23.0,2.0,18.0,2.0,10.0,8.0,3.0,9.0,6.0,0.0,30.0,1.0,21.0,1.0,0.0,7.0,10.0,8.0,8.0,6.0,13.0,14.0,17.0,30.0,0.0,12.0,2.0,6.0,2.0,47.0,2.0,4.0,10.0,15.0,14.0,13.0,2.0,8.0,563.0
65.0,121.0,66.0,19.0,33.0,5.0,150.0,124.0,59.0,7.0,4.0,38.0,24.0,50.0,5.0,174.0,43.0,6.0,164.0,2.0,67.0,5.0,7.0,7.0,40.0,1.0,262.0,4.0,167.0,15.0,0.0,102.0,38.0,17.0,61.0,7.0,68.0,19.0,122.0,193.0,0.0,58.0,4.0,55.0,8.0,100.0,1.0,1.0,29.0,26.0,130.0,59.0,20.0,15.0,2802.0
66.0,0.0,1.0,2.0,1.0,0.0,2.0,6.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,9.0,1.0,0.0,3.0,0.0,3.0,1.0,2.0,3.0,1.0,0.0,6.0,4.0,5.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,1.0,1.0,11.0,0.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,100.0
67.0,5.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,2.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,3.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,4.0,5.0,0.0,2.0,0.0,2.0,0.0,7.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,2.0,75.0
68.0,18.0,10.0,13.0,5.0,3.0,13.0,19.0,13.0,5.0,2.0,8.0,2.0,8.0,0.0,25.0,18.0,0.0,22.0,0.0,10.0,6.0,3.0,4.0,8.0,0.0,37.0,1.0,22.0,6.0,0.0,10.0,9.0,8.0,116.0,4.0,10.0,10.0,20.0,37.0,0.0,7.0,0.0,35.0,3.0,24.0,3.0,0.0,7.0,10.0,22.0,10.0,1.0,11.0,638.0
69.0,35.0,22.0,6.0,14.0,2.0,38.0,44.0,15.0,1.0,4.0,20.0,8.0,23.0,4.0,55.0,32.0,3.0,54.0,0.0,22.0,5.0,5.0,17.0,15.0,0.0,77.0,4.0,49.0,5.0,0.0,23.0,13.0,12.0,41.0,4.0,30.0,12.0,37.0,75.0,1.0,15.0,1.0,23.0,5.0,65.0,1.0,2.0,12.0,20.0,39.0,22.0,7.0,6.0,1045.0
70.0,2.0,4.0,1.0,1.0,1.0,8.0,2.0,5.0,0.0,1.0,1.0,1.0,3.0,0.0,4.0,1.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,9.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,6.0,3.0,1.0,2.0,106.0
71.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,18.0
72.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,7.0,1.0,2.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,7.0,4.0,0.0,0.0,75.0
73.0,14.0,6.0,4.0,1.0,3.0,10.0,24.0,3.0,2.0,1.0,2.0,3.0,7.0,1.0,47.0,9.0,1.0,12.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,19.0,4.0,16.0,1.0,0.0,6.0,10.0,8.0,35.0,4.0,8.0,3.0,11.0,18.0,0.0,5.0,0.0,11.0,2.0,26.0,0.0,0.0,4.0,4.0,15.0,11.0,4.0,1.0,382.0
74.0,15.0,19.0,7.0,9.0,4.0,17.0,30.0,15.0,5.0,3.0,5.0,2.0,12.0,2.0,39.0,26.0,1.0,29.0,1.0,8.0,5.0,7.0,10.0,8.0,0.0,38.0,9.0,21.0,2.0,0.0,2.0,10.0,12.0,12.0,6.0,10.0,11.0,14.0,28.0,0.0,12.0,2.0,13.0,2.0,44.0,0.0,0.0,10.0,12.0,22.0,18.0,4.0,9.0,602.0
75.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,2.0,2.0,1.0,6.0,3.0,1.0,1.0,3.0,5.0,0.0,3.0,0.0,4.0,0.0,5.0,1.0,0.0,2.0,3.0,5.0,2.0,0.0,1.0,85.0
76.0,32.0,19.0,12.0,6.0,2.0,38.0,57.0,22.0,6.0,4.0,12.0,7.0,18.0,1.0,75.0,18.0,0.0,68.0,0.0,21.0,1.0,3.0,6.0,17.0,3.0,72.0,1.0,51.0,4.0,0.0,21.0,13.0,15.0,52.0,12.0,22.0,4.0,29.0,59.0,0.0,24.0,1.0,21.0,2.0,59.0,2.0,2.0,17.0,11.0,51.0,24.0,8.0,10.0,1035.0
77.0,5.0,2.0,0.0,1.0,0.0,6.0,4.0,5.0,0.0,0.0,1.0,2.0,6.0,1.0,7.0,6.0,0.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,4.0,4.0,5.0,1.0,0.0,4.0,6.0,5.0,0.0,6.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,2.0,8.0,2.0,1.0,1.0,129.0
78.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,35.0
79.0,17.0,3.0,1.0,6.0,1.0,12.0,16.0,13.0,3.0,4.0,3.0,2.0,7.0,3.0,38.0,19.0,0.0,13.0,0.0,7.0,5.0,1.0,2.0,3.0,0.0,22.0,0.0,13.0,2.0,0.0,15.0,10.0,7.0,1.0,2.0,8.0,3.0,14.0,20.0,1.0,9.0,1.0,2.0,0.0,41.0,0.0,3.0,14.0,4.0,9.0,9.0,3.0,4.0,396.0
80.0,36.0,80.0,36.0,21.0,6.0,55.0,111.0,73.0,13.0,15.0,19.0,14.0,32.0,20.0,118.0,47.0,4.0,81.0,1.0,22.0,17.0,12.0,44.0,55.0,5.0,120.0,12.0,93.0,12.0,3.0,47.0,33.0,78.0,44.0,23.0,33.0,67.0,374.0,69.0,1.0,328.0,3.0,18.0,8.0,96.0,4.0,6.0,25.0,19.0,70.0,60.0,13.0,53.0,2649.0
81.0,14.0,16.0,3.0,7.0,0.0,19.0,16.0,13.0,0.0,1.0,5.0,2.0,11.0,0.0,20.0,10.0,1.0,23.0,1.0,10.0,3.0,2.0,3.0,11.0,0.0,36.0,3.0,24.0,4.0,0.0,8.0,5.0,4.0,13.0,2.0,6.0,4.0,17.0,29.0,0.0,8.0,0.0,11.0,1.0,22.0,1.0,0.0,7.0,8.0,16.0,12.0,1.0,4.0,437.0
82.0,5.0,6.0,3.0,1.0,1.0,7.0,12.0,6.0,1.0,1.0,4.0,1.0,2.0,0.0,16.0,10.0,0.0,12.0,1.0,5.0,2.0,3.0,4.0,1.0,0.0,23.0,0.0,9.0,1.0,0.0,5.0,3.0,5.0,10.0,0.0,7.0,4.0,10.0,13.0,0.0,5.0,1.0,13.0,1.0,13.0,0.0,1.0,2.0,1.0,14.0,7.0,0.0,7.0,259.0
