Azone,CNST_offc_off,RET_stor_off,SERV_site_li,ENGY_offc_off,MFG_food_hi,FIRE_real_off,SERV_bus_off,HLTH_care_inst,CNST_res_xxx,MFG_hvtw_li,WHSL_offc_off,HOSP_acc_acc,SERV_stor_ret,UTL_othr_off_li,HOSP_eat_ret_acc,RET_auto_ret,MFG_lvtw_hi,FIRE_fnin_off,MFG_htec_hi,INFO_info_off,MFG_hvtw_hi,MFG_wdppr_hi,CNST_othr_xxx,K12_k12_off,ENGY_elec_hi,SERV_tech_off,CNST_main_xxx,GOV_offc_off,no_industry,MFG_htec_li,RES_offc_off,TRNS_trns_off,RES_agmin_ag,K12_k12_k12,CNST_nres_xxx,ENT_ent_ret,GOV_admn_gov,HLTH_othr_off_li,MFG_offc_off,ENGY_ngas_hi,HLTH_hosp_hosp,RES_forst_log,HIED_hied_off_inst,MFG_food_li,RET_stor_ret,INFO_info_off_li,ENGY_ptrl_hi,RET_nstor_off,SERV_home_xxx,SERV_nonp_off_inst,WHSL_whsl_ware,UTL_othr_off,TRNS_trns_ware,Total
252.0,12.0,38.0,29.0,13.0,9.0,31.0,74.0,31.0,13.0,14.0,7.0,8.0,35.0,10.0,70.0,39.0,5.0,47.0,2.0,17.0,16.0,10.0,18.0,31.0,1.0,58.0,8.0,41.0,6.0,1.0,20.0,19.0,33.0,42.0,21.0,17.0,30.0,151.0,45.0,0.0,107.0,5.0,20.0,3.0,81.0,4.0,3.0,19.0,20.0,47.0,38.0,9.0,35.0,1463.0
253.0,27.0,19.0,11.0,13.0,2.0,29.0,37.0,19.0,10.0,5.0,3.0,12.0,27.0,3.0,61.0,26.0,1.0,32.0,1.0,13.0,6.0,2.0,9.0,11.0,2.0,54.0,2.0,38.0,6.0,1.0,15.0,21.0,12.0,13.0,9.0,18.0,19.0,27.0,28.0,0.0,17.0,3.0,14.0,3.0,80.0,2.0,3.0,14.0,15.0,26.0,18.0,8.0,18.0,865.0
254.0,1.0,0.0,1.0,0.0,0.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,2.0,2.0,2.0,6.0,2.0,3.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,74.0
255.0,2.0,0.0,3.0,0.0,0.0,3.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,6.0,3.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,59.0
256.0,13.0,2.0,7.0,1.0,1.0,24.0,23.0,6.0,3.0,5.0,4.0,9.0,16.0,3.0,42.0,25.0,0.0,22.0,0.0,12.0,4.0,4.0,5.0,10.0,0.0,23.0,1.0,15.0,2.0,1.0,10.0,14.0,10.0,20.0,6.0,10.0,12.0,19.0,16.0,1.0,10.0,1.0,7.0,3.0,71.0,5.0,1.0,10.0,15.0,18.0,14.0,2.0,5.0,563.0
257.0,11.0,4.0,6.0,3.0,0.0,15.0,24.0,11.0,1.0,4.0,3.0,5.0,15.0,2.0,34.0,15.0,1.0,19.0,0.0,6.0,5.0,1.0,4.0,5.0,0.0,26.0,3.0,17.0,1.0,1.0,15.0,11.0,16.0,21.0,2.0,8.0,6.0,14.0,30.0,0.0,4.0,1.0,8.0,1.0,34.0,2.0,2.0,3.0,2.0,14.0,8.0,0.0,9.0,453.0
258.0,117.0,104.0,67.0,37.0,25.0,169.0,202.0,63.0,40.0,35.0,53.0,36.0,54.0,30.0,128.0,85.0,17.0,179.0,7.0,77.0,29.0,36.0,70.0,40.0,7.0,249.0,34.0,156.0,18.0,2.0,98.0,42.0,141.0,72.0,55.0,88.0,106.0,158.0,239.0,1.0,101.0,12.0,43.0,13.0,120.0,11.0,15.0,33.0,36.0,137.0,136.0,19.0,91.0,3933.0
259.0,3.0,0.0,3.0,1.0,2.0,7.0,9.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,9.0,5.0,0.0,7.0,0.0,4.0,2.0,1.0,1.0,4.0,0.0,16.0,1.0,12.0,1.0,0.0,4.0,1.0,0.0,47.0,1.0,3.0,2.0,10.0,9.0,0.0,3.0,0.0,9.0,1.0,15.0,1.0,0.0,1.0,2.0,6.0,2.0,0.0,4.0,216.0
260.0,2.0,2.0,0.0,1.0,0.0,4.0,3.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,5.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,4.0,2.0,0.0,3.0,4.0,2.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,3.0,75.0
261.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,40.0
262.0,1.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
263.0,1.0,2.0,2.0,0.0,1.0,7.0,7.0,3.0,1.0,3.0,0.0,0.0,0.0,2.0,9.0,5.0,2.0,5.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,2.0,7.0,0.0,1.0,3.0,5.0,5.0,4.0,0.0,6.0,0.0,1.0,1.0,16.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,129.0
264.0,117.0,81.0,35.0,34.0,13.0,154.0,176.0,62.0,19.0,15.0,63.0,25.0,55.0,10.0,174.0,68.0,8.0,158.0,1.0,57.0,19.0,17.0,22.0,56.0,3.0,273.0,17.0,182.0,13.0,2.0,101.0,69.0,73.0,64.0,30.0,79.0,51.0,157.0,232.0,2.0,72.0,1.0,80.0,11.0,149.0,6.0,2.0,38.0,36.0,144.0,90.0,23.0,45.0,3484.0
265.0,12.0,10.0,7.0,1.0,3.0,17.0,26.0,10.0,1.0,2.0,6.0,6.0,9.0,4.0,28.0,14.0,3.0,22.0,1.0,10.0,4.0,7.0,11.0,8.0,1.0,32.0,1.0,19.0,4.0,0.0,12.0,9.0,14.0,32.0,1.0,14.0,10.0,30.0,24.0,0.0,16.0,2.0,14.0,2.0,20.0,1.0,2.0,8.0,9.0,17.0,15.0,2.0,14.0,547.0
266.0,2.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,9.0,7.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,6.0,1.0,10.0,0.0,0.0,3.0,2.0,3.0,3.0,2.0,0.0,4.0,3.0,8.0,0.0,1.0,0.0,1.0,2.0,8.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,2.0,108.0
267.0,12.0,12.0,44.0,2.0,15.0,33.0,58.0,18.0,19.0,17.0,3.0,13.0,18.0,12.0,26.0,51.0,10.0,13.0,1.0,9.0,23.0,26.0,35.0,15.0,7.0,40.0,19.0,20.0,4.0,3.0,11.0,10.0,62.0,30.0,30.0,23.0,56.0,43.0,23.0,1.0,29.0,9.0,16.0,25.0,51.0,7.0,7.0,12.0,15.0,28.0,44.0,3.0,73.0,1186.0
268.0,1.0,1.0,5.0,0.0,4.0,4.0,5.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,7.0,6.0,1.0,2.0,0.0,0.0,4.0,5.0,8.0,2.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,2.0,12.0,0.0,6.0,3.0,6.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,14.0,1.0,0.0,3.0,3.0,5.0,4.0,0.0,6.0,150.0
269.0,1.0,2.0,4.0,0.0,0.0,1.0,13.0,5.0,3.0,4.0,2.0,1.0,3.0,2.0,6.0,8.0,2.0,5.0,0.0,0.0,3.0,4.0,5.0,1.0,2.0,7.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,4.0,4.0,1.0,13.0,4.0,1.0,0.0,7.0,0.0,2.0,0.0,7.0,1.0,1.0,3.0,2.0,5.0,2.0,0.0,11.0,159.0
270.0,7.0,3.0,19.0,3.0,8.0,14.0,25.0,3.0,10.0,11.0,2.0,7.0,7.0,4.0,13.0,20.0,10.0,13.0,1.0,0.0,11.0,12.0,14.0,0.0,2.0,15.0,7.0,0.0,2.0,1.0,3.0,2.0,27.0,6.0,11.0,6.0,16.0,10.0,11.0,0.0,4.0,1.0,5.0,11.0,25.0,1.0,3.0,5.0,6.0,5.0,23.0,2.0,21.0,448.0
271.0,4.0,0.0,7.0,0.0,4.0,4.0,10.0,3.0,6.0,5.0,1.0,0.0,4.0,1.0,4.0,5.0,3.0,3.0,2.0,0.0,4.0,5.0,4.0,2.0,2.0,5.0,5.0,7.0,3.0,0.0,1.0,3.0,14.0,5.0,5.0,5.0,13.0,4.0,7.0,0.0,2.0,4.0,1.0,4.0,10.0,1.0,0.0,2.0,6.0,3.0,7.0,1.0,10.0,211.0
272.0,12.0,7.0,11.0,3.0,4.0,21.0,18.0,7.0,6.0,9.0,3.0,7.0,14.0,7.0,28.0,17.0,4.0,19.0,2.0,9.0,8.0,6.0,14.0,4.0,3.0,26.0,9.0,11.0,0.0,1.0,5.0,7.0,25.0,16.0,6.0,12.0,26.0,14.0,22.0,2.0,9.0,2.0,9.0,5.0,46.0,1.0,2.0,11.0,9.0,10.0,15.0,7.0,23.0,574.0
273.0,3.0,3.0,23.0,2.0,8.0,13.0,27.0,4.0,19.0,7.0,0.0,11.0,14.0,20.0,15.0,22.0,9.0,14.0,4.0,7.0,15.0,19.0,27.0,0.0,2.0,27.0,10.0,12.0,1.0,3.0,7.0,3.0,40.0,17.0,25.0,11.0,59.0,24.0,11.0,2.0,7.0,1.0,6.0,7.0,27.0,9.0,3.0,8.0,13.0,12.0,39.0,3.0,54.0,729.0
274.0,1.0,0.0,3.0,0.0,0.0,1.0,6.0,4.0,2.0,3.0,1.0,3.0,1.0,0.0,2.0,7.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,13.0,2.0,4.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,1.0,1.0,2.0,0.0,5.0,6.0,0.0,7.0,109.0
275.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,2.0,1.0,8.0,1.0,1.0,67.0
276.0,5.0,5.0,6.0,1.0,1.0,12.0,10.0,4.0,1.0,3.0,4.0,1.0,2.0,1.0,5.0,6.0,3.0,8.0,0.0,7.0,5.0,3.0,2.0,1.0,0.0,18.0,1.0,8.0,1.0,1.0,3.0,6.0,1.0,5.0,4.0,3.0,7.0,8.0,4.0,0.0,3.0,2.0,2.0,2.0,11.0,0.0,0.0,2.0,3.0,11.0,4.0,2.0,7.0,215.0
277.0,3.0,0.0,5.0,1.0,1.0,5.0,7.0,2.0,6.0,1.0,1.0,5.0,4.0,0.0,14.0,7.0,3.0,6.0,0.0,4.0,2.0,1.0,0.0,3.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,3.0,6.0,1.0,5.0,1.0,4.0,0.0,2.0,0.0,0.0,1.0,12.0,1.0,0.0,2.0,2.0,4.0,4.0,1.0,2.0,145.0
278.0,1.0,1.0,2.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,1.0,0.0,4.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,5.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,4.0,69.0
279.0,0.0,1.0,4.0,0.0,0.0,1.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,2.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,53.0
280.0,17.0,8.0,25.0,9.0,7.0,24.0,35.0,17.0,6.0,13.0,7.0,6.0,25.0,7.0,49.0,23.0,3.0,34.0,2.0,14.0,11.0,12.0,20.0,12.0,4.0,46.0,12.0,31.0,4.0,1.0,14.0,8.0,39.0,20.0,13.0,24.0,41.0,27.0,43.0,0.0,19.0,2.0,14.0,8.0,71.0,4.0,3.0,18.0,14.0,32.0,29.0,2.0,22.0,951.0
281.0,29.0,22.0,51.0,12.0,14.0,46.0,95.0,28.0,18.0,18.0,9.0,18.0,47.0,13.0,122.0,56.0,11.0,53.0,4.0,23.0,28.0,11.0,39.0,24.0,4.0,72.0,8.0,53.0,11.0,3.0,30.0,28.0,68.0,78.0,25.0,37.0,61.0,60.0,72.0,0.0,42.0,5.0,38.0,17.0,136.0,10.0,10.0,30.0,41.0,53.0,57.0,8.0,61.0,1909.0
282.0,12.0,8.0,14.0,3.0,2.0,16.0,23.0,11.0,5.0,2.0,4.0,4.0,13.0,1.0,13.0,9.0,1.0,17.0,1.0,15.0,6.0,6.0,5.0,1.0,1.0,26.0,4.0,13.0,3.0,2.0,11.0,7.0,12.0,37.0,1.0,8.0,12.0,18.0,19.0,0.0,9.0,2.0,10.0,2.0,27.0,0.0,2.0,5.0,6.0,19.0,15.0,2.0,6.0,471.0
283.0,34.0,31.0,39.0,8.0,15.0,81.0,95.0,40.0,35.0,27.0,11.0,29.0,40.0,25.0,81.0,82.0,19.0,79.0,3.0,22.0,23.0,34.0,50.0,16.0,8.0,102.0,29.0,67.0,7.0,1.0,33.0,24.0,98.0,67.0,36.0,45.0,89.0,88.0,88.0,2.0,56.0,5.0,24.0,26.0,130.0,14.0,8.0,28.0,28.0,69.0,71.0,11.0,92.0,2265.0
284.0,7.0,3.0,4.0,4.0,2.0,7.0,21.0,2.0,2.0,6.0,4.0,4.0,8.0,1.0,20.0,13.0,0.0,7.0,1.0,4.0,2.0,1.0,10.0,8.0,0.0,16.0,3.0,10.0,2.0,0.0,0.0,6.0,15.0,26.0,2.0,7.0,8.0,2.0,9.0,1.0,11.0,2.0,9.0,6.0,30.0,2.0,3.0,6.0,3.0,6.0,8.0,1.0,5.0,340.0
285.0,8.0,1.0,10.0,2.0,5.0,9.0,11.0,6.0,6.0,6.0,2.0,5.0,10.0,3.0,26.0,9.0,6.0,14.0,2.0,11.0,7.0,6.0,6.0,5.0,0.0,22.0,5.0,14.0,1.0,0.0,7.0,6.0,16.0,19.0,10.0,8.0,11.0,24.0,23.0,0.0,17.0,1.0,7.0,4.0,32.0,3.0,1.0,7.0,7.0,9.0,17.0,1.0,18.0,466.0
286.0,9.0,12.0,19.0,2.0,11.0,19.0,30.0,12.0,12.0,10.0,3.0,7.0,12.0,8.0,49.0,29.0,0.0,21.0,3.0,6.0,16.0,6.0,21.0,6.0,0.0,20.0,6.0,23.0,0.0,1.0,4.0,8.0,39.0,8.0,16.0,17.0,26.0,16.0,13.0,0.0,14.0,1.0,3.0,6.0,73.0,2.0,3.0,11.0,18.0,15.0,24.0,2.0,22.0,714.0
287.0,3.0,3.0,4.0,4.0,3.0,8.0,16.0,4.0,6.0,0.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,7.0,0.0,3.0,2.0,1.0,5.0,0.0,0.0,9.0,1.0,9.0,1.0,1.0,1.0,1.0,18.0,5.0,2.0,3.0,4.0,12.0,7.0,0.0,8.0,1.0,8.0,2.0,9.0,1.0,4.0,2.0,2.0,8.0,5.0,2.0,5.0,211.0
288.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,51.0
289.0,3.0,2.0,1.0,0.0,1.0,4.0,6.0,4.0,3.0,0.0,2.0,2.0,5.0,2.0,6.0,1.0,0.0,7.0,0.0,1.0,2.0,1.0,6.0,0.0,0.0,6.0,2.0,6.0,1.0,0.0,2.0,1.0,2.0,4.0,1.0,5.0,4.0,7.0,4.0,0.0,1.0,0.0,1.0,3.0,10.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,127.0
290.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
291.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0
292.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,3.0,3.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,70.0
293.0,1.0,1.0,1.0,0.0,3.0,6.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,0.0,3.0,0.0,1.0,2.0,2.0,3.0,0.0,1.0,5.0,1.0,4.0,1.0,0.0,3.0,2.0,3.0,0.0,2.0,4.0,2.0,8.0,8.0,0.0,4.0,1.0,3.0,0.0,2.0,1.0,2.0,2.0,2.0,3.0,5.0,0.0,3.0,117.0
294.0,0.0,0.0,1.0,1.0,0.0,3.0,6.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,5.0,7.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,9.0,0.0,2.0,2.0,8.0,1.0,4.0,0.0,2.0,0.0,0.0,1.0,6.0,2.0,2.0,0.0,1.0,1.0,3.0,0.0,4.0,99.0
295.0,0.0,2.0,4.0,1.0,0.0,5.0,3.0,1.0,0.0,0.0,6.0,0.0,1.0,1.0,5.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,3.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,6.0,1.0,0.0,2.0,2.0,3.0,2.0,1.0,1.0,88.0
296.0,0.0,1.0,6.0,1.0,0.0,3.0,3.0,0.0,3.0,1.0,0.0,2.0,3.0,3.0,4.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,3.0,2.0,3.0,0.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,80.0
297.0,2.0,2.0,7.0,1.0,0.0,2.0,11.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,0.0,3.0,0.0,1.0,2.0,1.0,9.0,1.0,1.0,7.0,1.0,4.0,2.0,0.0,4.0,0.0,4.0,3.0,4.0,1.0,6.0,7.0,4.0,0.0,2.0,0.0,1.0,2.0,13.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,7.0,142.0
298.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
299.0,2.0,3.0,3.0,0.0,0.0,6.0,4.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,12.0,8.0,1.0,5.0,0.0,1.0,2.0,3.0,5.0,1.0,3.0,8.0,1.0,4.0,0.0,0.0,1.0,3.0,5.0,4.0,8.0,1.0,8.0,7.0,3.0,0.0,4.0,2.0,0.0,2.0,16.0,1.0,0.0,3.0,2.0,4.0,4.0,0.0,4.0,164.0
300.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,9.0,5.0,1.0,4.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,6.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,70.0
301.0,3.0,2.0,1.0,0.0,2.0,1.0,4.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,3.0,6.0,1.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,3.0,4.0,0.0,2.0,0.0,3.0,0.0,7.0,0.0,0.0,2.0,1.0,1.0,4.0,1.0,4.0,90.0
302.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,46.0
303.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,55.0
304.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,3.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,6.0,7.0,2.0,4.0,0.0,1.0,1.0,6.0,3.0,2.0,1.0,0.0,2.0,2.0,5.0,6.0,0.0,5.0,100.0
305.0,2.0,2.0,6.0,0.0,1.0,5.0,6.0,1.0,3.0,2.0,1.0,0.0,3.0,0.0,3.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,4.0,0.0,3.0,2.0,2.0,2.0,4.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,3.0,96.0
306.0,0.0,2.0,0.0,1.0,2.0,3.0,5.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,4.0,5.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,3.0,2.0,0.0,0.0,2.0,2.0,8.0,2.0,4.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0,111.0
307.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,46.0
308.0,39.0,21.0,16.0,8.0,5.0,60.0,66.0,30.0,3.0,8.0,13.0,18.0,47.0,7.0,116.0,58.0,3.0,73.0,1.0,32.0,5.0,10.0,10.0,27.0,1.0,85.0,4.0,59.0,7.0,2.0,29.0,37.0,28.0,23.0,12.0,34.0,17.0,46.0,61.0,0.0,25.0,3.0,26.0,2.0,168.0,4.0,2.0,31.0,28.0,52.0,39.0,7.0,17.0,1525.0
309.0,0.0,4.0,1.0,0.0,2.0,2.0,7.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,3.0,6.0,0.0,5.0,0.0,2.0,0.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,0.0,4.0,3.0,2.0,2.0,3.0,4.0,1.0,3.0,9.0,0.0,1.0,0.0,2.0,0.0,9.0,0.0,0.0,2.0,2.0,4.0,4.0,1.0,4.0,117.0
310.0,2.0,0.0,0.0,1.0,0.0,2.0,4.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,9.0,7.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,3.0,2.0,1.0,1.0,3.0,7.0,85.0
311.0,43.0,23.0,29.0,13.0,6.0,73.0,106.0,36.0,8.0,10.0,31.0,12.0,49.0,6.0,125.0,43.0,7.0,80.0,0.0,30.0,6.0,18.0,24.0,39.0,1.0,128.0,11.0,94.0,6.0,0.0,43.0,35.0,41.0,305.0,13.0,47.0,36.0,91.0,127.0,1.0,40.0,5.0,98.0,8.0,126.0,3.0,5.0,32.0,27.0,72.0,43.0,14.0,29.0,2298.0
312.0,72.0,48.0,23.0,17.0,3.0,66.0,100.0,27.0,11.0,8.0,21.0,17.0,27.0,7.0,92.0,33.0,3.0,94.0,3.0,34.0,10.0,8.0,16.0,24.0,2.0,137.0,10.0,84.0,5.0,1.0,62.0,29.0,45.0,40.0,13.0,39.0,37.0,80.0,109.0,0.0,45.0,4.0,43.0,5.0,80.0,5.0,2.0,21.0,12.0,72.0,52.0,8.0,26.0,1832.0
