taz,commodity,quantity
786,FLR AT,334540.8607
1192,FLR AT,64789.01896
2807,FLR AT,16170.42551
3161,FLR AT,116377.9981
1807,FLR AT,158603.4301
1439,FLR AT,129454.2353
1029,FLR AT,215500.6621
367,FLR AT,103600.5687
1108,FLR AT,3572.935497
2157,FLR AT,26558.63866
942,FLR AT,27202.07965
412,FLR AT,51391.80593
1172,FLR AT,3113.611136
72,FLR AT,10837.12824
963,FLR AT,1988.295798
160,FLR AT,132796.3014
2839,FLR AT,47762.8358
1007,FLR AT,70085.80605
2296,FLR AT,25202.53058
418,FLR AT,8293.020441
1077,FLR AT,127636.9012
1797,FLR AT,81680.36428
2214,FLR AT,143954.4332
724,FLR AT,33669.14994
2121,FLR AT,0.418945559
2084,FLR AT,6349.823216
223,FLR AT,293098.7759
63,FLR AT,22607.21461
2679,FLR AT,174579.6064
2458,FLR AT,7.127959429
2442,FLR AT,284953.1168
82,FLR AT,55364.13769
2226,FLR AT,33643.61771
1188,FLR AT,66.38567696
2814,FLR AT,66462.21341
2685,FLR AT,96515.77138
2697,FLR AT,10264.88867
2316,FLR AT,44.69775658
51,FLR AT,35941.93932
395,FLR AT,3396.68155
664,FLR AT,108232.3744
1216,FLR AT,39013.4819
2738,FLR AT,7079.33868
236,FLR AT,52716.65894
894,FLR AT,504.5088317
767,FLR AT,11496.83975
1061,FLR AT,71653.22264
619,FLR AT,92257.60959
1529,FLR AT,13445.44815
2011,FLR AT,86229.59478
71,FLR AT,20007.40603
465,FLR AT,15598.64601
2802,FLR AT,55.57220856
633,FLR AT,43841.55444
612,FLR AT,22088.207
1241,FLR AT,3762.256649
3007,FLR AT,15929.65051
2175,FLR AT,73446.71564
893,FLR AT,34455.86972
2268,FLR AT,45.39782426
145,FLR AT,102374.6402
2350,FLR AT,102586.5554
4056,FLR AT,103616.4819
1617,FLR AT,35509.89287
154,FLR AT,311808.2546
3016,FLR AT,3053.459033
1016,FLR AT,282746.3835
2401,FLR AT,58.63426872
2426,FLR AT,32823.36357
803,FLR AT,208771.5468
2579,FLR AT,30278.15365
1769,FLR AT,7787.634809
453,FLR AT,82561.3572
2470,FLR AT,24576.63822
1189,FLR AT,32.5502094
2451,FLR AT,533307.9767
2948,FLR AT,54406.52921
101,FLR AT,174058.2322
356,FLR AT,29692.60846
707,FLR AT,30570.79489
2543,FLR AT,69.21663244
726,FLR AT,68178.76777
1017,FLR AT,111251.8489
2608,FLR AT,45545.08385
2192,FLR AT,19329.643
1623,FLR AT,113101.6452
643,FLR AT,75543.44853
4025,FLR AT,361154.5711
2792,FLR AT,30489.93604
158,FLR AT,46336.85115
4035,FLR AT,12587.05841
780,FLR AT,119905.1584
2810,FLR AT,5310.898317
3149,FLR AT,5973.161493
2243,FLR AT,161272.0267
69,FLR AT,70777.92669
1036,FLR AT,18093.89667
2966,FLR AT,29558.53219
3189,FLR AT,349949.6904
1800,FLR AT,80174.19007
1210,FLR AT,27995.98853
572,FLR AT,37397.5824
2659,FLR AT,10175.20025
2366,FLR AT,22943.59672
2903,FLR AT,279950.7234
1572,FLR AT,15126.07403
1134,FLR AT,8116.60032
1819,FLR AT,123794.5977
2742,FLR AT,0.000138929
190,FLR AT,278877.0885
1140,FLR AT,169565.0186
4090,FLR AT,12344.82301
2349,FLR AT,53035.20976
2504,FLR AT,8.314296671
1751,FLR AT,95198.44884
834,FLR AT,133456.851
1239,FLR AT,236.3619099
1618,FLR AT,87633.60726
994,FLR AT,10337.69585
2374,FLR AT,7019.28282
1128,FLR AT,197249.2087
2072,FLR AT,99590.3379
4079,FLR AT,236136.524
693,FLR AT,38865.88289
1390,FLR AT,35451.44916
1206,FLR AT,30716.97424
26,FLR AT,54.15050007
1391,FLR AT,23276.05208
1461,FLR AT,89682.34078
615,FLR AT,1060.047842
2833,FLR AT,181056.7115
501,FLR AT,98644.4161
96,FLR AT,32147.93443
886,FLR AT,87140.93017
