year,GDP,OEMPACC,OEMPAGM,OEMPCOM,OEMPCON,OEMPDG,OEMPELE,OEMPFIRP,OEMPFOO,OEMPGOV,OEMPHEA,OEMPHIED,OEMPHOME,OEMPLOED,OEMPLUM,OEMPOND,OEMPPAP,OEMPPERS,OEMPRET,OEMPTRAN,OEMPWHO,OGCO,OGHE,OGLE,OGSLO,OGSP,OGSPACC,OGSPAGR,OGSPCOM,OGSPCON,OGSPELE,OGSPFIR,OGSPFOO,OGSPGOV,OGSPHEA,OGSPHIED,OGSPHOM,OGSPLOED,OGSPLUM,OGSPOD,OGSPOND,OGSPPER,OGSPPULP,OGSPRET,OGSPTRA,OGSPWHO,OLF,OLIACC,OLIAGR,OLICOM,OLICON,OLIELE,OLIFIR,OLIFOO,OLIGOV,OLIHEA,OLIHIED,OLIHOM,OLILOED,OLILUM,OLIOD,OLIOND,OLIPER,OLIPULP,OLIRET,OLITRA,OLIWHO,ON,ONLI,ONRI,ONRSV,OPOP,ORI,ORSV,OUNRT,OYP,PRODACC,PRODAGR,PRODCOM,PRODCON,PRODELE,PRODFIR,PRODFOO,PRODGOV,PRODHEA,PRODHIED,PRODHOM,PRODLOED,PRODLUM,PRODOD,PRODOND,PRODPER,PRODPULP,PRODRET,PRODTRA,PRODWHO,TREND,USCOD,USEMPACC,USEMPAGM,USEMPCOM,USEMPCON,USEMPDG,USEMPED,USEMPELE,USEMPFIRP,USEMPFOO,USEMPGOV,USEMPHEA,USEMPHOME,USEMPLUM,USEMPOND,USEMPPAP,USEMPPERS,USEMPRET,USEMPTRAN,USEMPWHO,USENGD,USGDPD,USGSP,USGSPACC,USGSPAGR,USGSPCOM,USGSPCON,USGSPELE,USGSPFIR,USGSPFOO,USGSPGOV,USGSPHEA,USGSPHIED,USGSPHOM,USGSPLOED,USGSPLUM,USGSPOD,USGSPOND,USGSPPER,USGSPPUL,USGSPRET,USGSPTRA,USGSPWHO,USINFL,USLF,USMORR,USMVC,USMVD,USN,USNDC,USNDD,USNLI,USNRSPI,USODC,USPOP,USRPRM,USRSPI,USSC,USSCD,USUNRT,USYP
2022,15176.88243,40960.73138,172231.4112,41059.67408,187194.9484,135811.2221,77034.62102,359605.6933,37983.17453,227870.5552,199201.0266,79195.97137,30281.10381,168248.3229,81777.68665,53912.94906,12196.23362,543932.5418,555002.0639,102830.8378,157100.9082,4371606.33,3213242.6,6682766.084,22907630.76,187655.6504,1111.559383,4834.278431,6893.523352,9319.165455,33420.98852,36172.83234,2127.268027,13322.83782,9719.57419,2586.646377,176.2416825,6126.40006,3976.259713,7845.846829,3226.459573,10895.02871,1541.341732,14937.25558,5565.526815,13851.97785,3825626.451,576542.0144,1090302.279,2231687.396,5524282.683,5337532.875,12424824.5,953774.7641,8497469.311,6091660.581,1639013.325,221864.5003,3842161.396,2413576.331,4926716.993,1602669.23,4562573.697,592942.275,8183380.401,3014851.909,5562712.44,3638149.048,51633371.11,3181992.56,214036973.2,5304468.05,4249840.914,171698360,4.9,160831429.1,0.000031148,0.000040222,0.000199869,0.000087057,0.000657525,0.000108079,0.000182028,0.000048655,0.000055453,0.000062948,0.000004326,0.000043011,0.000092465,0.000131903,0.000126138,0.000034601,0.000283165,0.000026081,0.000080547,0.000095744,121,154.5979671,3611753.739,10164230.79,4538648.739,16221373.88,13821731.38,5366442.841,4458161.576,34694448.51,2987848.961,38868279.49,19721940.28,2081980.587,1592508.329,8945105.499,1138884.745,48592185.98,45845973.83,9670524.066,12243079.29,154.5979671,154.5979671,15291574.02,135087.7036,413336.2167,766170.5191,713172.79,348675.617,4090084.012,196294.5848,864443.3285,847894.0964,274921.3789,20971.21423,745446.5578,65112.02579,956576.4673,690599.9408,22255.14744,93037.05659,1371718.388,484915.0755,1077280.376,0.025052278,220430.4194,8.063333333,597.5211428,154.5979671,211630.7031,823.8525666,154.5979671,4126055867,154.5979671,253.386068,436313104.6,14.27454563,154.5979671,6073.844931,154.5979671,4,14122101519
2023,15480.42008,41779.946,175676.0394,41880.86756,190938.8474,138527.4466,78575.31344,366797.8071,38742.83802,232427.9664,203185.0471,80779.8908,30886.72589,171613.2894,83413.24038,54991.20804,12440.1583,554811.1926,566102.1051,104887.4546,160242.9263,4459038.457,3277507.452,6816421.406,23365783.38,191408.7634,1133.790571,4930.963999,7031.393819,9505.548765,34089.40829,36896.28898,2169.813388,13589.29458,9913.965674,2638.379304,179.7665161,6248.928061,4055.784908,8002.763766,3290.988764,11112.92928,1572.168566,15236.00069,5676.837351,14129.01741,3921467.109,579397.7504,1095702.78,2242741.422,5551645.638,5363970.817,12486367.32,958499.0148,8539559.094,6121833.88,1647131.709,222963.4426,3861192.443,2425531.291,4951120.077,1610607.594,4585173.101,595879.245,8223914.435,3029785.115,5590265.745,3729291.958,52666038.54,3245632.411,218317712.6,5410557.411,4334837.732,175132327.2,4.9,164860622.8,0.000031771,0.000041026,0.000203866,0.000088798,0.000670676,0.000110241,0.000185669,0.000049628,0.000056562,0.000064207,0.000004412,0.000043871,0.000094314,0.000134541,0.000128661,0.000035293,0.000288828,0.000026602,0.000082158,0.000097659,122,157.6899264,3702235.394,10418865.1,4652350.967,16627751.74,14167993.4,5500882.968,4569847.439,35563613.84,3062700.553,39842007.63,20216014.32,2134138.364,1632403.848,9169198.282,1167416.085,49809517.42,46994507.16,9912790.035,12549792.91,157.6899264,157.6899264,15597405.5,137789.4577,421602.9411,781493.9294,727436.2458,355649.1293,4171885.693,200220.4765,881732.195,864851.9783,280419.8065,21390.63852,760355.489,66414.26631,975707.9966,704411.9396,22700.25039,94897.79772,1399152.756,494613.377,1098825.984,0.025052278,224839.0278,8.063333333,609.4715656,157.6899264,215863.3172,840.3296179,157.6899264,4208576985,157.6899264,258.4537894,445039366.7,14.56003654,157.6899264,6195.321829,157.6899264,4,14475892332
2024,15790.02848,42615.54492,179189.5602,42718.48491,194757.6244,141297.9955,80146.8197,374133.7633,39517.69478,237076.5257,207248.748,82395.48861,31504.46041,175045.5551,85081.50519,56091.0322,12688.96146,565907.4165,577424.1472,106985.2036,163447.7849,4548219.226,3343057.601,6952749.834,23833099.05,195236.9387,1156.466382,5029.583279,7172.021695,9695.65974,34771.19646,37634.21476,2213.209655,13861.08047,10112.24499,2691.14689,183.3618464,6373.906622,4136.900606,8162.819041,3356.80854,11335.18787,1603.611938,15540.7207,5790.374098,14411.59776,4019708.793,582267.6314,1101130.03,2253850.2,5579144.126,5390539.712,12548214.97,963246.6656,8581857.358,6152156.632,1655290.304,224067.8283,3880317.756,2437545.466,4975644.033,1618585.278,4607884.444,598830.7624,8264649.242,3044792.289,5617955.527,3822718.18,53719359.31,3310545.059,222684066.9,5518768.559,4421534.487,178634973.8,4.9,168990757,0.000032407,0.000041847,0.000207944,0.000090574,0.000684089,0.000112446,0.000189382,0.000050621,0.000057693,0.000065491,0.0000045,0.000044748,0.000096201,0.000137232,0.000131234,0.000035998,0.000294605,0.000027134,0.000083801,0.000099612,123,160.8437249,3794983.795,10679878.51,4768901.664,17044310.18,14522929.97,5638691.088,4684331.257,36454553.49,3139427.327,40840129.61,20722465.91,2187602.799,1673298.829,9398905.037,1196662.193,51057345.45,48171813.56,10161125.25,12864190.33,160.8437249,160.8437249,15909353.61,140545.2469,430034.9999,797123.808,741984.9707,362762.1119,4255323.407,204224.886,899366.8389,882149.0179,286028.2026,21818.45129,775562.5988,67742.55164,995222.1566,718500.1784,23154.2554,96795.75367,1427135.811,504505.6445,1120802.503,0.025052278,229335.8083,8.063333333,621.6609969,160.8437249,220180.5835,857.1362102,160.8437249,4292748525,160.8437249,263.6228652,453940154,14.85123727,160.8437249,6319.228266,160.8437249,4,14838546411
2025,16105.82905,43467.85582,182773.3514,43572.85461,198652.7768,144123.9554,81749.7561,381616.4386,40308.04868,241818.0562,211393.723,84043.39839,32134.54961,178546.4662,86783.13529,57212.85284,12942.74069,577225.5648,588972.6302,109124.9077,166716.7406,4639183.61,3409918.753,7091804.831,24309761.03,199141.6774,1179.59571,5130.174945,7315.462129,9889.572935,35466.62039,38386.89906,2257.473848,14138.30208,10314.48989,2744.969828,187.0290834,6501.384754,4219.638618,8326.075422,3423.94471,11561.89162,1635.684176,15851.53512,5906.18158,14699.82971,4120411.655,585151.7274,1106584.162,2265014.001,5606778.819,5417240.207,12610368.96,968017.8323,8624365.132,6182629.581,1663489.311,225177.6841,3899537.798,2449619.15,5000289.462,1626602.477,4630708.281,601796.8991,8305585.814,3059873.796,5645782.461,3918484.916,54793746.49,3376755.96,227137748.2,5629143.93,4509965.176,182207673.3,4.9,173224360.4,0.000033055,0.000042684,0.000212102,0.000092386,0.000697771,0.000114695,0.00019317,0.000051633,0.000058847,0.000066801,0.00000459,0.000045643,0.000098125,0.000139977,0.000133859,0.000036718,0.000300497,0.000027677,0.000085477,0.000101604,124,164.0605994,3890055.729,10947430.83,4888372.188,17471304.24,14886758.41,5779951.577,4801683.124,37367812.96,3218076.261,41863256.54,21241605.13,2242406.624,1715218.312,9634366.406,1226640.974,52336434.07,49378613.83,10415681.76,13186464.02,164.0605994,164.0605994,16227540.68,143356.1518,438635.6999,813066.2842,756824.6701,370017.3542,4340429.875,208309.3837,917354.1757,899791.9983,291748.7666,22254.82031,791073.8508,69097.40267,1015126.6,732870.182,23617.34051,98731.66875,1455678.527,514595.7574,1143218.553,0.025052278,233922.5245,8.063333333,634.0942169,164.0605994,224584.1952,874.2789345,164.0605994,4378603495,164.0605994,268.8953225,463018957.1,15.14826202,164.0605994,6445.612831,164.0605994,4,15210285801
2026,16427.94563,44337.21294,186428.8184,44444.3117,202625.8324,147006.4345,83384.75122,389248.7673,41114.20965,246654.4173,215621.5975,85724.26635,32777.24061,182117.3956,88518.79799,58357.1099,13201.5955,588770.0761,600752.0828,111307.4059,170051.0754,4731967.282,3478117.128,7233640.927,24795956.25,203124.511,1203.187624,5232.778444,7461.771372,10087.36439,36175.9528,39154.63704,2302.623325,14421.06812,10520.77968,2799.869225,190.769665,6631.41245,4304.03139,8492.59693,3492.423605,11793.12946,1668.39786,16168.56582,6024.305212,14993.8263,4223637.353,588050.109,1112065.31,2276233.1,5634550.392,5444072.956,12672830.81,972812.6315,8667083.456,6213253.462,1671728.929,226293.0373,3918853.043,2461752.637,5025056.964,1634659.386,4653645.168,604777.728,8346725.157,3075030.005,5673747.228,4016650.8,55889621.42,3444291.079,231680503.2,5741726.809,4600164.48,185851826.7,4.9,177564025.2,0.000033716,0.000043537,0.000216345,0.000094234,0.000711726,0.000116989,0.000197033,0.000052666,0.000060024,0.000068137,0.000004682,0.000046556,0.000100087,0.000142776,0.000136536,0.000037453,0.000306507,0.000028231,0.000087187,0.000103636,125,167.3418114,3987509.405,11221685.86,5010835.688,17908995.35,15259701.48,5924750.924,4921974.89,38303951.41,3298695.507,42912014.84,21773749.82,2298583.395,1758187.961,9875726.553,1257370.784,53647566.41,50615646.87,10676615.42,13516811.32,167.3418114,167.3418114,16552091.5,146223.2748,447408.4139,829327.6099,771961.1635,377417.7013,4427238.472,212475.5714,935701.2592,917787.8382,297583.742,22699.91672,806895.3278,70479.35072,1035429.132,747527.5856,24089.68732,100706.3021,1484792.098,524887.6726,1166082.924,0.025052278,238600.975,8.063333333,646.7761012,167.3418114,229075.8791,891.7645131,167.3418114,4466175565,167.3418114,274.2732289,472279336.3,15.45122726,167.3418114,6574.525088,167.3418114,4,15591338110
2027,16756.50454,45223.9572,190157.3948,45333.19793,206678.349,149946.5632,85052.44624,397033.7427,41936.49384,251587.5057,219934.0294,87438.75168,33432.78542,185759.7435,90289.17395,59524.2521,13465.62741,600545.4776,612767.1245,113533.554,173452.0969,4826606.628,3547679.471,7378313.746,25291875.37,207187.0012,1227.251377,5337.434012,7611.006799,10289.11168,36899.47185,39937.72978,2348.675792,14709.48948,10731.19528,2855.866609,194.5850583,6764.040698,4390.112018,8662.448869,3562.272077,12028.99205,1701.765817,16491.93714,6144.791316,15293.70283,4329449.09,590962.8464,1117573.607,2287507.768,5662459.522,5471038.61,12735602.04,977631.1796,8710013.367,6244029.034,1680009.359,227413.9149,3938263.958,2473946.223,5049947.143,1642756.203,4676695.665,607773.3206,8388068.265,3090261.284,5701850.508,4117275.936,57007413.85,3513176.901,236314113.2,5856561.345,4692167.769,189568863.3,4.9,182012408.5,0.00003439,0.000044408,0.000220671,0.000096118,0.000725961,0.000119328,0.000200974,0.000053719,0.000061224,0.000069499,0.000004776,0.000047487,0.000102089,0.000145632,0.000139267,0.000038202,0.000312637,0.000028795,0.00008893,0.000105709,126,170.6886477,4087404.491,11502811.54,5136367.144,18357651.5,15641987.52,6073177.784,5045280.205,39263542.01,3381334.427,43987046.63,22319225.8,2356167.506,1802234.086,10123133.25,1288870.437,54991545.25,51883670.05,10944085.99,13855434.48,170.6886477,170.6886477,16883133.33,149147.7403,456356.5822,845914.1621,787400.3868,384966.0553,4515783.242,216725.0828,954415.2844,936143.595,303535.4168,23153.91506,823033.2343,71888.93774,1056137.714,762478.1373,24571.48107,102720.4282,1514487.94,535385.426,1189404.583,0.025052278,243372.9945,8.063333333,659.7116232,170.6886477,233657.3967,909.5998034,170.6886477,4555499076,170.6886477,279.7586935,481724923,15.7602518,170.6886477,6706.015589,170.6886477,4,15981936646
2028,17091.63463,46128.43634,193960.5427,46239.86189,210811.916,152945.4945,86753.49517,404974.4175,42775.22372,256619.2558,224332.71,89187.52671,34101.44113,189474.9384,92094.95743,60714.73714,13734.93996,612556.3872,625022.4669,115804.2251,176921.1388,4923138.761,3618633.06,7525880.021,25797712.88,211330.7412,1251.796404,5444.182693,7763.226935,10494.89391,37637.46129,40736.48438,2395.649308,15003.67927,10945.81918,2912.983942,198.4767595,6899.321512,4477.914258,8835.697846,3633.517518,12269.57189,1735.801134,16821.77588,6267.687142,15599.57689,4437911.653,593890.0122,1123109.188,2298838.283,5690506.896,5498137.835,12798684.21,982473.5963,8753155.928,6274957.047,1688330.805,228540.3448,3957771.022,2486200.208,5074960.612,1650893.126,4699860.34,610783.7521,8429616.165,3105568.01,5730092.994,4220421.933,58147562.13,3583440.439,241040395.5,5973692.572,4786011.125,193360240.5,4.9,186572234,0.000035078,0.000045296,0.000225085,0.000098041,0.00074048,0.000121715,0.000204993,0.000054794,0.000062449,0.000070889,0.000004871,0.000048437,0.000104131,0.000148544,0.000142052,0.000038966,0.000318889,0.000029371,0.000090709,0.000107823,127,174.1024206,4189802.148,11790979.97,5265043.414,18817547.39,16033850.6,6225323.034,5171674.564,40247172.26,3466043.617,45089010.13,22878367.05,2415194.214,1847383.654,10376737.99,1321159.219,56369193.44,53183459.75,11218257.23,14202540.82,174.1024206,174.1024206,17220795.99,152130.6951,465483.7138,862832.4453,803148.3945,392665.3764,4606098.906,221059.5845,973503.5901,954866.4669,309606.1251,23616.99336,839493.899,73326.71649,1077260.469,777727.7001,25062.91069,104774.8367,1544777.699,546093.1346,1213192.675,0.025052278,248240.4544,8.063333333,672.9058557,174.1024206,238330.5446,927.7917995,174.1024206,4646609058,174.1024206,285.3538674,491359421.4,16.07545684,174.1024206,6840.135901,174.1024206,4,16382320566
2029,17433.46732,47051.00507,197839.7536,47164.65913,215028.1543,156004.4044,88488.56507,413073.9059,43630.7282,261751.6409,228819.3642,90971.27725,34783.46995,193264.4371,93936.85658,61929.03188,14009.63876,624807.5149,637522.9163,118120.3096,180459.5616,5021601.536,3691005.722,7676397.621,26313667.14,215557.356,1276.832332,5553.066347,7918.491474,10704.79179,38390.21051,41551.21406,2443.562294,15303.75286,11164.73557,2971.24362,202.4462947,7037.307943,4567.472543,9012.411803,3706.187869,12514.96333,1770.517156,17158.2114,6393.040885,15911.56843,4549091.449,596831.6762,1128672.188,2310224.921,5718693.193,5525371.287,12862078.82,987339.9982,8796512.183,6306038.249,1696693.468,229672.3539,3977374.708,2498514.889,5100097.977,1659070.353,4723139.753,613809.0944,8471369.853,3120950.552,5758475.371,4326151.943,59310513.37,3655109.248,245861203.4,6093166.423,4881731.347,197227445.3,4.9,191246293.5,0.00003578,0.000046202,0.000229587,0.000100001,0.00075529,0.000124149,0.000209093,0.000055889,0.000063698,0.000072307,0.000004969,0.000049406,0.000106213,0.000151515,0.000144893,0.000039745,0.000325267,0.000029958,0.000092523,0.00010998,128,177.584469,4294765.072,12086367.6,5396943.281,19288964.59,16435530.62,6381279.826,5301235.356,41255444.42,3552874.942,46218580.01,23451515.9,2475699.66,1893664.309,10636696.03,1354256.9,57781354.47,54515811.79,11499297.01,14558342.87,177.584469,177.584469,17565211.91,155173.309,474793.3881,880089.0942,819211.3624,400518.6839,4698220.885,225480.7762,992973.6619,973963.7962,315798.2476,24089.33322,856283.777,74793.25082,1098805.678,793282.2541,25564.1689,106870.3335,1575673.253,557014.9972,1237456.528,0.025052278,253205.2635,8.063333333,686.3639728,177.584469,243097.1555,946.3476355,177.584469,4739541239,177.584469,291.0609447,501186609.9,16.39696597,177.584469,6976.938619,177.584469,4,16792735015
2030,17782.13667,47992.02517,201796.5486,48107.95231,219328.7174,159124.4924,90258.33637,421335.384,44503.34276,266986.6737,233395.7515,92790.70279,35479.13935,197129.7259,95815.59371,63167.61252,14289.83154,637303.6652,650273.3746,120482.7158,184068.7528,5122033.567,3764825.836,7829925.574,26839940.48,219868.5032,1302.368979,5664.127673,8076.861304,10918.88763,39158.01473,42382.23834,2492.43354,15609.82792,11388.03028,3030.668493,206.4952206,7178.054102,4658.821994,9192.660039,3780.311626,12765.26259,1805.927499,17501.37563,6520.901703,16229.79979,4663056.553,599787.9113,1134262.743,2321667.958,5747019.1,5552739.635,12925787.45,992230.5038,8840083.185,6337273.403,1705097.553,230809.9702,3997075.494,2510890.567,5125359.851,1667288.082,4746534.473,616849.4225,8513330.357,3136409.286,5786998.329,4434530.701,60496723.64,3728211.433,250778427.5,6215029.752,4979365.974,201171994.2,4.9,196037448.8,0.000036495,0.000047126,0.000234178,0.000102001,0.000770396,0.000126632,0.000213275,0.000057007,0.000064972,0.000073753,0.000005068,0.000050394,0.000108338,0.000154545,0.000147791,0.00004054,0.000331773,0.000030558,0.000094374,0.000112179,129,181.1361584,4402357.526,12389155.28,5532147.504,19772191.73,16847273.53,6541143.649,5434041.904,42288975.81,3641881.565,47376447.87,24039023.27,2537720.887,1941104.387,10903166.54,1388183.744,59228892.97,55881541.9,11787377.4,14923058.48,181.1361584,181.1361584,17916516.15,158276.7752,484289.2558,897690.8761,835595.5896,408529.0576,4792185.302,229990.3917,1012833.135,993443.0722,322114.2126,24571.11989,873409.4525,76289.11584,1120781.792,809147.8992,26075.45228,109007.7401,1607186.718,568155.2972,1262205.659,0.025052278,258269.3687,8.063333333,700.0912523,181.1361584,247959.0986,965.2745882,181.1361584,4834332064,181.1361584,296.8821636,511210342.1,16.72490529,181.1361584,7116.477392,181.1361584,4,17213431281
2031,18137.7794,48951.86567,205832.4796,49070.11136,223715.2918,162306.9823,92063.5031,429762.0917,45393.40962,272326.4072,238063.6665,94646.51685,36188.72213,201072.3204,97731.90559,64430.96477,14575.62817,650049.7385,663278.8421,122892.3701,187750.1279,5224474.238,3840122.353,7986524.085,27376739.29,224265.8732,1328.416359,5777.410227,8238.39853,11137.26538,39941.17502,43229.88311,2542.282211,15922.02448,11615.79088,3091.281863,210.625125,7321.615184,4751.998434,9376.51324,3855.917859,13020.56784,1842.046049,17851.40314,6651.319737,16554.39579,4779876.742,602758.7888,1139880.988,2333167.675,5775485.318,5580243.537,12989811.64,997145.2333,8883870.003,6368663.275,1713543.265,231953.2212,4016873.863,2523327.544,5150746.854,1675546.516,4770045.072,619904.8089,8555498.704,3151944.592,5815662.569,4545624.564,61706658.11,3802775.661,255793996,6339330.347,5078953.294,205195434.1,4.9,200948633.5,0.000037225,0.000048069,0.000238862,0.000104041,0.000785804,0.000129165,0.000217541,0.000058147,0.000066271,0.000075228,0.00000517,0.000051402,0.000110504,0.000157636,0.000150747,0.000041351,0.000338408,0.000031169,0.000096261,0.000114423,130,184.7588816,4512645.387,12699528.4,5670738.864,20267524.67,17269331.43,6705012.379,5570175.521,43348399.23,3733117.982,48563322.65,24641248.89,2601295.871,1989732.935,11176312.67,1422960.523,60712695.19,57281486.29,12082674.78,15296910.94,184.7588816,184.7588816,18274846.48,161442.3107,493975.041,915644.6936,852307.5014,416699.6387,4888029.008,234590.1995,1033089.798,1013311.934,328556.4968,25062.54229,890877.6416,77814.89815,1143197.427,825330.8571,26596.96132,111187.8949,1639330.452,579518.4031,1287449.772,0.025052278,263434.7561,8.063333333,714.0930773,184.7588816,252918.2806,984.5800799,184.7588816,4931018705,184.7588816,302.8198069,521434548.9,17.0594034,184.7588816,7258.806939,184.7588816,4,17644666947
2032,18500.53499,49930.90299,209949.1292,50051.51359,228189.5976,165553.1219,93904.77316,438357.3335,46301.27781,277772.9353,242824.9398,96539.44719,36912.49658,205093.7668,99686.5437,65719.58407,14867.14073,663050.7333,676544.4189,125350.2175,191505.1304,5328963.723,3916924.8,8146254.567,27924274.08,228751.1907,1354.984686,5892.958432,8403.1665,11360.01069,40739.99852,44094.48077,2593.127855,16240.46496,11848.1067,3153.1075,214.8376275,7468.047487,4847.038403,9564.043505,3933.036216,13280.9792,1878.88697,18208.4312,6784.346132,16885.48371,4899623.543,605744.3819,1145527.062,2344724.354,5804092.529,5607883.675,13054152.95,1002084.307,8927873.712,6400208.624,1722030.812,233102.1352,4036770.298,2535826.126,5176259.604,1683845.856,4793672.125,622975.3304,8597875.917,3167556.847,5844468.788,4659501.551,62940791.27,3878831.175,260909876,6466116.954,5180532.36,209299342.8,4.9,205982854.5,0.00003797,0.00004903,0.000243639,0.000106122,0.00080152,0.000131748,0.000221891,0.00005931,0.000067597,0.000076733,0.000005273,0.00005243,0.000112714,0.000160789,0.000153762,0.000042178,0.000345176,0.000031792,0.000098186,0.000116711,131,188.4540592,4625696.179,13017676.99,5812802.214,20775266.7,17701962.72,6872986.349,5709719.559,44434363.33,3826640.054,49779931,25258561.45,2666463.535,2039579.724,11456301.65,1458608.53,62233669.63,58716502.09,12385369.95,15680129.15,188.4540592,188.4540592,18640343.41,164671.1569,503854.5418,933957.5875,869353.6515,425033.6315,4985789.589,239282.0035,1053751.594,1033578.172,335127.6268,25563.79313,908695.1944,79371.19612,1166061.376,841837.4743,27128.90055,113411.6528,1672117.061,591108.7712,1313198.767,0.025052278,268703.4512,8.063333333,728.3749388,188.4540592,257976.6462,1004.271682,188.4540592,5029639079,188.4540592,308.876203,531863239.9,17.40059147,188.4540592,7403.983078,188.4540592,4,18086706049
2033,18870.54569,50929.52105,214148.1118,51052.54386,232753.3895,168864.1844,95782.86863,447124.4802,47227.30336,283328.394,247681.4386,98470.23613,37650.74651,209195.6421,101680.2746,67033.97575,15164.48355,676311.7479,690075.3073,127857.2218,195335.233,5435542.997,3995263.296,8309179.658,28482759.56,233326.2145,1382.084379,6010.8176,8571.22983,11587.2109,41554.79849,44976.37039,2644.990412,16565.27426,12085.06884,3216.16965,219.13438,7617.408437,4943.979171,9755.324375,4011.69694,13546.59878,1916.46471,18572.59982,6920.033054,17223.19338,5022370.274,608744.7633,1151201.103,2356338.275,5832841.44,5635660.721,13118812.96,1007047.844,8972095.38,6431910.224,1730560.398,234256.7398,4056765.284,2548386.614,5201898.724,1692186.305,4817416.207,626061.0603,8640463.034,3183246.433,5873417.689,4776231.384,64199607.1,3956407.798,266128073.5,6595439.293,5284143.007,213485329.7,4.9,211143194.2,0.000038729,0.000050011,0.000248512,0.000108245,0.00081755,0.000134383,0.000226329,0.000060496,0.000068949,0.000078267,0.000005378,0.000053478,0.000114969,0.000164005,0.000156837,0.000043021,0.00035208,0.000032428,0.00010015,0.000119046,132,192.2231404,4741579.12,13343795.83,5958424.535,21295728.68,18145432.29,7045168.403,5852759.453,45547533,3922505.04,51027017.84,25891338.93,2733263.78,2090675.275,11743304.92,1495149.591,63792747.52,60187467.9,12695648.24,16072947.75,192.2231404,192.2231404,19013150.27,167964.5801,513931.6326,952636.7392,886740.7245,433534.3042,5085505.38,244067.6436,1074826.626,1054249.736,341830.1793,26075.06899,926869.0983,80958.62004,1189382.603,858674.2238,27671.47856,115679.8859,1705559.402,602930.9466,1339462.743,0.025052278,274077.5203,8.063333333,742.9424376,192.2231404,263136.1791,1024.357115,192.2231404,5130231861,192.2231404,315.0537271,542500504.7,17.7486033,192.2231404,7552.06274,192.2231404,4,18539819237
2034,19247.95661,51948.11147,218431.074,52073.59473,237408.4573,172241.4681,97698.526,456066.9698,48171.84943,288994.9619,252635.0674,100439.6409,38403.76144,213379.555,103713.8801,68374.65526,15467.77322,689837.9829,703876.8135,130414.3663,199241.9377,5544253.857,4075168.562,8475363.251,29052414.75,237992.7388,1409.726067,6131.033952,8742.654427,11818.95512,42385.89446,45875.8978,2697.89022,16896.57975,12326.77021,3280.493043,223.5170677,7769.756606,5042.858754,9950.430863,4091.930879,13817.53076,1954.794004,18944.05182,7058.433715,17567.65725,5148192.09,611760.0059,1156903.248,2368009.722,5861732.751,5663575.353,13183793.24,1012035.968,9016536.083,6463768.85,1739132.234,235417.0636,4076859.31,2561009.318,5227664.842,1700568.066,4841277.9,629162.0746,8683261.096,3199013.733,5902509.982,4895885.533,65483599.24,4035535.954,271450634.9,6727348.078,5389825.867,217755036.3,4.9,216432812.2,0.000039504,0.000051011,0.000253482,0.00011041,0.000833901,0.000137071,0.000230856,0.000061706,0.000070327,0.000079833,0.000005486,0.000054548,0.000117268,0.000167285,0.000159974,0.000043882,0.000359121,0.000033077,0.000102153,0.000121427,133,196.0676032,4860365.16,13678084.6,6107694.986,21829229.28,18600011.66,7221663.962,5999382.783,46688589.8,4020771.637,52305346.69,26539968.76,2801737.504,2143050.872,12037498.2,1532606.078,65390883.43,61695284.34,13013699.62,16475607.23,196.0676032,196.0676032,19393413.28,171323.8717,524210.2653,971689.474,904475.539,442204.9902,5187215.488,248948.9965,1096323.158,1075334.73,348666.7829,26596.57037,945406.4803,82577.79244,1213170.255,875847.7082,28224.90813,117993.4836,1739670.59,614989.5656,1366251.997,0.025052278,279559.0707,8.063333333,757.8012864,196.0676032,268398.9027,1044.844257,196.0676032,5232836498,196.0676032,321.3548016,553350514.8,18.10357536,196.0676032,7703.103995,196.0676032,4,19004283942
